죄종별(1),죄종별(2),죄종별(3),범죄발생장소별(1),2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
총범죄,지능범죄,문서·인장,단독주택,636,518,562,398,389,382,320,292,294,289,256,228
총범죄,지능범죄,문서·인장,고속도로,6,16,11,14,11,11,15,9,18,10,15,17
총범죄,지능범죄,문서·인장,노상,426,371,529,519,684,761,608,627,667,689,697,780
총범죄,지능범죄,문서·인장,백화점,2,3,9,6,6,3,1,5,4,1,2,3
총범죄,지능범죄,문서·인장,슈퍼마켓,24,30,48,33,27,28,26,29,27,20,10,11
총범죄,지능범죄,문서·인장,편의점,86,156,196,183,205,266,182,257,230,192,125,213
총범죄,지능범죄,문서·인장,대형할인매장,5,7,12,75,21,7,6,7,9,9,5,11
총범죄,지능범죄,문서·인장,상점,238,330,513,584,570,624,351,328,321,342,248,242
총범죄,지능범죄,문서·인장,시장노점,75,72,137,155,116,110,83,99,97,76,67,58
총범죄,지능범죄,문서·인장,숙박업소 목욕탕,55,34,58,25,38,27,20,27,37,28,35,36
총범죄,지능범죄,문서·인장,유흥접객업소,274,301,328,276,259,275,275,389,440,378,145,223
총범죄,지능범죄,문서·인장,사무실,8045,6862,7726,6758,6420,5431,5598,4547,4704,4257,3829,3519
총범죄,지능범죄,문서·인장,공장,42,28,53,81,50,45,43,19,31,18,17,17
총범죄,지능범죄,문서·인장,공사장광산,40,48,34,32,37,31,35,35,48,22,26,9
총범죄,지능범죄,문서·인장,창고,-,1,1,4,3,3,4,3,-,1,4,-
총범죄,지능범죄,문서·인장,역대합실,43,41,19,23,20,28,14,14,20,7,12,7
총범죄,지능범죄,문서·인장,지하철,5,2,3,1,-,-,-,-,1,-,1,-
총범죄,지능범죄,문서·인장,기타교통수단내,64,61,105,6,9,7,1,6,5,9,4,3
총범죄,지능범죄,문서·인장,흥행장,92,82,83,44,38,46,38,25,5,3,2,4
총범죄,지능범죄,문서·인장,유원지,7,5,8,7,11,5,10,5,12,7,4,7
총범죄,지능범죄,문서·인장,학교,37,28,44,35,46,53,28,26,31,41,25,26
총범죄,지능범죄,문서·인장,금융기관,339,282,358,315,272,191,149,182,179,139,125,98
총범죄,지능범죄,문서·인장,의료기관,477,104,146,119,90,82,80,83,83,80,63,86
총범죄,지능범죄,문서·인장,종교기관,29,19,35,31,41,43,41,35,30,19,19,13
총범죄,지능범죄,문서·인장,산야,22,17,15,13,29,24,18,13,15,21,23,17
총범죄,지능범죄,문서·인장,해상,13,36,2,4,250,40,388,1305,34,50,157,95
총범죄,지능범죄,문서·인장,부대,4,7,11,3,6,8,13,12,10,10,2,16
총범죄,지능범죄,문서·인장,구금장소,-,-,1,2,1,1,-,-,2,3,1,1
총범죄,지능범죄,문서·인장,공지,4,3,2,1,2,-,2,1,-,1,-,1
총범죄,지능범죄,문서·인장,주차장,13,13,25,26,38,73,34,83,89,86,52,92
총범죄,지능범죄,문서·인장,공중화장실,1,1,1,-,-,-,2,-,-,-,-,-
총범죄,지능범죄,문서·인장,PC방,42,28,63,27,31,28,20,27,22,17,14,23
총범죄,지능범죄,문서·인장,기타,3504,4650,3970,4385,4545,4446,3832,3572,3641,4401,4281,5148
총범죄,지능범죄,유가증권인지,아파트 연립다세대,7,3,7,-,4,-,1,-,2,1,-,-
총범죄,지능범죄,유가증권인지,단독주택,11,4,6,4,8,5,1,3,2,-,-,-
총범죄,지능범죄,유가증권인지,고속도로,-,1,-,-,-,1,-,-,-,-,-,-
총범죄,지능범죄,유가증권인지,노상,25,12,24,13,5,11,2,5,5,5,1,4
총범죄,지능범죄,유가증권인지,백화점,1,1,-,-,1,1,-,-,-,-,-,1
총범죄,지능범죄,유가증권인지,슈퍼마켓,8,5,5,2,2,-,4,5,1,1,2,-
총범죄,지능범죄,유가증권인지,편의점,20,-,14,3,3,1,-,6,2,1,3,-
총범죄,지능범죄,유가증권인지,대형할인매장,1,-,-,-,-,-,1,1,-,-,1,-
총범죄,지능범죄,유가증권인지,상점,27,5,13,6,5,3,7,8,12,2,1,1
총범죄,지능범죄,유가증권인지,시장노점,6,2,8,8,2,1,1,2,3,2,1,1
총범죄,지능범죄,유가증권인지,숙박업소 목욕탕,6,7,4,2,1,1,-,4,2,-,2,-
총범죄,지능범죄,유가증권인지,유흥접객업소,23,15,15,10,10,5,7,8,1,4,-,2
총범죄,지능범죄,유가증권인지,사무실,290,197,170,134,103,82,84,87,44,31,17,11
총범죄,지능범죄,유가증권인지,공장,2,3,1,2,2,2,1,1,-,1,-,-
총범죄,지능범죄,유가증권인지,공사장광산,1,4,2,-,1,1,-,-,1,-,-,-
총범죄,지능범죄,유가증권인지,창고,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,유가증권인지,역대합실,3,-,-,1,1,-,-,-,1,-,-,-
총범죄,지능범죄,유가증권인지,지하철,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,유가증권인지,기타교통수단내,4,3,5,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,유가증권인지,흥행장,2,4,3,2,-,-,-,1,-,-,-,-
총범죄,지능범죄,유가증권인지,유원지,1,-,3,-,1,-,-,-,2,-,1,-
총범죄,지능범죄,유가증권인지,학교,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,유가증권인지,금융기관,108,56,57,50,38,18,21,12,11,9,6,17
총범죄,지능범죄,유가증권인지,의료기관,2,1,3,2,-,-,1,-,-,-,-,-
총범죄,지능범죄,유가증권인지,종교기관,1,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,유가증권인지,산야,-,-,-,1,-,-,-,-,-,-,-,-
총범죄,지능범죄,유가증권인지,해상,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,유가증권인지,부대,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,유가증권인지,구금장소,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,유가증권인지,공지,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,유가증권인지,주차장,1,-,1,-,1,-,1,-,2,-,-,-
총범죄,지능범죄,유가증권인지,공중화장실,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,유가증권인지,PC방,1,1,-,1,-,-,-,-,-,-,-,-
총범죄,지능범죄,유가증권인지,기타,252,184,115,119,94,87,85,54,49,27,28,21
총범죄,지능범죄,사기,아파트 연립다세대,7925,7927,11575,9817,9629,9307,8389,9467,10537,12365,10071,9443
총범죄,지능범죄,사기,단독주택,15458,16013,22223,17487,17561,15443,14699,16079,18015,18366,12618,12024
총범죄,지능범죄,사기,고속도로,90,103,109,86,120,190,524,596,865,1161,939,856
총범죄,지능범죄,사기,노상,9331,9172,11976,10727,11521,12471,14547,19529,23413,36460,44667,43369
총범죄,지능범죄,사기,백화점,176,155,168,164,144,141,127,156,129,145,115,130
총범죄,지능범죄,사기,슈퍼마켓,430,397,471,409,438,406,413,447,486,395,354,355
총범죄,지능범죄,사기,편의점,890,703,1194,1223,1062,659,761,732,923,1266,2389,1863
총범죄,지능범죄,사기,대형할인매장,86,112,75,117,76,77,47,68,68,71,67,73
총범죄,지능범죄,사기,상점,8854,6821,8038,5958,6940,6540,4675,6445,5632,5388,4370,5087
총범죄,지능범죄,사기,시장노점,1708,1553,2022,1546,1592,1443,1334,1727,1878,1746,1232,1199
총범죄,지능범죄,사기,숙박업소 목욕탕,1555,1558,1548,1375,1506,1499,1318,1261,1587,1424,1153,1115
총범죄,지능범죄,사기,유흥접객업소,21307,17744,22885,17132,16369,15440,14783,21621,22920,21123,11025,16606
총범죄,지능범죄,사기,사무실,56542,55253,58554,49929,47382,44093,41518,44041,43820,40892,28142,26511
총범죄,지능범죄,사기,공장,1561,2090,2481,1746,1776,1606,1432,1300,1235,1266,884,854
총범죄,지능범죄,사기,공사장광산,1900,2135,2139,2027,2222,2181,2118,2261,2243,2015,1305,1447
총범죄,지능범죄,사기,창고,185,449,369,145,143,149,104,112,137,113,92,81
총범죄,지능범죄,사기,역대합실,353,411,456,297,559,284,386,586,735,441,438,416
총범죄,지능범죄,사기,지하철,16,21,35,26,41,25,54,68,54,78,59,60
총범죄,지능범죄,사기,기타교통수단내,1790,1609,2218,439,508,553,530,1153,1444,1669,1329,1286
총범죄,지능범죄,사기,흥행장,176,175,182,146,111,114,130,136,250,134,156,170
총범죄,지능범죄,사기,유원지,159,163,207,248,349,499,177,243,196,180,176,183
총범죄,지능범죄,사기,학교,341,361,389,368,328,227,287,299,268,233,233,318
총범죄,지능범죄,사기,금융기관,12988,11839,14603,13283,10890,8274,9605,11067,10609,5259,1771,1329
총범죄,지능범죄,사기,의료기관,3052,2554,1760,1994,1698,1694,1780,2210,1791,1741,1516,1286
총범죄,지능범죄,사기,종교기관,294,324,318,297,281,239,211,215,234,194,153,135
총범죄,지능범죄,사기,산야,518,543,555,535,561,453,423,385,414,393,271,284
총범죄,지능범죄,사기,해상,107,84,18,114,510,501,54,257,148,75,33,47
총범죄,지능범죄,사기,부대,24,34,45,37,26,29,15,27,36,47,45,85
총범죄,지능범죄,사기,구금장소,10,10,10,11,18,8,12,12,13,13,12,15
총범죄,지능범죄,사기,공지,35,44,246,31,35,21,23,24,9,16,13,19
총범죄,지능범죄,사기,주차장,402,377,429,328,344,282,338,336,406,821,1326,1188
총범죄,지능범죄,사기,공중화장실,2,2,5,-,2,3,8,7,1,2,6,4
총범죄,지능범죄,사기,PC방,3884,3513,3503,1641,1593,1232,1075,1241,749,402,316,237
총범죄,지능범죄,사기,기타,71321,91117,98276,98726,110958,115530,109592,125921,153227,191781,166799,197773
총범죄,지능범죄,횡령,아파트 연립다세대,605,565,706,775,892,1010,916,1286,1657,1991,2016,2218
총범죄,지능범죄,횡령,단독주택,770,718,718,800,1010,1024,724,832,879,1035,744,759
총범죄,지능범죄,횡령,고속도로,27,27,44,42,55,68,61,127,130,151,102,125
총범죄,지능범죄,횡령,노상,2418,2709,5951,6188,9982,12331,13621,17968,21192,22669,20347,24087
총범죄,지능범죄,횡령,백화점,92,79,159,136,166,193,203,327,396,253,228,261
총범죄,지능범죄,횡령,슈퍼마켓,117,136,263,233,281,322,320,535,578,641,658,785
총범죄,지능범죄,횡령,편의점,140,168,452,405,661,751,764,837,930,989,1013,1217
총범죄,지능범죄,횡령,대형할인매장,53,45,88,47,68,84,98,192,215,214,180,200
총범죄,지능범죄,횡령,상점,753,794,2139,1014,1131,1010,952,2075,1341,1425,1516,2317
총범죄,지능범죄,횡령,시장노점,279,233,358,304,301,349,323,640,731,647,555,652
총범죄,지능범죄,횡령,숙박업소 목욕탕,138,156,186,167,162,175,195,332,380,348,197,291
총범죄,지능범죄,횡령,유흥접객업소,978,859,1296,1074,1181,1174,1267,2220,2236,2002,1020,1455
총범죄,지능범죄,횡령,사무실,8807,9229,8523,8255,8313,6919,6278,6371,5904,5582,3926,3878
총범죄,지능범죄,횡령,공장,429,616,506,560,623,477,379,380,326,311,229,249
총범죄,지능범죄,횡령,공사장광산,351,361,363,365,369,358,321,284,286,206,166,179
총범죄,지능범죄,횡령,창고,76,92,120,103,82,98,99,90,91,91,69,74
총범죄,지능범죄,횡령,역대합실,171,187,475,373,655,892,899,1853,2085,1766,1569,1897
총범죄,지능범죄,횡령,지하철,152,138,249,198,362,467,439,769,835,801,788,987
총범죄,지능범죄,횡령,기타교통수단내,456,612,1154,788,1332,1651,1868,3516,3848,3277,2437,2592
총범죄,지능범죄,횡령,흥행장,53,43,95,61,86,107,100,233,285,142,90,179
총범죄,지능범죄,횡령,유원지,88,132,290,305,546,534,600,969,1159,950,972,1122
총범죄,지능범죄,횡령,학교,167,148,246,137,219,218,219,287,337,184,117,167
총범죄,지능범죄,횡령,금융기관,1098,1006,1019,913,922,758,700,948,908,759,528,517
총범죄,지능범죄,횡령,의료기관,144,152,201,173,195,245,215,364,399,337,313,301
총범죄,지능범죄,횡령,종교기관,80,107,79,100,106,91,66,112,88,72,42,65
총범죄,지능범죄,횡령,산야,102,87,113,100,113,99,96,122,121,130,135,103
총범죄,지능범죄,횡령,해상,12,13,19,15,14,14,60,13,11,57,22,5
총범죄,지능범죄,횡령,부대,7,-,8,9,8,2,6,6,5,3,1,1
총범죄,지능범죄,횡령,구금장소,1,1,3,3,1,2,2,2,1,-,3,1
총범죄,지능범죄,횡령,공지,12,8,13,15,8,4,4,9,8,8,4,5
총범죄,지능범죄,횡령,주차장,231,181,294,307,495,557,591,830,972,930,952,1032
총범죄,지능범죄,횡령,공중화장실,81,90,289,138,313,376,438,1164,1309,1076,900,1068
총범죄,지능범죄,횡령,PC방,146,99,151,110,168,154,142,269,294,236,144,169
총범죄,지능범죄,횡령,기타,7733,11482,8322,12811,15914,17539,17532,9151,8571,9606,8438,11262
총범죄,지능범죄,배임,아파트 연립다세대,145,170,241,243,238,207,155,181,173,175,141,158
총범죄,지능범죄,배임,단독주택,170,136,143,159,118,113,118,85,96,79,46,33
총범죄,지능범죄,배임,고속도로,-,1,-,1,-,1,-,2,2,-,1,-
총범죄,지능범죄,배임,노상,67,73,84,86,91,88,99,135,127,192,151,143
총범죄,지능범죄,배임,백화점,-,2,9,4,3,6,6,4,9,6,7,5
총범죄,지능범죄,배임,슈퍼마켓,3,4,3,4,5,8,7,6,6,5,3,5
총범죄,지능범죄,배임,편의점,1,1,-,2,5,7,2,2,3,4,5,4
총범죄,지능범죄,배임,대형할인매장,2,2,1,1,2,1,2,-,2,4,4,2
총범죄,지능범죄,배임,상점,40,44,79,80,71,407,44,52,55,46,39,45
총범죄,지능범죄,배임,시장노점,34,23,33,43,40,30,30,28,21,21,20,18
총범죄,지능범죄,배임,숙박업소 목욕탕,8,7,15,10,5,6,13,15,15,16,7,8
총범죄,지능범죄,배임,유흥접객업소,104,120,106,111,113,99,81,69,86,59,35,39
총범죄,지능범죄,배임,사무실,2596,2011,2092,2005,1802,1737,1583,1765,1803,1778,1543,1329
총범죄,지능범죄,배임,공장,145,113,308,126,263,152,140,132,124,50,36,41
총범죄,지능범죄,배임,공사장광산,47,30,45,45,34,28,48,43,32,44,22,31
총범죄,지능범죄,배임,창고,10,10,9,9,1,5,7,7,3,7,1,-
총범죄,지능범죄,배임,역대합실,8,4,1,1,3,3,1,4,1,-,-,1
총범죄,지능범죄,배임,지하철,-,-,-,-,-,-,3,-,-,-,-,-
총범죄,지능범죄,배임,기타교통수단내,6,1,4,2,1,-,4,-,4,-,-,1
총범죄,지능범죄,배임,흥행장,3,1,3,6,4,3,3,4,4,4,4,6
총범죄,지능범죄,배임,유원지,4,-,2,1,4,3,2,3,4,4,8,4
총범죄,지능범죄,배임,학교,23,18,13,16,24,16,16,28,23,20,15,19
총범죄,지능범죄,배임,금융기관,132,124,118,127,119,81,90,71,72,66,43,45
총범죄,지능범죄,배임,의료기관,14,11,15,15,26,14,21,12,15,16,17,12
총범죄,지능범죄,배임,종교기관,14,22,12,19,25,23,14,22,15,19,12,16
총범죄,지능범죄,배임,산야,30,35,28,28,26,17,25,24,19,23,7,12
총범죄,지능범죄,배임,해상,-,2,3,-,5,4,3,1,5,1,1,1
총범죄,지능범죄,배임,부대,1,-,3,-,-,-,5,1,-,1,-,2
총범죄,지능범죄,배임,구금장소,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,배임,공지,3,3,-,1,2,1,1,-,-,3,1,1
총범죄,지능범죄,배임,주차장,6,4,5,9,3,7,5,3,2,4,5,1
총범죄,지능범죄,배임,공중화장실,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,배임,PC방,14,8,7,5,6,17,6,7,4,6,1,2
총범죄,지능범죄,배임,기타,1095,1249,1235,1297,1250,1274,1172,1638,1841,1439,1291,1622
총범죄,풍속범죄,소계,아파트 연립다세대,1708,1613,1834,1347,1129,1468,1290,1453,1693,1884,2605,3629
총범죄,풍속범죄,소계,단독주택,4241,2803,3364,2178,2156,2585,1842,2072,1760,1950,2112,2574
총범죄,풍속범죄,소계,고속도로,2,6,5,2,5,6,7,10,6,5,-,9
총범죄,풍속범죄,소계,노상,567,686,1980,2468,2577,1885,2561,2214,2457,2287,2203,2294
총범죄,풍속범죄,소계,백화점,9,11,27,17,35,28,13,28,25,30,36,21
총범죄,풍속범죄,소계,슈퍼마켓,41,37,79,57,75,47,55,56,83,67,52,49
총범죄,풍속범죄,소계,편의점,25,20,71,58,85,76,103,116,122,102,117,80
총범죄,풍속범죄,소계,대형할인매장,16,137,18,93,20,9,7,23,19,24,16,17
총범죄,풍속범죄,소계,상점,522,344,505,424,342,295,335,362,377,291,342,257
총범죄,풍속범죄,소계,시장노점,246,159,243,138,173,147,127,199,192,213,187,157
총범죄,풍속범죄,소계,숙박업소 목욕탕,884,911,1296,1068,826,657,548,761,809,791,661,633
총범죄,풍속범죄,소계,유흥접객업소,2144,2196,2094,1071,836,762,620,818,849,736,526,488
총범죄,풍속범죄,소계,사무실,5019,3048,4267,3324,3068,3272,2076,1959,2062,2602,1996,1171
총범죄,풍속범죄,소계,공장,51,31,45,37,35,28,19,22,23,21,19,13
총범죄,풍속범죄,소계,공사장광산,3,1,1,2,2,1,1,4,2,1,2,3
총범죄,풍속범죄,소계,창고,73,37,43,32,44,43,24,28,23,35,32,30
총범죄,풍속범죄,소계,역대합실,291,357,854,1093,1583,870,1136,873,742,543,493,437
총범죄,풍속범죄,소계,지하철,263,238,441,564,760,533,650,715,674,401,414,417
총범죄,풍속범죄,소계,기타교통수단내,78,100,215,242,348,214,331,407,337,235,375,184
총범죄,풍속범죄,소계,흥행장,178,161,134,73,54,22,23,24,32,27,21,30
총범죄,풍속범죄,소계,유원지,79,73,140,124,163,156,154,199,248,199,205,207
총범죄,풍속범죄,소계,학교,41,44,88,192,144,123,152,243,245,166,168,244
총범죄,풍속범죄,소계,금융기관,12,9,31,22,16,15,11,15,7,12,6,6
총범죄,풍속범죄,소계,의료기관,17,16,49,30,39,32,39,67,55,63,41,50
총범죄,풍속범죄,소계,종교기관,4,9,13,13,15,16,8,9,12,7,5,5
총범죄,풍속범죄,소계,산야,25,15,33,36,36,28,42,34,33,33,39,24
총범죄,풍속범죄,소계,해상,-,1,-,-,-,1,2,1,-,2,4,-
총범죄,풍속범죄,소계,부대,1,-,1,2,1,7,-,7,17,24,14,32
총범죄,풍속범죄,소계,구금장소,-,-,-,1,-,-,1,4,1,-,-,2
총범죄,풍속범죄,소계,공지,3,2,-,1,-,2,1,1,1,3,-,-
총범죄,풍속범죄,소계,주차장,31,29,48,38,73,49,54,41,60,52,45,48
총범죄,풍속범죄,소계,공중화장실,153,218,712,701,685,654,551,1118,1150,1025,822,925
총범죄,풍속범죄,소계,PC방,1180,771,538,526,339,795,366,322,324,246,258,382
총범죄,풍속범죄,소계,기타,10927,10718,8204,9002,8827,11339,9352,5957,6713,8555,9544,12695
총범죄,풍속범죄,성풍속범죄,아파트 연립다세대,1135,1238,1523,1006,745,766,723,1073,1282,1555,2316,3382
총범죄,풍속범죄,성풍속범죄,단독주택,2284,1904,2252,1265,1073,916,785,1043,862,1156,1486,2049
총범죄,풍속범죄,성풍속범죄,고속도로,2,6,5,2,4,5,6,10,6,5,-,9
총범죄,풍속범죄,성풍속범죄,노상,494,621,1895,2271,2440,1766,2491,2159,2362,2182,2132,2214
총범죄,풍속범죄,성풍속범죄,백화점,9,11,26,17,34,28,12,28,24,30,36,20
총범죄,풍속범죄,성풍속범죄,슈퍼마켓,11,18,59,52,69,42,46,47,68,61,45,46
총범죄,풍속범죄,성풍속범죄,편의점,17,19,67,55,77,70,100,116,118,100,114,78
총범죄,풍속범죄,성풍속범죄,대형할인매장,16,136,18,93,20,9,7,23,18,24,15,17
총범죄,풍속범죄,성풍속범죄,상점,57,117,235,171,232,173,190,243,207,182,186,176
총범죄,풍속범죄,성풍속범죄,시장노점,25,64,83,48,65,50,89,125,113,124,130,115
총범죄,풍속범죄,성풍속범죄,숙박업소 목욕탕,701,800,1152,978,644,477,482,670,691,743,611,604
총범죄,풍속범죄,성풍속범죄,유흥접객업소,207,1064,728,369,293,258,278,351,343,267,206,252
총범죄,풍속범죄,성풍속범죄,사무실,2056,1486,2294,1400,1266,709,539,542,364,391,383,267
총범죄,풍속범죄,성풍속범죄,공장,1,3,11,25,1,10,7,2,5,6,4,2
총범죄,풍속범죄,성풍속범죄,공사장광산,-,-,-,1,1,-,-,3,2,1,1,2
총범죄,풍속범죄,성풍속범죄,창고,1,1,2,1,-,3,2,3,1,2,1,1
총범죄,풍속범죄,성풍속범죄,역대합실,288,356,849,1092,1581,869,1136,872,738,541,492,436
총범죄,풍속범죄,성풍속범죄,지하철,263,238,441,564,760,533,650,715,673,401,414,417
총범죄,풍속범죄,성풍속범죄,기타교통수단내,62,83,195,238,348,212,327,405,334,233,373,183
총범죄,풍속범죄,성풍속범죄,흥행장,1,8,35,9,12,8,8,9,13,12,10,7
총범죄,풍속범죄,성풍속범죄,유원지,30,44,84,89,129,130,128,164,191,161,196,166
총범죄,풍속범죄,성풍속범죄,학교,41,42,87,191,143,121,151,243,245,155,168,244
총범죄,풍속범죄,성풍속범죄,금융기관,6,5,25,12,11,9,10,10,5,8,2,5
총범죄,풍속범죄,성풍속범죄,의료기관,14,15,48,30,36,28,36,64,54,61,41,50
총범죄,풍속범죄,성풍속범죄,종교기관,1,4,12,12,13,13,8,7,11,6,4,4
총범죄,풍속범죄,성풍속범죄,산야,1,5,12,6,6,9,4,16,16,14,24,20
총범죄,풍속범죄,성풍속범죄,해상,-,1,-,-,-,-,-,-,-,-,-,-
총범죄,풍속범죄,성풍속범죄,부대,-,-,1,1,1,1,-,2,2,8,7,24
총범죄,풍속범죄,성풍속범죄,구금장소,-,-,-,1,-,-,1,4,1,-,-,2
총범죄,풍속범죄,성풍속범죄,공지,-,1,-,1,-,2,1,1,1,3,-,-
총범죄,풍속범죄,성풍속범죄,주차장,18,16,33,27,68,42,48,32,51,47,42,46
총범죄,풍속범죄,성풍속범죄,공중화장실,153,218,712,700,685,654,551,1118,1150,1025,822,925
총범죄,풍속범죄,성풍속범죄,PC방,462,592,422,214,172,131,128,137,109,91,150,265
총범죄,풍속범죄,성풍속범죄,기타,5025,5819,6079,5742,5290,4675,4868,3921,3085,4902,6558,10622
총범죄,풍속범죄,도박범죄,아파트 연립다세대,573,375,311,341,384,702,567,380,411,329,289,247
총범죄,풍속범죄,도박범죄,단독주택,1957,899,1112,913,1083,1669,1057,1029,898,794,626,525
총범죄,풍속범죄,도박범죄,고속도로,-,-,-,-,1,1,1,-,-,-,-,-
총범죄,풍속범죄,도박범죄,노상,73,65,85,197,137,119,70,55,95,105,71,80
총범죄,풍속범죄,도박범죄,백화점,-,-,1,-,1,-,1,-,1,-,-,1
총범죄,풍속범죄,도박범죄,슈퍼마켓,30,19,20,5,6,5,9,9,15,6,7,3
총범죄,풍속범죄,도박범죄,편의점,8,1,4,3,8,6,3,-,4,2,3,2
총범죄,풍속범죄,도박범죄,대형할인매장,-,1,-,-,-,-,-,-,1,-,1,-
총범죄,풍속범죄,도박범죄,상점,465,227,270,253,110,122,145,119,170,109,156,81
총범죄,풍속범죄,도박범죄,시장노점,221,95,160,90,108,97,38,74,79,89,57,42
총범죄,풍속범죄,도박범죄,숙박업소 목욕탕,183,111,144,90,182,180,66,91,118,48,50,29
총범죄,풍속범죄,도박범죄,유흥접객업소,1937,1132,1366,702,543,504,342,467,506,469,320,236
총범죄,풍속범죄,도박범죄,사무실,2963,1562,1973,1924,1802,2563,1537,1417,1698,2211,1613,904
총범죄,풍속범죄,도박범죄,공장,50,28,34,12,34,18,12,20,18,15,15,11
총범죄,풍속범죄,도박범죄,공사장광산,3,1,1,1,1,1,1,1,-,-,1,1
총범죄,풍속범죄,도박범죄,창고,72,36,41,31,44,40,22,25,22,33,31,29
총범죄,풍속범죄,도박범죄,역대합실,3,1,5,1,2,1,-,1,4,2,1,1
총범죄,풍속범죄,도박범죄,지하철,-,-,-,-,-,-,-,-,1,-,-,-
총범죄,풍속범죄,도박범죄,기타교통수단내,16,17,20,4,-,2,4,2,3,2,2,1
총범죄,풍속범죄,도박범죄,흥행장,177,153,99,64,42,14,15,15,19,15,11,23
총범죄,풍속범죄,도박범죄,유원지,49,29,56,35,34,26,26,35,57,38,9,41
총범죄,풍속범죄,도박범죄,학교,-,2,1,1,1,2,1,-,-,11,-,-
총범죄,풍속범죄,도박범죄,금융기관,6,4,6,10,5,6,1,5,2,4,4,1
총범죄,풍속범죄,도박범죄,의료기관,3,1,1,-,3,4,3,3,1,2,-,-
총범죄,풍속범죄,도박범죄,종교기관,3,5,1,1,2,3,-,2,1,1,1,1
총범죄,풍속범죄,도박범죄,산야,24,10,21,30,30,19,38,18,17,19,15,4
총범죄,풍속범죄,도박범죄,해상,-,-,-,-,-,1,2,1,-,2,4,-
총범죄,풍속범죄,도박범죄,부대,1,-,-,1,-,6,-,5,15,16,7,8
총범죄,풍속범죄,도박범죄,구금장소,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,풍속범죄,도박범죄,공지,3,1,-,-,-,-,-,-,-,-,-,-
총범죄,풍속범죄,도박범죄,주차장,13,13,15,11,5,7,6,9,9,5,3,2
총범죄,풍속범죄,도박범죄,공중화장실,-,-,-,1,-,-,-,-,-,-,-,-
총범죄,풍속범죄,도박범죄,PC방,718,179,116,312,167,664,238,185,215,155,108,117
총범죄,풍속범죄,도박범죄,기타,5902,4899,2125,3260,3537,6664,4484,2036,3628,3653,2986,2073
총범죄,특별경제범죄,소계,아파트 연립다세대,1990,2489,2379,1885,2374,1620,1162,1348,1411,1471,1278,1407
총범죄,특별경제범죄,소계,단독주택,3606,4558,3974,3093,5509,2050,1580,1560,1370,1068,874,943
총범죄,특별경제범죄,소계,고속도로,30,12,25,19,23,9,7,29,38,31,28,23
총범죄,특별경제범죄,소계,노상,3178,3618,4379,4256,4588,3941,3988,4973,5251,4856,4104,4222
총범죄,특별경제범죄,소계,백화점,48,58,94,99,58,51,52,86,83,38,50,40
총범죄,특별경제범죄,소계,슈퍼마켓,250,326,448,447,430,343,272,390,430,500,373,337
총범죄,특별경제범죄,소계,편의점,467,613,1103,1105,1152,1114,1029,1434,1384,1424,1381,1331
총범죄,특별경제범죄,소계,대형할인매장,50,58,71,129,44,24,22,50,61,59,58,52
총범죄,특별경제범죄,소계,상점,1957,2145,2798,2391,2148,1941,1626,2102,2321,2092,2187,2166
총범죄,특별경제범죄,소계,시장노점,933,997,1159,877,880,906,541,882,991,821,686,810
총범죄,특별경제범죄,소계,숙박업소 목욕탕,591,567,883,493,447,446,424,756,749,664,604,549
총범죄,특별경제범죄,소계,유흥접객업소,8323,8446,9745,7483,6918,6309,5947,10373,9263,8417,4825,5888
총범죄,특별경제범죄,소계,사무실,15657,14331,12863,12496,12243,10239,8087,9162,8625,7713,5978,6552
총범죄,특별경제범죄,소계,공장,788,777,1141,725,756,584,507,449,503,497,517,519
총범죄,특별경제범죄,소계,공사장광산,289,301,300,362,303,302,297,386,339,409,355,285
총범죄,특별경제범죄,소계,창고,58,44,51,41,38,35,26,23,28,39,25,30
총범죄,특별경제범죄,소계,역대합실,115,100,175,203,236,179,153,205,226,215,191,159
총범죄,특별경제범죄,소계,지하철,15,21,47,38,32,28,13,25,34,33,17,22
총범죄,특별경제범죄,소계,기타교통수단내,781,902,1369,117,136,142,127,348,353,478,381,419
총범죄,특별경제범죄,소계,흥행장,99,78,91,62,47,42,40,57,59,53,38,43
총범죄,특별경제범죄,소계,유원지,56,62,59,55,89,57,66,90,77,78,57,93
총범죄,특별경제범죄,소계,학교,116,134,126,171,221,132,180,253,192,97,80,70
총범죄,특별경제범죄,소계,금융기관,4467,3454,3203,3011,2478,1713,1580,2012,1918,1068,650,550
