대분류,중분류,소분류,교육정도별(1),교육정도별(2),2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
소계,교통범죄,소계,중학교,중퇴,3091,3364,3695,3673,3778,3932,3499,2951,2618,2340,2184,2363
소계,교통범죄,소계,중학교,졸업,18198,18699,22001,21468,22456,22807,19998,17514,15337,13943,12499,12533
소계,교통범죄,소계,고등학교,재중,6039,6502,4447,4062,3937,4233,4507,3373,3151,3639,3298,3136
소계,교통범죄,소계,고등학교,중퇴,6752,6206,6447,6170,6563,7118,6474,5771,5580,5021,4507,4904
소계,교통범죄,소계,고등학교,졸업,206582,182400,181895,174421,168936,170130,144942,117049,101072,92812,83667,84139
소계,교통범죄,소계,대학(4년미만),재중,1210,994,821,724,708,609,572,658,639,594,514,485
소계,교통범죄,소계,대학(4년미만),중퇴,985,1041,1211,1121,1035,1054,989,1005,944,919,811,831
소계,교통범죄,소계,대학(4년미만),졸업,17856,20023,25379,24519,23459,23484,21246,18717,15783,13944,12932,13641
소계,교통범죄,소계,대학(4년이상),재중,7236,7600,6858,6559,6670,6116,5454,4297,3931,4022,3725,3477
소계,교통범죄,소계,대학(4년이상),중퇴,3754,4258,5682,5738,6550,7285,7048,6127,5439,4930,4811,5040
소계,교통범죄,소계,대학(4년이상),졸업,57088,61808,73976,69090,69188,70062,62322,51967,43515,37965,35405,38191
소계,교통범죄,소계,대학원,소계,6674,-,-,-,-,-,-,-,-,-,-,-
소계,교통범죄,소계,대학원,재중,-,1367,1398,1199,1230,1229,1120,738,659,623,620,620
소계,교통범죄,소계,대학원,중퇴,-,319,333,311,315,350,401,238,237,253,193,240
소계,교통범죄,소계,대학원,졸업,-,5501,6197,5798,5784,5931,5703,4439,3994,3571,3705,4163
소계,교통범죄,소계,기타,소계,21309,17052,12142,11804,10530,8249,7370,5656,4490,4537,5442,5882
소계,교통범죄,소계,미상,소계,150611,156983,165441,178361,198749,202435,175496,158037,162877,154775,125963,49502
소계,노동범죄,소계,불취학,소계,11,12,8,9,11,25,21,8,2,4,1,2
소계,노동범죄,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-
소계,노동범죄,소계,초등학교,중퇴,19,23,15,10,18,53,45,18,2,3,-,4
소계,노동범죄,소계,초등학교,졸업,78,146,135,90,128,330,320,107,31,9,14,12
소계,노동범죄,소계,중학교,재중,-,2,-,-,3,-,-,-,-,-,-,-
소계,노동범죄,소계,중학교,중퇴,55,45,35,32,23,73,55,30,16,14,2,4
소계,노동범죄,소계,중학교,졸업,176,226,168,158,197,442,369,179,56,38,32,34
소계,노동범죄,소계,고등학교,재중,4,-,1,-,3,1,1,3,-,-,1,2
소계,노동범죄,소계,고등학교,중퇴,90,96,69,58,77,135,114,51,37,16,24,11
소계,노동범죄,소계,고등학교,졸업,1326,1053,1115,1005,1165,2870,2307,877,343,222,176,208
소계,노동범죄,소계,대학(4년미만),재중,4,2,1,-,1,1,1,1,1,-,2,3
소계,노동범죄,소계,대학(4년미만),중퇴,23,5,14,11,7,30,17,14,7,4,3,3
소계,노동범죄,소계,대학(4년미만),졸업,118,104,137,106,142,400,329,150,51,33,88,35
소계,노동범죄,소계,대학(4년이상),재중,21,20,7,3,7,22,15,9,2,1,2,2
소계,노동범죄,소계,대학(4년이상),중퇴,32,32,40,39,40,101,86,34,25,18,14,21
소계,노동범죄,소계,대학(4년이상),졸업,175,213,213,183,222,634,595,286,88,77,152,133
소계,노동범죄,소계,대학원,소계,36,-,-,-,-,-,-,-,-,-,-,-
소계,노동범죄,소계,대학원,재중,-,3,3,1,4,8,4,2,-,-,-,1
소계,노동범죄,소계,대학원,중퇴,-,5,3,5,1,14,5,2,1,1,1,1
소계,노동범죄,소계,대학원,졸업,-,17,22,17,28,54,53,17,12,9,30,21
소계,노동범죄,소계,기타,소계,93,44,14,50,29,93,46,11,6,9,10,6
소계,노동범죄,소계,미상,소계,380,330,309,354,289,574,581,274,185,155,118,114
소계,안보범죄,소계,불취학,소계,-,1,-,1,1,1,-,-,-,1,1,-
소계,안보범죄,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-
소계,안보범죄,소계,초등학교,중퇴,1,1,-,-,1,-,2,-,1,1,-,2
소계,안보범죄,소계,초등학교,졸업,4,1,5,1,3,-,2,1,3,4,9,1
소계,안보범죄,소계,중학교,재중,-,2,-,-,-,1,1,-,-,-,-,-
소계,안보범죄,소계,중학교,중퇴,5,2,5,2,3,2,2,1,10,1,4,6
소계,안보범죄,소계,중학교,졸업,3,2,2,1,3,1,7,4,18,28,17,20
소계,안보범죄,소계,고등학교,재중,-,-,1,-,-,-,4,-,-,2,-,-
소계,안보범죄,소계,고등학교,중퇴,4,2,4,2,5,-,11,2,21,32,9,18
소계,안보범죄,소계,고등학교,졸업,27,37,15,20,71,40,99,76,290,385,335,352
소계,안보범죄,소계,대학(4년미만),재중,-,-,-,-,-,-,1,-,2,3,-,3
소계,안보범죄,소계,대학(4년미만),중퇴,3,2,1,1,-,-,-,1,6,2,7,7
소계,안보범죄,소계,대학(4년미만),졸업,9,7,4,9,5,3,8,13,17,30,22,28
소계,안보범죄,소계,대학(4년이상),재중,1,3,2,1,4,4,2,2,10,11,8,5
소계,안보범죄,소계,대학(4년이상),중퇴,6,7,5,5,13,1,9,6,27,28,24,38
소계,안보범죄,소계,대학(4년이상),졸업,35,33,66,14,25,19,52,18,38,47,60,71
소계,안보범죄,소계,대학원,소계,10,-,-,-,-,-,-,-,-,-,-,-
소계,안보범죄,소계,대학원,재중,-,-,2,1,2,-,1,1,-,-,1,-
소계,안보범죄,소계,대학원,중퇴,-,1,1,-,-,-,1,1,1,-,-,2
소계,안보범죄,소계,대학원,졸업,-,5,6,3,3,1,3,5,1,3,4,4
소계,안보범죄,소계,기타,소계,4,1,2,3,1,4,2,3,11,4,8,44
소계,안보범죄,소계,미상,소계,48,19,31,26,34,74,44,53,89,96,230,81
소계,선거범죄,소계,불취학,소계,2,7,-,9,18,9,17,9,2,2,1,20
소계,선거범죄,소계,초등학교,재중,-,-,-,-,-,-,-,1,-,-,-,-
소계,선거범죄,소계,초등학교,중퇴,1,9,3,12,8,3,18,14,6,8,2,32
소계,선거범죄,소계,초등학교,졸업,23,49,16,97,121,25,42,113,55,34,7,87
소계,선거범죄,소계,중학교,재중,-,2,-,-,1,-,-,4,-,-,1,18
소계,선거범죄,소계,중학교,중퇴,5,8,3,23,14,6,13,16,11,8,2,25
소계,선거범죄,소계,중학교,졸업,13,56,21,132,69,60,32,130,87,50,7,111
소계,선거범죄,소계,고등학교,재중,-,9,1,2,-,1,2,8,1,11,1,20
소계,선거범죄,소계,고등학교,중퇴,3,15,2,24,13,14,13,40,13,13,1,23
소계,선거범죄,소계,고등학교,졸업,106,497,92,633,327,299,212,709,373,269,46,725
소계,선거범죄,소계,대학(4년미만),재중,-,2,4,6,1,3,1,5,-,9,2,6
소계,선거범죄,소계,대학(4년미만),중퇴,2,5,2,9,3,4,3,8,-,5,-,10
소계,선거범죄,소계,대학(4년미만),졸업,22,65,18,130,57,58,39,157,54,47,6,153
소계,선거범죄,소계,대학(4년이상),재중,1,45,10,40,7,22,15,33,1,54,3,65
소계,선거범죄,소계,대학(4년이상),중퇴,4,22,9,46,6,13,23,48,9,16,5,65
소계,선거범죄,소계,대학(4년이상),졸업,98,372,98,567,169,326,140,654,158,249,55,701
소계,선거범죄,소계,대학원,소계,28,-,-,-,-,-,-,-,-,-,-,-
소계,선거범죄,소계,대학원,재중,-,19,3,18,3,10,3,23,6,8,1,21
소계,선거범죄,소계,대학원,중퇴,-,5,1,7,3,4,1,5,1,-,-,6
소계,선거범죄,소계,대학원,졸업,-,157,28,207,50,139,47,257,44,98,26,277
소계,선거범죄,소계,기타,소계,10,38,1,18,9,23,3,6,7,7,7,41
소계,선거범죄,소계,미상,소계,82,473,97,820,242,506,163,1040,352,657,139,1361
소계,병역범죄,소계,불취학,소계,4,2,2,4,2,4,-,3,-,2,-,1
소계,병역범죄,소계,초등학교,재중,-,1,-,-,-,-,-,-,-,-,-,-
소계,병역범죄,소계,초등학교,중퇴,8,13,10,4,7,5,3,3,12,2,1,1
소계,병역범죄,소계,초등학교,졸업,42,52,60,37,33,37,29,30,22,10,7,12
소계,병역범죄,소계,중학교,재중,2,3,1,2,-,-,-,-,-,-,-,-
소계,병역범죄,소계,중학교,중퇴,49,83,102,98,141,87,84,34,57,10,16,19
소계,병역범죄,소계,중학교,졸업,756,933,1174,1225,1244,958,790,696,578,244,153,204
소계,병역범죄,소계,고등학교,재중,9,9,2,4,2,2,2,2,-,-,-,1
소계,병역범죄,소계,고등학교,중퇴,1203,1259,1545,1267,1395,1040,763,621,469,214,128,166
소계,병역범죄,소계,고등학교,졸업,7441,8300,10345,8788,8831,7656,7266,6768,5998,1547,631,1965
소계,병역범죄,소계,대학(4년미만),재중,88,92,113,88,58,52,63,62,48,13,9,22
소계,병역범죄,소계,대학(4년미만),중퇴,239,244,326,266,235,190,170,165,176,51,30,47
소계,병역범죄,소계,대학(4년미만),졸업,764,910,1143,876,703,677,710,609,568,101,30,175
소계,병역범죄,소계,대학(4년이상),재중,684,843,1042,726,710,647,642,554,536,101,50,206
소계,병역범죄,소계,대학(4년이상),중퇴,1156,1445,2087,1660,1621,1441,1387,1318,1161,278,98,347
소계,병역범죄,소계,대학(4년이상),졸업,1338,1727,2055,1547,1504,1497,1373,1306,1243,197,77,405
소계,병역범죄,소계,대학원,소계,408,-,-,-,-,-,-,-,-,-,-,-
소계,병역범죄,소계,대학원,재중,-,137,171,108,117,89,89,47,57,17,9,28
소계,병역범죄,소계,대학원,중퇴,-,124,176,126,107,107,82,53,41,13,6,25
소계,병역범죄,소계,대학원,졸업,-,158,165,118,116,128,111,70,79,20,14,32
소계,병역범죄,소계,기타,소계,544,357,356,319,235,156,152,98,65,20,16,55
소계,병역범죄,소계,미상,소계,8017,1667,2325,1260,1180,886,858,815,699,324,120,198
소계,기타범죄,소계,불취학,소계,1255,1456,1529,1684,1568,1739,1533,1408,1469,1141,900,893
소계,기타범죄,소계,초등학교,재중,23,16,2,6,8,9,13,10,10,13,12,17
소계,기타범죄,소계,초등학교,중퇴,1612,1726,1849,2114,2046,2341,2072,1949,1893,1745,1501,1475
소계,기타범죄,소계,초등학교,졸업,9738,9881,10251,10472,10672,11807,10890,9308,9474,8225,6870,6610
소계,기타범죄,소계,중학교,재중,1025,1299,833,681,635,705,656,701,816,936,808,1139
소계,기타범죄,소계,중학교,중퇴,3280,3421,3424,3583,3561,4250,3703,3046,3058,2889,2522,2446
소계,기타범죄,소계,중학교,졸업,13644,13530,13906,15411,15457,19230,17130,14883,15052,13144,11665,11850
소계,기타범죄,소계,고등학교,재중,2671,3723,3525,3066,3237,3240,3177,2595,2395,2880,2783,2819
소계,기타범죄,소계,고등학교,중퇴,6144,5812,5929,6016,6426,7822,6820,5753,6137,5679,5129,5386
소계,기타범죄,소계,고등학교,졸업,80956,71227,70541,74223,75835,103104,87335,73446,74210,68765,63395,64604
소계,기타범죄,소계,대학(4년미만),재중,602,528,550,541,525,603,544,565,585,526,492,452
소계,기타범죄,소계,대학(4년미만),중퇴,838,790,838,908,959,1256,1052,1029,1043,955,920,967
소계,기타범죄,소계,대학(4년미만),졸업,8602,8050,8837,9522,10164,14251,12200,11083,11433,10501,9882,10184
소계,기타범죄,소계,대학(4년이상),재중,3308,3673,3507,4061,4211,5381,4458,3727,3689,3597,3312,3610
소계,기타범죄,소계,대학(4년이상),중퇴,3138,3351,3809,4419,4692,6700,5831,5185,5271,5039,4755,5218
소계,기타범죄,소계,대학(4년이상),졸업,21034,20654,22557,25107,26274,36510,31623,28415,29497,27840,27668,29209
소계,기타범죄,소계,대학원,소계,4327,-,-,-,-,-,-,-,-,-,-,-
소계,기타범죄,소계,대학원,재중,-,627,584,618,692,909,754,516,490,485,559,560
소계,기타범죄,소계,대학원,중퇴,-,309,294,334,412,558,514,269,348,328,352,370
소계,기타범죄,소계,대학원,졸업,-,3548,3696,3990,4358,5359,4977,3987,4489,4275,4403,4563
소계,기타범죄,소계,기타,소계,8955,5236,3147,3377,3328,4334,2625,1858,2274,2518,3144,3638
소계,기타범죄,소계,미상,소계,53629,49575,53916,60721,66687,80762,74923,77290,82367,83058,70126,77403
