대분류,중분류,소분류,교육정도별(1),교육정도별(2),1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
형법범,절도범,특수절도,대학(4년미만),졸업,196,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,특수절도,대학(4년이상),재중,154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,특수절도,대학(4년이상),중퇴,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,특수절도,대학(4년이상),졸업,238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,특수절도,대학원,소계,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,특수절도,기타,소계,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,특수절도,미상,소계,277,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,특수절도(상습),초등학교,중퇴,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,특수절도(상습),초등학교,졸업,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,특수절도(상습),중학교,중퇴,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,특수절도(상습),중학교,졸업,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,특수절도(상습),고등학교,재중,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,특수절도(상습),고등학교,중퇴,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,특수절도(상습),고등학교,졸업,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,상습절도,불취학,소계,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,상습절도,초등학교,재중,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,상습절도,초등학교,중퇴,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,상습절도,초등학교,졸업,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,상습절도,중학교,재중,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,상습절도,중학교,중퇴,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,상습절도,중학교,졸업,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,상습절도,고등학교,재중,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,상습절도,고등학교,중퇴,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,상습절도,고등학교,졸업,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,상습절도,대학(4년미만),재중,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,상습절도,대학(4년미만),졸업,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,상습절도,대학(4년이상),재중,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,상습절도,대학(4년이상),졸업,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,상습절도,기타,소계,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,절도범,상습절도,미상,소계,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,폭력범,소계,불취학,소계,7430,6677,6583,6376,7753,9867,10090,10166,7770,7968,6570,5926,4136,3929,3637,3266,2865
형법범,폭력범,소계,초등학교,재중,185,149,160,165,148,138,161,182,149,163,133,68,90,98,95,85,70
형법범,폭력범,소계,초등학교,중퇴,6607,6296,6346,6393,7892,10030,10645,10558,8469,8428,7529,6317,3755,3892,3498,3357,3135
형법범,폭력범,소계,초등학교,졸업,41643,37493,37836,36697,41868,51905,53294,50767,40766,41355,35733,31038,22118,21774,19583,18016,15725
형법범,폭력범,소계,중학교,재중,4075,6808,6411,8301,5313,5663,6454,5284,4330,3933,4365,4707,5919,7348,7933,7165,5735
형법범,폭력범,소계,중학교,중퇴,14471,14997,15466,16541,18484,21768,23370,22200,17835,17234,14621,12419,8518,9105,8425,8112,7849
형법범,폭력범,소계,중학교,졸업,50624,45085,46286,45490,49289,59189,62752,60767,50573,50420,47617,43086,37514,37285,35974,33622,25308
형법범,폭력범,소계,고등학교,재중,13186,16385,16114,20847,17973,18447,19422,17495,12580,10640,10018,9383,8930,10715,11266,11387,9526
형법범,폭력범,소계,고등학교,중퇴,21345,21859,23252,24118,26576,31696,35427,34506,28467,26919,23024,19560,13598,14235,13773,13248,13007
형법범,폭력범,소계,고등학교,졸업,122092,118970,123268,126185,138748,176172,192559,190990,166869,165127,166717,157018,157179,158633,154959,147533,126404
형법범,폭력범,소계,대학(4년미만),재중,2926,3184,3880,4783,6756,7022,7037,8050,7213,6510,4840,3934,3089,3049,2759,2816,2276
형법범,폭력범,소계,대학(4년미만),중퇴,1743,1779,1813,2084,2533,3442,4035,6272,4972,4982,3667,3169,2185,2281,2172,2073,1693
형법범,폭력범,소계,대학(4년미만),졸업,11028,10773,11346,12078,13509,17481,20798,22158,20373,21572,20154,18585,16115,17264,16403,16360,13097
형법범,폭력범,소계,대학(4년이상),재중,5667,5745,6258,6616,8992,11090,13001,13481,12715,12483,12346,10804,9938,9598,9872,10118,8862
형법범,폭력범,소계,대학(4년이상),중퇴,3906,3783,3984,3992,4775,6739,7946,8486,7468,7878,7034,6115,4471,4919,4442,4739,4768
형법범,폭력범,소계,대학(4년이상),졸업,17652,17503,17849,18204,21387,27511,31657,32470,29996,31658,30902,28867,23855,25902,25494,26444,25479
형법범,폭력범,소계,대학원,소계,1568,1516,1636,1710,1979,2792,3256,3590,3286,3348,2639,2560,1939,2065,1957,2269,4621
형법범,폭력범,소계,기타,소계,1454,1921,2060,1652,1555,2172,3166,3573,3671,2740,4630,2257,5329,4502,4388,5122,8040
형법범,폭력범,소계,미상,소계,5145,4141,5546,7789,11749,11929,12551,12940,9413,12306,50014,69952,101050,114040,128012,135013,120724
형법범,지능범,소계,불취학,소계,2329,2679,3052,2817,3396,3763,2889,270,2468,2454,1850,1572,1356,1163,963,844,725
형법범,지능범,소계,초등학교,재중,42,41,59,57,79,65,36,3,56,67,68,29,24,32,26,23,23
형법범,지능범,소계,초등학교,중퇴,2013,2535,3015,2939,3416,3943,3233,230,3005,2967,2384,1990,1330,1306,1069,1142,1015
형법범,지능범,소계,초등학교,졸업,16723,20934,24603,22881,25887,28098,20652,966,18200,18070,14562,12100,9223,8190,7218,7145,5756
형법범,지능범,소계,중학교,재중,241,293,300,340,287,260,247,16,562,624,662,471,301,293,428,551,586
형법범,지능범,소계,중학교,중퇴,3483,4718,6152,6270,7678,8504,7280,261,8211,8692,6922,5180,3916,3727,3149,3488,3445
형법범,지능범,소계,중학교,졸업,19291,25007,29967,28095,32579,34801,25387,837,25004,26407,23415,19421,18021,15633,14365,14707,10482
형법범,지능범,소계,고등학교,재중,473,589,587,587,697,724,1071,29,2008,1984,1750,1441,1353,1652,2246,3285,3131
형법범,지능범,소계,고등학교,중퇴,4656,6495,8755,8795,10966,11989,10488,296,12960,14407,11561,8686,6097,6160,5387,6716,6650
형법범,지능범,소계,고등학교,졸업,55626,75600,91932,86730,102113,113124,84199,2193,87317,98537,91775,77568,76522,70706,67060,74448,64718
형법범,지능범,소계,대학(4년미만),재중,187,262,332,343,1075,1216,413,1143,1438,953,580,488,383,451,546,553,445
형법범,지능범,소계,대학(4년미만),중퇴,700,951,1260,1242,1903,1793,1465,2378,2280,2488,1816,1417,986,1106,934,1048,826
형법범,지능범,소계,대학(4년미만),졸업,5617,7096,9080,8878,11122,12900,9857,10306,10655,12455,11367,9606,8253,7679,7392,8285,6509
형법범,지능범,소계,대학(4년이상),재중,398,532,653,694,863,1133,1101,1377,1628,1910,1552,1263,1162,1264,1315,1693,1618
형법범,지능범,소계,대학(4년이상),중퇴,3471,4413,5355,4800,5664,6390,5367,5437,5582,6280,5087,4005,2907,2700,2520,2806,2907
형법범,지능범,소계,대학(4년이상),졸업,13918,16875,20076,20034,24891,28973,21906,21622,21026,24014,22445,20098,16924,14774,13625,15795,16620
형법범,지능범,소계,대학원,소계,1411,1666,1949,1974,2488,2983,2690,2788,2845,2914,2075,1795,1247,1209,1147,1380,2977
형법범,지능범,소계,기타,소계,479,1181,1669,1540,1490,2105,2176,2630,2873,2995,3574,1959,3762,2561,2104,2395,3949
형법범,지능범,소계,미상,소계,4907,4168,7208,11004,19898,22736,17311,20675,23323,33555,193307,186015,213722,201766,231668,254395,228263
형법범,풍속범,소계,불취학,소계,1394,1278,1132,1014,1065,1267,1532,1478,1388,1104,927,707,490,504,485,432,375
형법범,풍속범,소계,초등학교,재중,27,19,9,11,18,19,21,22,19,17,10,10,11,1,5,3,7
형법범,풍속범,소계,초등학교,중퇴,1161,1091,897,853,977,1210,1451,1468,1251,986,1038,702,437,435,377,393,326
형법범,풍속범,소계,초등학교,졸업,8958,8477,7665,7094,7548,9014,9942,9516,8594,6503,6553,4731,3410,3499,3467,3255,2590
형법범,풍속범,소계,중학교,재중,32,33,29,44,27,24,22,35,19,14,4,8,5,6,6,6,7
형법범,풍속범,소계,중학교,중퇴,1501,1549,1448,1434,1503,1898,2231,2418,2092,1553,1473,1095,1036,834,668,865,690
형법범,풍속범,소계,중학교,졸업,9009,8751,8134,7724,8088,9558,10749,10503,9600,7094,7880,6099,6173,5971,5934,6554,4461
형법범,풍속범,소계,고등학교,재중,31,36,54,48,41,36,32,33,36,22,12,18,29,19,23,51,38
형법범,풍속범,소계,고등학교,중퇴,1836,1897,1761,1837,1977,2423,2981,3138,2701,1965,2010,1279,1899,1232,1044,1420,1027
형법범,풍속범,소계,고등학교,졸업,16309,16238,15519,15973,16897,20129,23782,23127,20967,15806,18683,15415,30862,20022,19743,30816,18306
형법범,풍속범,소계,대학(4년미만),재중,34,47,59,63,167,207,88,138,154,60,41,23,324,79,46,91,22
형법범,풍속범,소계,대학(4년미만),중퇴,160,174,166,157,217,249,297,419,296,231,163,134,334,181,135,318,123
형법범,풍속범,소계,대학(4년미만),졸업,1288,1287,1242,1378,1449,1758,2171,2195,1974,1471,1553,1289,2600,1437,1356,3826,1478
형법범,풍속범,소계,대학(4년이상),재중,91,92,83,108,127,133,137,153,149,125,123,80,939,209,184,760,280
형법범,풍속범,소계,대학(4년이상),중퇴,469,473,434,376,440,584,700,698,568,467,423,286,631,316,285,731,388
형법범,풍속범,소계,대학(4년이상),졸업,1975,1978,1862,1975,2190,2802,2996,2912,2585,2096,2424,1741,2905,1756,1971,5237,2309
형법범,풍속범,소계,대학원,소계,129,129,128,147,155,180,235,247,255,192,169,131,141,100,114,299,278
형법범,풍속범,소계,기타,소계,171,290,401,259,219,229,384,359,366,321,533,314,980,599,739,1203,1318
형법범,풍속범,소계,미상,소계,1609,1395,1727,2219,2991,2937,2729,2650,2517,2450,6574,6963,11001,9377,9683,15427,9168
형법범,기타형법범,소계,불취학,소계,1470,1372,1200,1250,1168,1449,1462,1333,1275,1092,873,992,765,928,845,832,682
형법범,기타형법범,소계,초등학교,재중,34,31,31,41,30,32,29,42,30,24,35,19,5,14,19,18,10
형법범,기타형법범,소계,초등학교,중퇴,748,695,708,707,785,1001,937,984,933,900,809,786,610,719,718,841,782
형법범,기타형법범,소계,초등학교,졸업,5217,4752,4943,5013,5013,6050,5681,5676,5089,4990,4213,4037,3555,4077,3971,4258,3815
형법범,기타형법범,소계,중학교,재중,276,265,247,226,183,165,149,132,98,77,81,88,133,201,231,219,253
형법범,기타형법범,소계,중학교,중퇴,921,833,1041,1121,1204,1474,1514,1519,1369,1379,1240,1052,961,1203,1188,1338,1303
형법범,기타형법범,소계,중학교,졸업,4659,4425,4451,4761,5073,5686,5361,5550,5377,5163,4761,4712,5052,5989,6224,6476,5212
형법범,기타형법범,소계,고등학교,재중,469,445,442,482,540,453,519,425,349,264,465,332,297,447,501,553,585
형법범,기타형법범,소계,고등학교,중퇴,1089,1154,1258,1373,1612,1726,1810,1923,1957,1832,1738,1591,1311,1767,1742,1899,2069
형법범,기타형법범,소계,고등학교,졸업,11416,11473,12047,13254,14744,17462,17088,17781,17702,17910,17520,18029,20526,25768,27451,30110,25608
형법범,기타형법범,소계,대학(4년미만),재중,134,121,148,170,220,279,194,288,335,223,162,123,150,182,179,178,186
형법범,기타형법범,소계,대학(4년미만),중퇴,152,120,156,173,204,245,248,424,401,363,253,268,214,274,276,331,255
형법범,기타형법범,소계,대학(4년미만),졸업,1403,1396,1550,1686,2037,2444,2630,2452,2933,3043,2626,2532,2655,3126,3334,3693,2894
형법범,기타형법범,소계,대학(4년이상),재중,350,259,581,527,451,504,604,675,631,633,703,544,788,816,764,933,830
형법범,기타형법범,소계,대학(4년이상),중퇴,467,523,537,640,676,873,938,1059,961,994,745,757,662,788,738,843,892
형법범,기타형법범,소계,대학(4년이상),졸업,3632,3891,3932,4266,4985,5865,6257,6302,6645,6793,6378,6139,6174,6953,6762,7381,7002
형법범,기타형법범,소계,대학원,소계,498,494,500,593,713,957,1106,1191,1120,1163,836,767,631,683,702,759,1374
형법범,기타형법범,소계,기타,소계,161,209,277,261,287,316,339,442,554,473,547,309,859,817,953,930,1689
형법범,기타형법범,소계,미상,소계,751,736,888,1337,1919,2538,2502,2490,2245,3095,15136,18874,25806,27121,29825,33034,30900
형법범,기타형법범,장물에 관한죄,불취학,소계,38,40,25,29,51,45,55,31,31,23,27,21,15,26,21,28,19
형법범,기타형법범,장물에 관한죄,초등학교,재중,3,1,5,2,5,5,-,2,2,-,-,1,-,2,1,1,-
형법범,기타형법범,장물에 관한죄,초등학교,중퇴,54,31,38,29,55,67,59,53,36,35,27,31,15,31,18,22,42
형법범,기타형법범,장물에 관한죄,초등학교,졸업,234,229,202,211,365,356,303,228,186,167,150,174,136,213,86,184,203
형법범,기타형법범,장물에 관한죄,중학교,재중,195,173,141,131,113,84,73,49,45,32,37,40,53,64,64,65,109
형법범,기타형법범,장물에 관한죄,중학교,중퇴,127,90,115,139,183,183,165,105,88,70,74,75,86,89,57,92,111
형법범,기타형법범,장물에 관한죄,중학교,졸업,304,275,236,249,454,445,371,265,228,184,205,234,296,334,179,279,317
형법범,기타형법범,장물에 관한죄,고등학교,재중,305,290,269,244,252,221,201,112,130,90,96,117,97,168,176,236,195
형법범,기타형법범,장물에 관한죄,고등학교,중퇴,137,154,122,134,204,212,166,136,111,94,103,120,91,113,87,104,189
형법범,기타형법범,장물에 관한죄,고등학교,졸업,575,516,582,598,1052,1275,1023,715,616,687,763,1001,1152,1560,1032,1709,1800
형법범,기타형법범,장물에 관한죄,대학(4년미만),재중,12,18,15,7,31,36,18,16,16,14,14,7,16,20,8,17,33
형법범,기타형법범,장물에 관한죄,대학(4년미만),중퇴,12,7,10,11,7,25,11,23,23,15,21,11,20,26,7,7,15
형법범,기타형법범,장물에 관한죄,대학(4년미만),졸업,46,54,55,47,111,159,137,95,82,94,99,124,145,150,95,159,162
형법범,기타형법범,장물에 관한죄,대학(4년이상),재중,6,8,12,6,20,27,28,31,13,26,27,27,59,77,30,61,65
형법범,기타형법범,장물에 관한죄,대학(4년이상),중퇴,21,17,24,25,30,35,36,23,31,32,24,37,27,36,16,35,43
형법범,기타형법범,장물에 관한죄,대학(4년이상),졸업,79,59,98,81,157,169,148,116,87,144,111,132,141,193,134,162,260
형법범,기타형법범,장물에 관한죄,대학원,소계,6,4,3,7,9,9,14,10,9,3,3,4,9,4,7,9,40
형법범,기타형법범,장물에 관한죄,기타,소계,12,14,13,14,16,15,8,18,22,17,12,10,66,55,35,60,179
형법범,기타형법범,장물에 관한죄,미상,소계,35,27,24,47,119,132,68,79,38,58,203,264,386,498,480,695,711
형법범,기타형법범,특가법(장물),불취학,소계,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,특가법(장물),초등학교,중퇴,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,특가법(장물),초등학교,졸업,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,특가법(장물),중학교,재중,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,특가법(장물),중학교,중퇴,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,특가법(장물),중학교,졸업,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,특가법(장물),고등학교,중퇴,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,특가법(장물),고등학교,졸업,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,특가법(장물),대학(4년미만),졸업,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,특가법(장물),미상,소계,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,특가법(장물),불취학,소계,-,-,-,-,-,3,2,1,2,-,-,1,-,-,1,-,1
형법범,기타형법범,특가법(장물),초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,특가법(장물),초등학교,중퇴,-,-,-,1,3,4,2,-,1,1,2,2,2,-,-,2,1
형법범,기타형법범,특가법(장물),초등학교,졸업,-,1,7,8,5,7,7,5,4,9,4,10,3,2,2,6,5
형법범,기타형법범,특가법(장물),중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,특가법(장물),중학교,중퇴,-,3,-,1,3,7,3,4,3,4,1,6,3,2,-,2,2
형법범,기타형법범,특가법(장물),중학교,졸업,-,6,7,6,6,17,13,3,2,7,6,12,4,9,-,7,4
형법범,기타형법범,특가법(장물),고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
형법범,기타형법범,특가법(장물),고등학교,중퇴,-,-,2,-,5,3,3,5,2,2,3,5,2,1,-,4,-
형법범,기타형법범,특가법(장물),고등학교,졸업,-,4,25,9,14,25,34,21,7,23,18,52,27,22,15,28,23
형법범,기타형법범,특가법(장물),대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
형법범,기타형법범,특가법(장물),대학(4년미만),중퇴,-,-,-,-,-,-,2,-,-,1,-,4,-,-,-,-,-
형법범,기타형법범,특가법(장물),대학(4년미만),졸업,-,2,2,2,1,3,2,3,1,3,2,5,5,-,-,3,-
형법범,기타형법범,특가법(장물),대학(4년이상),재중,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
형법범,기타형법범,특가법(장물),대학(4년이상),중퇴,-,-,-,-,-,-,3,-,2,1,1,3,-,1,-,-,-
형법범,기타형법범,특가법(장물),대학(4년이상),졸업,-,-,-,2,3,6,5,3,-,3,4,8,8,-,1,5,7
형법범,기타형법범,특가법(장물),대학원,소계,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1
형법범,기타형법범,특가법(장물),기타,소계,-,-,-,-,1,-,-,-,-,-,1,-,-,-,1,-,1
형법범,기타형법범,특가법(장물),미상,소계,-,-,1,2,7,4,7,3,1,3,6,13,11,7,3,11,6
형법범,기타형법범,내란의 죄,불취학,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,중학교,졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,대학원,소계,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,기타,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,유학,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,내란의 죄,미상,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,외환의 죄,불취학,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,외환의 죄,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,외환의 죄,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범,외환의 죄,초등학교,졸업,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
