대분류,중분류,소분류,발생지별(1),1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
특별법범,청소년성보호에 관한 법률,소계,평택시,,,,,,,,,,,22,12,10,,,,
특별법범,청소년성보호에 관한 법률,소계,경주시,,,,,,,,,,,10,7,5,,,,
특별법범,청소년성보호에 관한 법률,소계,김해시,,,,,,,,,,,6,8,7,,,,
특별법범,청소년성보호에 관한 법률,소계,순천시,,,,,,,,,,,13,6,24,,,,
특별법범,청소년성보호에 관한 법률,소계,군포시,,,,,,,,,,,22,12,5,,,,
특별법범,청소년성보호에 관한 법률,소계,남양주시,,,,,,,,,,,14,6,11,,,,
특별법범,청소년성보호에 관한 법률,소계,강릉시,,,,,,,,,,,4,1,11,,,,
특별법범,청소년성보호에 관한 법률,소계,충주시,,,,,,,,,,,5,7,7,,,,
특별법범,청소년성보호에 관한 법률,소계,안동시,,,,,,,,,,,11,7,8,,,,
특별법범,청소년성보호에 관한 법률,소계,경산시,,,,,,,,,,,8,3,3,,,,
특별법범,청소년성보호에 관한 법률,소계,아산시,,,,,,,,,,,3,5,2,,,,
특별법범,청소년성보호에 관한 법률,소계,거제시,,,,,,,,,,,16,4,9,,,,
특별법범,청소년성보호에 관한 법률,소계,김천시,,,,,,,,,,,16,4,3,,,,
특별법범,청소년성보호에 관한 법률,소계,정읍시,,,,,,,,,,,4,3,,,,,
특별법범,청소년성보호에 관한 법률,소계,용인시,,,,,,,,,,,16,15,9,,,,
특별법범,청소년성보호에 관한 법률,소계,시흥시,,,,,,,,,,,22,22,11,,,,
특별법범,청소년성보호에 관한 법률,소계,파주시,,,,,,,,,,,9,4,7,,,,
특별법범,청소년성보호에 관한 법률,소계,양산시,,,,,,,,,,,2,6,6,,,,
특별법범,청소년성보호에 관한 법률,소계,이천시,,,,,,,,,,,15,5,1,,,,
특별법범,청소년성보호에 관한 법률,소계,구리시,,,,,,,,,,,15,5,8,,,,
특별법범,청소년성보호에 관한 법률,소계,서산시,,,,,,,,,,,20,5,6,,,,
특별법범,청소년성보호에 관한 법률,소계,제천시,,,,,,,,,,,6,4,3,,,,
특별법범,청소년성보호에 관한 법률,소계,논산시,,,,,,,,,,,6,4,1,,,,
특별법범,청소년성보호에 관한 법률,소계,기타도시,,,,,,,,,,,135,105,121,,,,
특별법범,청소년성보호에 관한 법률,소계,도시이외,,,,,,,,,,,124,85,67,,,,
특별법범,총포·도검·화약류단속법,소계,서울특별시,109,75,141,91,80,53,67,50,59,198,58,51,29,,,,
특별법범,총포·도검·화약류단속법,소계,부산광역시,19,23,26,16,10,16,14,44,21,68,14,12,9,,,,
특별법범,총포·도검·화약류단속법,소계,대구광역시,15,11,13,16,18,29,19,16,17,74,9,8,2,,,,
특별법범,총포·도검·화약류단속법,소계,인천광역시,19,20,12,12,12,9,21,29,43,72,39,14,10,,,,
특별법범,총포·도검·화약류단속법,소계,광주광역시,7,9,14,10,27,15,15,8,7,17,17,3,6,,,,
특별법범,총포·도검·화약류단속법,소계,대전광역시,13,6,18,19,12,7,12,9,14,9,7,6,6,,,,
특별법범,총포·도검·화약류단속법,소계,울산광역시,13,8,12,10,6,6,5,9,11,16,9,10,8,,,,
특별법범,총포·도검·화약류단속법,소계,부천시,3,2,3,3,3,2,7,1,5,6,2,5,,,,,
특별법범,총포·도검·화약류단속법,소계,수원시,5,3,5,2,3,6,5,2,6,7,5,,2,,,,
특별법범,총포·도검·화약류단속법,소계,성남시,11,5,6,6,5,11,8,7,5,12,5,4,3,,,,
특별법범,총포·도검·화약류단속법,소계,전주시,8,1,7,6,3,5,7,12,1,7,6,5,2,,,,
특별법범,총포·도검·화약류단속법,소계,안양시,2,,,,1,,1,2,1,1,1,1,1,,,,
특별법범,총포·도검·화약류단속법,소계,청주시,3,9,11,18,7,3,11,12,3,4,3,5,2,,,,
특별법범,총포·도검·화약류단속법,소계,마산시,2,3,5,2,3,5,4,7,1,3,1,1,5,,,,
특별법범,총포·도검·화약류단속법,소계,창원시,4,2,1,4,1,4,4,2,3,10,2,1,1,,,,
특별법범,총포·도검·화약류단속법,소계,광명시,,2,2,2,1,3,,1,2,2,1,1,1,,,,
특별법범,총포·도검·화약류단속법,소계,포항시,27,3,2,6,,3,1,3,2,15,2,3,1,,,,
특별법범,총포·도검·화약류단속법,소계,안산시,4,2,2,3,3,4,1,1,1,6,3,1,2,,,,
특별법범,총포·도검·화약류단속법,소계,진주시,9,3,2,1,,4,8,5,5,12,5,3,6,,,,
특별법범,총포·도검·화약류단속법,소계,고양시,,1,,,3,3,3,2,3,10,3,4,1,,,,
특별법범,총포·도검·화약류단속법,소계,제주시,24,18,15,9,11,4,7,9,8,7,20,10,11,,,,
특별법범,총포·도검·화약류단속법,소계,목포시,3,4,1,1,2,2,1,1,1,2,,,1,,,,
특별법범,총포·도검·화약류단속법,소계,의정부시,1,2,1,4,1,2,1,2,2,13,3,,1,,,,
특별법범,총포·도검·화약류단속법,소계,익산시,,,,,2,3,12,32,10,5,23,4,7,,,,
특별법범,총포·도검·화약류단속법,소계,이리시,2,,2,,,,,,,,,,,,,,
특별법범,총포·도검·화약류단속법,소계,군산시,3,4,,1,,12,10,5,4,3,10,3,7,,,,
특별법범,총포·도검·화약류단속법,소계,구미시,6,7,2,4,8,3,5,6,11,11,1,1,,,,,
특별법범,총포·도검·화약류단속법,소계,천안시,2,2,6,10,4,4,3,1,4,2,3,1,1,,,,
특별법범,총포·도검·화약류단속법,소계,여수시,2,,2,2,1,3,2,5,6,1,2,1,2,,,,
특별법범,총포·도검·화약류단속법,소계,춘천시,8,4,2,6,2,5,8,13,11,5,5,1,5,,,,
특별법범,총포·도검·화약류단속법,소계,원주시,4,3,3,3,1,3,6,6,8,5,1,4,4,,,,
특별법범,총포·도검·화약류단속법,소계,평택시,,,,32,7,3,20,15,2,7,3,2,1,,,,
특별법범,총포·도검·화약류단속법,소계,경주시,,,,69,15,10,2,6,6,9,4,1,4,,,,
특별법범,총포·도검·화약류단속법,소계,김해시,,,,1,2,5,4,3,2,6,4,5,2,,,,
특별법범,총포·도검·화약류단속법,소계,순천시,,,,2,1,3,4,4,4,5,3,5,3,,,,
특별법범,총포·도검·화약류단속법,소계,군포시,,,,,,,1,1,,1,1,,,,,,
특별법범,총포·도검·화약류단속법,소계,남양주시,,,,,,1,3,3,9,7,3,1,2,,,,
특별법범,총포·도검·화약류단속법,소계,강릉시,,,,2,3,2,11,14,11,4,1,2,2,,,,
특별법범,총포·도검·화약류단속법,소계,충주시,,,,,1,8,7,8,8,4,3,4,1,,,,
특별법범,총포·도검·화약류단속법,소계,안동시,,,,,2,5,5,4,,4,,3,4,,,,
특별법범,총포·도검·화약류단속법,소계,경산시,,,,,,2,1,1,1,4,1,1,3,,,,
특별법범,총포·도검·화약류단속법,소계,아산시,,,,3,2,4,1,3,1,9,6,4,3,,,,
특별법범,총포·도검·화약류단속법,소계,거제시,,,,,1,1,2,1,4,2,1,,,,,,
특별법범,총포·도검·화약류단속법,소계,김천시,,,,1,5,1,1,6,13,4,2,4,,,,,
특별법범,총포·도검·화약류단속법,소계,정읍시,,,,,,1,2,7,5,1,2,7,7,,,,
특별법범,총포·도검·화약류단속법,소계,용인시,,,,,,,,,,,4,5,2,,,,
특별법범,총포·도검·화약류단속법,소계,시흥시,,,,,,,,,,,7,4,4,,,,
특별법범,총포·도검·화약류단속법,소계,파주시,,,,,,,,,,,5,6,3,,,,
특별법범,총포·도검·화약류단속법,소계,양산시,,,,,,,,,,,1,2,1,,,,
특별법범,총포·도검·화약류단속법,소계,이천시,,,,,,,,,,,1,3,1,,,,
특별법범,총포·도검·화약류단속법,소계,구리시,,,,,,,,,,,1,,,,,,
특별법범,총포·도검·화약류단속법,소계,서산시,,,,,,,,,,,2,3,1,,,,
특별법범,총포·도검·화약류단속법,소계,제천시,,,,,,,,,,,3,2,4,,,,
특별법범,총포·도검·화약류단속법,소계,논산시,,,,,,,,,,,3,6,3,,,,
특별법범,총포·도검·화약류단속법,소계,기타도시,117,70,106,58,55,92,87,106,112,143,83,78,65,,,,
특별법범,총포·도검·화약류단속법,소계,도시이외,390,207,201,104,140,164,181,252,179,191,199,147,121,,,,
특별법범,총포·도검·화약류단속법,소계,기타,1,,1,,,,26,23,36,34,,,,,,,
특별법범,축산물가공처리법,소계,서울특별시,,,,,,,,,,,124,181,86,,,,
특별법범,축산물가공처리법,소계,부산광역시,,,,,,,,,,,187,152,109,,,,
특별법범,축산물가공처리법,소계,대구광역시,,,,,,,,,,,47,117,57,,,,
특별법범,축산물가공처리법,소계,인천광역시,,,,,,,,,,,30,44,26,,,,
특별법범,축산물가공처리법,소계,광주광역시,,,,,,,,,,,17,32,16,,,,
특별법범,축산물가공처리법,소계,대전광역시,,,,,,,,,,,19,45,8,,,,
특별법범,축산물가공처리법,소계,울산광역시,,,,,,,,,,,78,32,15,,,,
특별법범,축산물가공처리법,소계,부천시,,,,,,,,,,,7,45,2,,,,
특별법범,축산물가공처리법,소계,수원시,,,,,,,,,,,14,78,28,,,,
특별법범,축산물가공처리법,소계,성남시,,,,,,,,,,,1,6,2,,,,
특별법범,축산물가공처리법,소계,전주시,,,,,,,,,,,17,21,23,,,,
특별법범,축산물가공처리법,소계,안양시,,,,,,,,,,,9,6,6,,,,
특별법범,축산물가공처리법,소계,청주시,,,,,,,,,,,23,19,2,,,,
특별법범,축산물가공처리법,소계,마산시,,,,,,,,,,,2,11,8,,,,
특별법범,축산물가공처리법,소계,창원시,,,,,,,,,,,6,8,2,,,,
특별법범,축산물가공처리법,소계,광명시,,,,,,,,,,,9,6,4,,,,
특별법범,축산물가공처리법,소계,포항시,,,,,,,,,,,30,25,13,,,,
특별법범,축산물가공처리법,소계,안산시,,,,,,,,,,,6,15,7,,,,
특별법범,축산물가공처리법,소계,진주시,,,,,,,,,,,10,18,12,,,,
특별법범,축산물가공처리법,소계,고양시,,,,,,,,,,,12,13,24,,,,
특별법범,축산물가공처리법,소계,제주시,,,,,,,,,,,1,,3,,,,
특별법범,축산물가공처리법,소계,의정부시,,,,,,,,,,,7,6,7,,,,
특별법범,축산물가공처리법,소계,익산시,,,,,,,,,,,2,19,21,,,,
특별법범,축산물가공처리법,소계,군산시,,,,,,,,,,,5,9,3,,,,
특별법범,축산물가공처리법,소계,구미시,,,,,,,,,,,4,16,9,,,,
특별법범,축산물가공처리법,소계,천안시,,,,,,,,,,,8,1,2,,,,
특별법범,축산물가공처리법,소계,여수시,,,,,,,,,,,6,5,3,,,,
특별법범,축산물가공처리법,소계,춘천시,,,,,,,,,,,2,2,2,,,,
특별법범,축산물가공처리법,소계,원주시,,,,,,,,,,,3,11,16,,,,
특별법범,축산물가공처리법,소계,평택시,,,,,,,,,,,22,9,13,,,,
특별법범,축산물가공처리법,소계,경주시,,,,,,,,,,,15,6,5,,,,
특별법범,축산물가공처리법,소계,김해시,,,,,,,,,,,4,16,8,,,,
특별법범,축산물가공처리법,소계,순천시,,,,,,,,,,,3,5,12,,,,
특별법범,축산물가공처리법,소계,군포시,,,,,,,,,,,4,1,2,,,,
특별법범,축산물가공처리법,소계,남양주시,,,,,,,,,,,7,3,3,,,,
특별법범,축산물가공처리법,소계,강릉시,,,,,,,,,,,,1,,,,,
특별법범,축산물가공처리법,소계,충주시,,,,,,,,,,,,3,5,,,,
특별법범,축산물가공처리법,소계,안동시,,,,,,,,,,,13,6,,,,,
특별법범,축산물가공처리법,소계,경산시,,,,,,,,,,,35,21,4,,,,
특별법범,축산물가공처리법,소계,아산시,,,,,,,,,,,,15,2,,,,
특별법범,축산물가공처리법,소계,거제시,,,,,,,,,,,3,,,,,,
특별법범,축산물가공처리법,소계,김천시,,,,,,,,,,,4,5,3,,,,
특별법범,축산물가공처리법,소계,정읍시,,,,,,,,,,,1,2,,,,,
특별법범,축산물가공처리법,소계,용인시,,,,,,,,,,,8,2,1,,,,
특별법범,축산물가공처리법,소계,시흥시,,,,,,,,,,,5,8,18,,,,
특별법범,축산물가공처리법,소계,파주시,,,,,,,,,,,4,13,3,,,,
특별법범,축산물가공처리법,소계,양산시,,,,,,,,,,,1,15,6,,,,
특별법범,축산물가공처리법,소계,이천시,,,,,,,,,,,,2,4,,,,
특별법범,축산물가공처리법,소계,구리시,,,,,,,,,,,4,7,1,,,,
특별법범,축산물가공처리법,소계,서산시,,,,,,,,,,,,10,,,,,
특별법범,축산물가공처리법,소계,제천시,,,,,,,,,,,2,1,4,,,,
특별법범,축산물가공처리법,소계,논산시,,,,,,,,,,,5,26,8,,,,
특별법범,축산물가공처리법,소계,기타도시,,,,,,,,,,,73,144,44,,,,
특별법범,축산물가공처리법,소계,도시이외,,,,,,,,,,,245,253,89,,,,
특별법범,축산물위생처리법,소계,서울특별시,55,14,8,20,4,1,,,,,,,,,,,
특별법범,축산물위생처리법,소계,부산광역시,1,13,18,17,5,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,대구광역시,2,9,7,7,3,2,,,,,,,,,,,
특별법범,축산물위생처리법,소계,인천광역시,2,2,5,8,,1,,,,,,,,,,,
특별법범,축산물위생처리법,소계,광주광역시,16,20,35,14,14,,1,,,,,,,,,,
특별법범,축산물위생처리법,소계,대전광역시,23,1,2,2,3,1,,,,,,,,,,,
특별법범,축산물위생처리법,소계,울산광역시,,2,,4,4,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,부천시,3,,1,,,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,수원시,,,3,,,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,성남시,3,,4,9,1,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,전주시,18,20,2,12,1,,1,,,,,,,,,,
특별법범,축산물위생처리법,소계,안양시,,,1,1,1,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,청주시,2,,1,,,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,마산시,,,,1,,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,창원시,1,,1,,,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,광명시,2,,1,2,1,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,포항시,,,1,,,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,안산시,,,2,,,1,,,,,,,,,,,
특별법범,축산물위생처리법,소계,진주시,1,,,2,,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,고양시,2,2,1,3,,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,제주시,5,2,3,2,1,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,익산시,,,,7,,1,,,,,,,,,,,
특별법범,축산물위생처리법,소계,이리시,,1,1,,,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,군산시,5,,,1,3,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,구미시,2,,,6,1,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,천안시,3,,1,1,,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,여수시,,,,2,1,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,춘천시,2,,1,,1,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,원주시,,,,,1,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,평택시,,,,15,,1,,,1,,,,,,,,
특별법범,축산물위생처리법,소계,경주시,,,,23,10,1,,,,,,,,,,,
특별법범,축산물위생처리법,소계,김해시,,,,1,1,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,순천시,,,,1,1,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,남양주시,,,,13,,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,안동시,,,,,2,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,거제시,,,,,1,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,김천시,,,,1,5,2,,,,,,,,,,,
특별법범,축산물위생처리법,소계,정읍시,,,,1,2,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,기타도시,19,19,40,22,23,3,1,,2,,,,,,,,
특별법범,축산물위생처리법,소계,도시이외,70,36,86,60,40,2,6,1,,,,,,,,,
특별법범,출입국관리법,소계,서울특별시,1,5,7,19,49,21,35,69,40,55,89,255,422,,,,
특별법범,출입국관리법,소계,부산광역시,,6,3,16,102,23,20,32,26,19,59,182,72,,,,
특별법범,출입국관리법,소계,대구광역시,,,4,2,2,3,20,1,3,5,4,14,21,,,,
특별법범,출입국관리법,소계,인천광역시,1,5,2,10,15,20,23,36,26,50,38,82,146,,,,
특별법범,출입국관리법,소계,광주광역시,,,,,3,3,3,6,1,3,2,3,11,,,,
특별법범,출입국관리법,소계,대전광역시,,,,,,4,2,3,,,2,1,3,,,,
특별법범,출입국관리법,소계,울산광역시,,,2,8,12,10,5,4,15,4,10,16,15,,,,
특별법범,출입국관리법,소계,부천시,,1,2,2,1,3,2,4,4,7,5,50,51,,,,
특별법범,출입국관리법,소계,수원시,,,,,,5,14,9,2,1,4,3,11,,,,
특별법범,출입국관리법,소계,성남시,1,,1,,,4,6,5,2,1,5,3,42,,,,
특별법범,출입국관리법,소계,전주시,,,,1,3,3,,3,,,,,1,,,,
특별법범,출입국관리법,소계,안양시,,,,,,2,5,4,1,2,6,6,20,,,,
특별법범,출입국관리법,소계,청주시,,,,1,,1,,,,1,2,13,3,,,,
특별법범,출입국관리법,소계,마산시,,,1,2,2,4,1,1,5,,,6,10,,,,
특별법범,출입국관리법,소계,창원시,,,,,,1,,,,2,4,9,3,,,,
특별법범,출입국관리법,소계,광명시,,,2,1,,3,,,,1,2,4,5,,,,
특별법범,출입국관리법,소계,포항시,,1,,1,3,2,4,1,1,,2,5,3,,,,
특별법범,출입국관리법,소계,안산시,,,,,2,10,3,12,5,11,8,33,23,,,,
특별법범,출입국관리법,소계,진주시,,,,,,1,,1,,,,2,1,,,,
특별법범,출입국관리법,소계,고양시,,1,,3,9,6,7,5,3,5,9,41,83,,,,
특별법범,출입국관리법,소계,제주시,,,2,,,1,2,3,6,5,9,11,3,,,,
특별법범,출입국관리법,소계,목포시,,,,4,4,2,3,,3,2,2,2,8,,,,
특별법범,출입국관리법,소계,의정부시,,,,,,,5,7,3,2,1,2,8,,,,
특별법범,출입국관리법,소계,익산시,,,,,1,4,,1,1,1,2,,1,,,,
특별법범,출입국관리법,소계,군산시,4,2,,3,4,7,2,3,3,,1,2,4,,,,
특별법범,출입국관리법,소계,구미시,,,,,1,,1,2,1,1,1,7,2,,,,
특별법범,출입국관리법,소계,천안시,,,,1,1,3,1,3,4,,3,10,5,,,,
특별법범,출입국관리법,소계,여수시,,,1,1,1,2,2,,1,,,,,,,,
특별법범,출입국관리법,소계,춘천시,,,,1,1,1,,4,4,,,1,,,,,
특별법범,출입국관리법,소계,원주시,,,,,,,1,2,2,,,1,5,,,,
특별법범,출입국관리법,소계,평택시,,,,2,4,,1,3,6,1,4,6,8,,,,
특별법범,출입국관리법,소계,경주시,,,,9,11,,,,1,3,2,4,2,,,,
특별법범,출입국관리법,소계,김해시,,,,2,1,,2,1,,2,20,54,16,,,,
특별법범,출입국관리법,소계,순천시,,,,,,,,1,1,,,1,,,,,
특별법범,출입국관리법,소계,군포시,,,,,,,1,,2,,1,8,9,,,,
특별법범,출입국관리법,소계,남양주시,,,,2,3,5,6,1,6,1,9,7,30,,,,
특별법범,출입국관리법,소계,강릉시,,,,,3,3,1,,,,,,1,,,,
특별법범,출입국관리법,소계,충주시,,,,,,,,,,,,3,2,,,,
특별법범,출입국관리법,소계,안동시,,,,,,,,,,,,,1,,,,
특별법범,출입국관리법,소계,경산시,,,,,,,,,,,1,1,6,,,,
특별법범,출입국관리법,소계,아산시,,,,,1,,1,1,2,1,6,9,2,,,,
특별법범,출입국관리법,소계,거제시,,,,4,,5,,1,,2,,60,,,,,
특별법범,출입국관리법,소계,김천시,,,,,1,,,,,,,1,,,,,
특별법범,출입국관리법,소계,용인시,,,,,,,,,,,7,8,23,,,,
특별법범,출입국관리법,소계,시흥시,,,,,,,,,,,6,33,42,,,,
특별법범,출입국관리법,소계,파주시,,,,,,,,,,,7,16,33,,,,
특별법범,출입국관리법,소계,양산시,,,,,,,,,,,1,8,7,,,,
특별법범,출입국관리법,소계,이천시,,,,,,,,,,,4,,1,,,,
특별법범,출입국관리법,소계,구리시,,,,,,,,,,,3,2,5,,,,
특별법범,출입국관리법,소계,서산시,,,,,,,,,,,,,2,,,,
특별법범,출입국관리법,소계,논산시,,,,,,,,,,,2,,,,,,
특별법범,출입국관리법,소계,기타도시,,,6,21,19,28,30,54,42,51,63,233,409,,,,
특별법범,출입국관리법,소계,도시이외,6,8,16,27,30,54,61,65,62,40,51,84,118,,,,
특별법범,출입국관리법,소계,기타,,,,,,3,12,11,14,17,,,,,,,
특별법범,컴퓨터프로그램보호법,소계,서울특별시,5,10,11,180,65,445,149,319,269,201,356,416,441,,,,
특별법범,컴퓨터프로그램보호법,소계,부산광역시,1,1,,8,12,49,8,325,50,19,126,37,253,,,,
특별법범,컴퓨터프로그램보호법,소계,대구광역시,1,1,,,,153,219,271,423,16,59,16,35,,,,
특별법범,컴퓨터프로그램보호법,소계,인천광역시,,,,22,,89,6,20,36,10,27,27,57,,,,
특별법범,컴퓨터프로그램보호법,소계,광주광역시,,,,1,1,37,3,28,8,14,4,7,18,,,,
특별법범,컴퓨터프로그램보호법,소계,대전광역시,,,,1,5,166,78,95,42,10,15,11,17,,,,
특별법범,컴퓨터프로그램보호법,소계,울산광역시,,2,,,1,4,37,20,33,,15,6,17,,,,
