대분류,중분류,소분류,발생지별(1),1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
특별법범,지방세법,소계,성남시,,,,,,,,,,,132,166,112,,,,
특별법범,지방세법,소계,전주시,,,,,,,,,,,3,,,,,,
특별법범,지방세법,소계,안양시,,,,,,,,,,,1,,,,,,
특별법범,지방세법,소계,마산시,,,,,,,,,,,,1,,,,,
특별법범,지방세법,소계,창원시,,,,,,,,,,,1,,,,,,
특별법범,지방세법,소계,광명시,,,,,,,,,,,14,8,17,,,,
특별법범,지방세법,소계,안산시,,,,,,,,,,,5,2,1,,,,
특별법범,지방세법,소계,진주시,,,,,,,,,,,,,1,,,,
특별법범,지방세법,소계,고양시,,,,,,,,,,,30,17,9,,,,
특별법범,지방세법,소계,제주시,,,,,,,,,,,1,,,,,,
특별법범,지방세법,소계,의정부시,,,,,,,,,,,24,12,42,,,,
특별법범,지방세법,소계,익산시,,,,,,,,,,,1,,,,,,
특별법범,지방세법,소계,군산시,,,,,,,,,,,,1,1,,,,
특별법범,지방세법,소계,구미시,,,,,,,,,,,,,1,,,,
특별법범,지방세법,소계,원주시,,,,,,,,,,,3,,2,,,,
특별법범,지방세법,소계,평택시,,,,,,,,,,,22,2,4,,,,
특별법범,지방세법,소계,경주시,,,,,,,,,,,35,15,11,,,,
특별법범,지방세법,소계,김해시,,,,,,,,,,,6,7,,,,,
특별법범,지방세법,소계,군포시,,,,,,,,,,,1,,1,,,,
특별법범,지방세법,소계,남양주시,,,,,,,,,,,15,4,4,,,,
특별법범,지방세법,소계,강릉시,,,,,,,,,,,1,,,,,,
특별법범,지방세법,소계,경산시,,,,,,,,,,,,1,,,,,
특별법범,지방세법,소계,정읍시,,,,,,,,,,,,,1,,,,
특별법범,지방세법,소계,용인시,,,,,,,,,,,8,13,4,,,,
특별법범,지방세법,소계,시흥시,,,,,,,,,,,3,1,,,,,
특별법범,지방세법,소계,파주시,,,,,,,,,,,72,54,60,,,,
특별법범,지방세법,소계,양산시,,,,,,,,,,,1,,,,,,
특별법범,지방세법,소계,이천시,,,,,,,,,,,18,8,5,,,,
특별법범,지방세법,소계,구리시,,,,,,,,,,,3,5,12,,,,
특별법범,지방세법,소계,기타도시,,,,,,,,,,,162,61,67,,,,
특별법범,지방세법,소계,도시이외,,,,,,,,,,,50,70,34,,,,
특별법범,지방의회의원선거법,소계,대구광역시,,1,,,,,,,,,,,,,,,
특별법범,지방의회의원선거법,소계,전주시,1,,,,,,,,,,,,,,,,
특별법범,지방의회의원선거법,소계,창원시,1,,,,,,,,,,,,,,,,
특별법범,지방의회의원선거법,소계,도시이외,1,5,,,,,,,,,,,,,,,
특별법범,지방자치단체의장선거법,소계,춘천시,1,,,,,,,,,,,,,,,,
특별법범,지방자치단체의장선거법,소계,도시이외,2,1,,,,,,,,,,,,,,,
특별법범,지하수법,소계,서울특별시,,,,,,,,,,,5,5,3,,,,
특별법범,지하수법,소계,부산광역시,,,,,,,,,,,2,8,2,,,,
특별법범,지하수법,소계,대구광역시,,,,,,,,,,,5,,,,,,
특별법범,지하수법,소계,인천광역시,,,,,,,,,,,2,5,,,,,
특별법범,지하수법,소계,광주광역시,,,,,,,,,,,,1,,,,,
특별법범,지하수법,소계,울산광역시,,,,,,,,,,,1,,,,,,
특별법범,지하수법,소계,수원시,,,,,,,,,,,2,,1,,,,
특별법범,지하수법,소계,청주시,,,,,,,,,,,,2,,,,,
특별법범,지하수법,소계,포항시,,,,,,,,,,,1,,1,,,,
특별법범,지하수법,소계,익산시,,,,,,,,,,,1,,,,,,
특별법범,지하수법,소계,경주시,,,,,,,,,,,,1,,,,,
특별법범,지하수법,소계,남양주시,,,,,,,,,,,1,1,,,,,
특별법범,지하수법,소계,거제시,,,,,,,,,,,1,,,,,,
특별법범,지하수법,소계,김천시,,,,,,,,,,,3,,,,,,
특별법범,지하수법,소계,파주시,,,,,,,,,,,4,,,,,,
특별법범,지하수법,소계,제천시,,,,,,,,,,,,1,,,,,
특별법범,지하수법,소계,기타도시,,,,,,,,,,,4,6,,,,,
특별법범,지하수법,소계,도시이외,,,,,,,,,,,10,8,11,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,서울특별시,50,3,2,3,2,,,1,1,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,부산광역시,13,5,,1,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,대구광역시,2,2,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,인천광역시,7,,,,,1,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,광주광역시,13,1,,,,,1,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,대전광역시,9,,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,울산광역시,5,,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,부천시,8,,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,수원시,4,,,,,,,,,1,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,성남시,2,,1,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,마산시,,,1,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,창원시,,1,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,포항시,3,,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,안산시,,1,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,고양시,,,,1,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,제주시,1,,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,목포시,1,,,,,,,1,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,의정부시,3,,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,군산시,1,,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,구미시,3,,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,천안시,2,,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,여수시,1,,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,원주시,,1,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,평택시,,,,1,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,안동시,,,,,,1,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,기타도시,41,2,1,2,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,도시이외,28,1,2,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,기타,2,,,,,,,,,,,,,,,,
특별법범,직업안정법,소계,서울특별시,54,212,262,182,109,109,127,184,119,93,207,204,207,,,,
특별법범,직업안정법,소계,부산광역시,22,46,125,79,66,49,54,71,46,51,92,122,158,,,,
특별법범,직업안정법,소계,대구광역시,6,6,15,51,37,97,83,94,81,65,150,18,1093,,,,
특별법범,직업안정법,소계,인천광역시,28,13,37,27,190,13,20,15,30,30,101,70,41,,,,
특별법범,직업안정법,소계,광주광역시,19,20,49,42,103,71,73,55,36,86,35,10,25,,,,
특별법범,직업안정법,소계,대전광역시,13,10,29,30,16,28,23,32,12,10,15,15,7,,,,
특별법범,직업안정법,소계,울산광역시,3,3,5,8,16,4,15,14,11,11,46,31,5,,,,
특별법범,직업안정법,소계,부천시,1,3,32,8,4,7,2,6,16,10,23,18,5,,,,
특별법범,직업안정법,소계,수원시,6,5,47,46,9,19,31,28,32,14,32,14,10,,,,
특별법범,직업안정법,소계,성남시,1,5,64,13,9,7,5,14,16,15,28,8,1,,,,
특별법범,직업안정법,소계,전주시,2,2,4,3,8,11,4,12,14,9,20,20,8,,,,
특별법범,직업안정법,소계,안양시,,1,50,6,13,1,4,10,8,3,17,13,7,,,,
특별법범,직업안정법,소계,청주시,1,9,2,4,5,7,4,13,4,2,33,28,9,,,,
특별법범,직업안정법,소계,마산시,2,2,3,2,7,4,3,11,9,5,12,2,49,,,,
특별법범,직업안정법,소계,창원시,,2,5,2,5,4,1,8,14,11,13,8,6,,,,
특별법범,직업안정법,소계,광명시,,1,6,,1,,,1,2,,1,3,2,,,,
특별법범,직업안정법,소계,포항시,,3,3,9,4,7,5,4,3,2,13,7,1,,,,
특별법범,직업안정법,소계,안산시,2,9,34,38,10,8,4,11,27,9,23,6,6,,,,
특별법범,직업안정법,소계,진주시,3,3,4,13,9,3,2,4,8,7,6,5,1,,,,
특별법범,직업안정법,소계,고양시,,1,29,1,2,,1,5,7,4,10,6,16,,,,
특별법범,직업안정법,소계,제주시,,2,6,4,6,6,5,5,84,4,4,23,1,,,,
특별법범,직업안정법,소계,목포시,5,3,2,6,10,5,7,9,14,17,289,239,283,,,,
특별법범,직업안정법,소계,의정부시,2,1,10,4,2,,1,,4,5,8,5,5,,,,
특별법범,직업안정법,소계,익산시,,,,4,12,8,9,4,4,4,5,5,2,,,,
특별법범,직업안정법,소계,이리시,1,,6,,,,,,,,,,,,,,
특별법범,직업안정법,소계,군산시,3,5,15,4,5,5,3,4,2,2,399,12,55,,,,
특별법범,직업안정법,소계,구미시,1,10,2,26,7,28,45,18,14,5,20,11,,,,,
특별법범,직업안정법,소계,천안시,,,2,2,1,1,4,2,2,5,18,5,5,,,,
특별법범,직업안정법,소계,여수시,4,5,4,5,4,12,,4,8,25,2,4,85,,,,
특별법범,직업안정법,소계,춘천시,11,2,1,16,1,1,2,3,2,5,1,,3,,,,
특별법범,직업안정법,소계,원주시,,2,10,7,3,2,6,4,8,5,5,4,4,,,,
특별법범,직업안정법,소계,평택시,,,,28,17,12,10,32,18,4,14,17,13,,,,
특별법범,직업안정법,소계,경주시,,,,18,5,4,5,25,4,3,9,1,,,,,
특별법범,직업안정법,소계,김해시,,,,,6,2,8,8,23,14,11,22,7,,,,
특별법범,직업안정법,소계,순천시,,,,13,34,39,28,21,23,20,40,12,189,,,,
특별법범,직업안정법,소계,군포시,,,,,,,,,4,5,6,3,,,,,
특별법범,직업안정법,소계,남양주시,,,,5,4,3,2,1,2,3,1,,,,,,
특별법범,직업안정법,소계,강릉시,,,,,1,8,7,4,1,7,6,2,2,,,,
특별법범,직업안정법,소계,충주시,,,,1,,5,3,4,14,2,6,3,3,,,,
특별법범,직업안정법,소계,안동시,,,,,2,7,2,4,5,1,3,5,3,,,,
특별법범,직업안정법,소계,경산시,,,,1,2,2,3,1,3,3,6,1,1,,,,
특별법범,직업안정법,소계,아산시,,,,1,10,9,7,4,5,8,8,3,4,,,,
특별법범,직업안정법,소계,거제시,,,,,1,2,2,2,,1,1,4,3,,,,
특별법범,직업안정법,소계,김천시,,,,1,2,6,1,3,1,2,4,3,2,,,,
특별법범,직업안정법,소계,정읍시,,,,5,6,7,4,2,,5,6,3,5,,,,
특별법범,직업안정법,소계,용인시,,,,,,,,,,,2,2,9,,,,
특별법범,직업안정법,소계,시흥시,,,,,,,,,,,14,5,2,,,,
특별법범,직업안정법,소계,파주시,,,,,,,,,,,3,,,,,,
특별법범,직업안정법,소계,이천시,,,,,,,,,,,2,1,,,,,
특별법범,직업안정법,소계,구리시,,,,,,,,,,,4,2,1,,,,
특별법범,직업안정법,소계,서산시,,,,,,,,,,,2,1,4,,,,
특별법범,직업안정법,소계,제천시,,,,,,,,,,,,,1,,,,
특별법범,직업안정법,소계,논산시,,,,,,,,,,,3,2,,,,,
특별법범,직업안정법,소계,기타도시,16,35,118,72,93,108,112,75,134,109,129,115,54,,,,
특별법범,직업안정법,소계,도시이외,27,32,101,66,114,157,99,129,119,96,93,63,94,,,,
특별법범,직업안정법,소계,기타,,,1,,,4,28,41,30,29,,,,,,,
특별법범,집회 및 시위에 관한 법률,소계,서울특별시,84,124,3252,922,688,972,534,426,426,349,372,543,422,,,,
특별법범,집회 및 시위에 관한 법률,소계,부산광역시,18,8,14,27,204,9,11,8,3,9,26,18,13,,,,
특별법범,집회 및 시위에 관한 법률,소계,대구광역시,30,6,19,42,26,22,10,17,8,7,12,9,40,,,,
특별법범,집회 및 시위에 관한 법률,소계,인천광역시,8,6,6,7,4,2,9,29,26,2,4,12,10,,,,
특별법범,집회 및 시위에 관한 법률,소계,광주광역시,39,7,23,31,12,16,12,33,21,24,12,15,8,,,,
특별법범,집회 및 시위에 관한 법률,소계,대전광역시,4,4,1,46,8,15,,9,4,10,4,5,5,,,,
특별법범,집회 및 시위에 관한 법률,소계,울산광역시,3,11,4,7,8,3,14,25,8,2,9,10,11,,,,
특별법범,집회 및 시위에 관한 법률,소계,부천시,1,1,,4,1,,1,,1,,1,4,3,,,,
특별법범,집회 및 시위에 관한 법률,소계,수원시,4,3,4,13,9,2,1,13,1,9,6,6,18,,,,
특별법범,집회 및 시위에 관한 법률,소계,성남시,1,,6,3,3,5,2,3,,5,8,1,7,,,,
특별법범,집회 및 시위에 관한 법률,소계,전주시,3,3,4,6,2,1,,,4,10,3,1,2,,,,
특별법범,집회 및 시위에 관한 법률,소계,안양시,1,,,1,2,1,3,2,,2,,1,,,,,
특별법범,집회 및 시위에 관한 법률,소계,청주시,,1,6,10,3,4,1,4,4,5,4,16,13,,,,
특별법범,집회 및 시위에 관한 법률,소계,마산시,1,1,,2,5,26,1,1,4,3,1,3,1,,,,
특별법범,집회 및 시위에 관한 법률,소계,창원시,4,1,,4,2,6,5,6,10,14,4,8,4,,,,
특별법범,집회 및 시위에 관한 법률,소계,광명시,,,,,1,,,,,,,,,,,,
특별법범,집회 및 시위에 관한 법률,소계,포항시,,,,,,,2,1,,7,6,1,4,,,,
특별법범,집회 및 시위에 관한 법률,소계,안산시,1,3,1,2,2,3,1,,,,2,1,2,,,,
특별법범,집회 및 시위에 관한 법률,소계,진주시,1,1,7,8,8,9,1,3,8,8,1,3,,,,,
특별법범,집회 및 시위에 관한 법률,소계,고양시,,,,1,2,,1,3,2,5,,,2,,,,
특별법범,집회 및 시위에 관한 법률,소계,제주시,,,1,1,2,1,1,1,,,,,1,,,,
특별법범,집회 및 시위에 관한 법률,소계,목포시,4,,,,2,,,,,1,,,1,,,,
특별법범,집회 및 시위에 관한 법률,소계,의정부시,1,,1,,,,1,2,,2,3,1,1,,,,
특별법범,집회 및 시위에 관한 법률,소계,익산시,,,,,,,1,,8,2,,,1,,,,
특별법범,집회 및 시위에 관한 법률,소계,군산시,,1,,,,,1,,3,1,,,1,,,,
특별법범,집회 및 시위에 관한 법률,소계,구미시,,,1,3,,4,1,1,1,,1,,,,,,
특별법범,집회 및 시위에 관한 법률,소계,천안시,1,2,,,,,,1,1,,1,3,1,,,,
특별법범,집회 및 시위에 관한 법률,소계,여수시,1,1,,3,,2,,,2,,1,,,,,,
특별법범,집회 및 시위에 관한 법률,소계,춘천시,2,3,2,1,3,,2,,1,,3,2,9,,,,
특별법범,집회 및 시위에 관한 법률,소계,원주시,1,1,1,1,,,1,2,3,4,1,1,2,,,,
특별법범,집회 및 시위에 관한 법률,소계,평택시,,,,3,2,1,,,1,2,,10,24,,,,
특별법범,집회 및 시위에 관한 법률,소계,경주시,,,,5,2,,1,2,,,,3,4,,,,
특별법범,집회 및 시위에 관한 법률,소계,김해시,,,,,1,,2,1,1,1,,,,,,,
특별법범,집회 및 시위에 관한 법률,소계,순천시,,,,22,3,2,1,1,,1,2,3,23,,,,
특별법범,집회 및 시위에 관한 법률,소계,군포시,,,,,,1,,1,,,,,,,,,
특별법범,집회 및 시위에 관한 법률,소계,남양주시,,,,1,,3,1,1,,,,,,,,,
특별법범,집회 및 시위에 관한 법률,소계,강릉시,,,,,,,,1,,1,1,,,,,,
특별법범,집회 및 시위에 관한 법률,소계,충주시,,,,,,,2,2,,,,,,,,,
특별법범,집회 및 시위에 관한 법률,소계,안동시,,,,,1,,,,,,2,,,,,,
특별법범,집회 및 시위에 관한 법률,소계,경산시,,,,,,,,,1,,,,,,,,
특별법범,집회 및 시위에 관한 법률,소계,아산시,,,,,,,,2,1,1,1,,2,,,,
특별법범,집회 및 시위에 관한 법률,소계,정읍시,,,,,,,,,1,,11,,3,,,,
특별법범,집회 및 시위에 관한 법률,소계,용인시,,,,,,,,,,,1,2,2,,,,
특별법범,집회 및 시위에 관한 법률,소계,시흥시,,,,,,,,,,,,1,,,,,
특별법범,집회 및 시위에 관한 법률,소계,파주시,,,,,,,,,,,1,2,1,,,,
특별법범,집회 및 시위에 관한 법률,소계,이천시,,,,,,,,,,,1,2,,,,,
특별법범,집회 및 시위에 관한 법률,소계,서산시,,,,,,,,,,,2,,,,,,
특별법범,집회 및 시위에 관한 법률,소계,제천시,,,,,,,,,,,,,11,,,,
특별법범,집회 및 시위에 관한 법률,소계,논산시,,,,,,,,,,,,1,1,,,,
특별법범,집회 및 시위에 관한 법률,소계,기타도시,26,10,18,5,7,8,22,15,28,18,13,16,16,,,,
특별법범,집회 및 시위에 관한 법률,소계,도시이외,40,9,17,12,3,10,13,18,17,30,12,19,20,,,,
특별법범,집회 및 시위에 관한 법률,소계,기타,,,,,,,3,11,1,2,,,,,,,
특별법범,철도법,소계,서울특별시,4,3,3,26,7,9,20,67,224,545,841,384,8,,,,
특별법범,철도법,소계,부산광역시,,2,2,,3,5,13,15,17,31,76,41,4,,,,
특별법범,철도법,소계,대구광역시,1,,,,,1,4,1,,,1,,,,,,
특별법범,철도법,소계,인천광역시,,3,1,,1,,2,1,1,10,127,1,,,,,
특별법범,철도법,소계,광주광역시,,,,1,,1,,1,,,,,,,,,
특별법범,철도법,소계,대전광역시,1,,,,,,,1,,,,,,,,,
특별법범,철도법,소계,울산광역시,,1,,4,,,,,,,,,,,,,
특별법범,철도법,소계,부천시,,,,,,,,,,,1,1,2,,,,
특별법범,철도법,소계,수원시,,1,,1,,,,1,,,1,1,,,,,
특별법범,철도법,소계,성남시,,,,,,1,,,1,1,,,,,,,
특별법범,철도법,소계,전주시,,,,,1,,,,1,,,,,,,,
특별법범,철도법,소계,안양시,,,,,,,,1,1,,3,3,,,,,
특별법범,철도법,소계,마산시,,,1,2,3,,,,,,,,,,,,
특별법범,철도법,소계,창원시,9,,,,,,,1,,,,,,,,,
특별법범,철도법,소계,광명시,,,,,,,,,,1,,,,,,,
특별법범,철도법,소계,포항시,,,,,,,,,,,1,,,,,,
특별법범,철도법,소계,안산시,,,,,,,,,,,2,,,,,,
특별법범,철도법,소계,진주시,1,1,,1,,,,1,,,,,,,,,
특별법범,철도법,소계,고양시,,,,,,,,,1,,1,,1,,,,
특별법범,철도법,소계,목포시,1,1,,1,,,,,,,,,,,,,
특별법범,철도법,소계,의정부시,,,,,,,,1,,5,12,,,,,,
특별법범,철도법,소계,익산시,,,,2,,,,,,,,,,,,,
특별법범,철도법,소계,군산시,5,,,,,,1,2,,,,,,,,,
특별법범,철도법,소계,춘천시,1,2,,,1,,,,,,,,,,,,
특별법범,철도법,소계,평택시,,,,2,1,,,,,1,,,,,,,
특별법범,철도법,소계,경주시,,,,7,1,1,1,,,,,,,,,,
특별법범,철도법,소계,김해시,,,,,,,,,,,1,,,,,,
특별법범,철도법,소계,순천시,,,,7,,,,,,,,,,,,,
특별법범,철도법,소계,군포시,,,,,,,,1,,1,3,1,,,,,
특별법범,철도법,소계,남양주시,,,,,1,,3,,1,1,2,,,,,,
특별법범,철도법,소계,김천시,,,,,,,,,2,,,,,,,,
특별법범,철도법,소계,정읍시,,,,1,,,,,,,,,,,,,
특별법범,철도법,소계,기타도시,5,4,3,8,3,2,2,4,2,3,8,,,,,,
특별법범,철도법,소계,도시이외,7,9,3,6,1,4,2,1,6,3,9,1,,,,,
특별법범,청소년보호법,소계,서울특별시,,,,1148,2702,3870,4744,4899,3638,2972,2085,1498,1352,,,,
특별법범,청소년보호법,소계,부산광역시,,,,333,1292,1699,1291,1183,909,592,586,361,366,,,,
특별법범,청소년보호법,소계,대구광역시,,,,311,878,903,768,837,971,688,769,438,304,,,,
특별법범,청소년보호법,소계,인천광역시,,,,161,589,1258,1347,1040,1179,624,578,380,419,,,,
특별법범,청소년보호법,소계,광주광역시,,,,231,704,719,554,354,316,201,168,170,188,,,,
특별법범,청소년보호법,소계,대전광역시,,,,177,561,647,527,488,459,466,236,162,172,,,,
특별법범,청소년보호법,소계,울산광역시,,,,52,267,643,448,325,272,258,191,152,132,,,,
특별법범,청소년보호법,소계,부천시,,,,46,208,390,385,287,281,216,232,157,136,,,,
특별법범,청소년보호법,소계,수원시,,,,208,234,378,297,379,242,206,217,187,133,,,,
특별법범,청소년보호법,소계,성남시,,,,137,323,450,452,444,417,346,164,141,123,,,,
특별법범,청소년보호법,소계,전주시,,,,170,443,398,284,114,360,122,193,102,58,,,,
특별법범,청소년보호법,소계,안양시,,,,85,165,170,260,174,182,138,131,102,89,,,,
특별법범,청소년보호법,소계,청주시,,,,30,254,274,270,416,219,180,155,136,145,,,,
특별법범,청소년보호법,소계,마산시,,,,116,351,233,218,175,148,113,71,48,50,,,,
특별법범,청소년보호법,소계,창원시,,,,115,142,145,189,166,142,107,86,71,51,,,,
특별법범,청소년보호법,소계,광명시,,,,114,141,120,84,91,99,68,49,35,30,,,,
특별법범,청소년보호법,소계,포항시,,,,48,144,376,235,186,158,148,132,83,84,,,,
특별법범,청소년보호법,소계,안산시,,,,37,102,200,197,187,117,101,114,91,81,,,,
특별법범,청소년보호법,소계,진주시,,,,90,165,263,241,154,139,122,72,62,70,,,,
특별법범,청소년보호법,소계,고양시,,,,26,78,127,171,146,159,125,107,106,106,,,,
특별법범,청소년보호법,소계,제주시,,,,79,250,236,248,235,171,176,143,51,65,,,,
특별법범,청소년보호법,소계,목포시,,,,44,89,84,172,151,89,64,69,51,57,,,,
특별법범,청소년보호법,소계,의정부시,,,,52,59,81,155,165,119,94,128,68,64,,,,
특별법범,청소년보호법,소계,익산시,,,,41,70,103,145,114,102,76,82,34,45,,,,
특별법범,청소년보호법,소계,군산시,,,,80,145,164,136,93,151,119,140,37,46,,,,
특별법범,청소년보호법,소계,구미시,,,,38,123,213,233,167,155,70,87,39,50,,,,
특별법범,청소년보호법,소계,천안시,,,,58,84,83,138,105,87,75,68,88,53,,,,
특별법범,청소년보호법,소계,여수시,,,,10,229,152,136,113,48,64,85,49,28,,,,
특별법범,청소년보호법,소계,춘천시,,,,39,155,161,159,106,176,103,75,78,69,,,,
특별법범,청소년보호법,소계,원주시,,,,77,113,124,113,101,133,93,45,72,85,,,,
특별법범,청소년보호법,소계,평택시,,,,76,195,180,154,131,111,84,115,57,66,,,,
특별법범,청소년보호법,소계,경주시,,,,106,138,153,87,66,102,61,61,33,28,,,,
특별법범,청소년보호법,소계,김해시,,,,54,80,107,169,116,138,71,48,67,89,,,,
특별법범,청소년보호법,소계,순천시,,,,15,115,138,158,69,75,76,62,35,42,,,,
특별법범,청소년보호법,소계,군포시,,,,2,7,48,70,63,48,47,40,22,11,,,,
특별법범,청소년보호법,소계,남양주시,,,,47,64,118,127,105,75,51,37,21,36,,,,
특별법범,청소년보호법,소계,강릉시,,,,17,23,75,105,97,193,206,143,49,24,,,,
특별법범,청소년보호법,소계,충주시,,,,,9,100,96,90,81,52,55,49,41,,,,
특별법범,청소년보호법,소계,안동시,,,,16,45,90,48,89,75,55,50,27,33,,,,
특별법범,청소년보호법,소계,경산시,,,,,4,45,51,34,34,34,17,17,11,,,,
특별법범,청소년보호법,소계,아산시,,,,54,58,36,50,36,28,40,30,23,13,,,,
특별법범,청소년보호법,소계,거제시,,,,6,42,57,84,68,76,39,45,40,32,,,,
특별법범,청소년보호법,소계,김천시,,,,19,37,159,68,87,49,32,31,7,12,,,,
특별법범,청소년보호법,소계,정읍시,,,,34,66,77,55,35,37,20,32,12,18,,,,
특별법범,청소년보호법,소계,용인시,,,,,,,,,,,61,32,24,,,,
특별법범,청소년보호법,소계,시흥시,,,,,,,,,,,74,53,66,,,,
특별법범,청소년보호법,소계,파주시,,,,,,,,,,,41,29,27,,,,
특별법범,청소년보호법,소계,양산시,,,,,,,,,,,38,20,42,,,,
특별법범,청소년보호법,소계,이천시,,,,,,,,,,,44,28,27,,,,
특별법범,청소년보호법,소계,구리시,,,,,,,,,,,85,34,42,,,,
특별법범,청소년보호법,소계,서산시,,,,,,,,,,,18,25,18,,,,
특별법범,청소년보호법,소계,제천시,,,,,,,,,,,40,29,53,,,,
특별법범,청소년보호법,소계,논산시,,,,,,,,,,,65,37,24,,,,
특별법범,청소년보호법,소계,기타도시,,,,443,1544,1544,1234,974,1022,780,669,481,461,,,,
특별법범,청소년보호법,소계,도시이외,,,,655,1678,1625,1470,1049,1095,692,572,414,336,,,,
특별법범,청소년보호법,소계,기타,,,,,,65,600,597,496,431,,,,,,,
특별법범,청소년성보호에 관한 법률,소계,서울특별시,,,,,,,,,,,802,481,355,,,,
특별법범,청소년성보호에 관한 법률,소계,부산광역시,,,,,,,,,,,302,132,104,,,,
특별법범,청소년성보호에 관한 법률,소계,대구광역시,,,,,,,,,,,115,76,53,,,,
특별법범,청소년성보호에 관한 법률,소계,인천광역시,,,,,,,,,,,199,141,132,,,,
특별법범,청소년성보호에 관한 법률,소계,광주광역시,,,,,,,,,,,83,69,84,,,,
특별법범,청소년성보호에 관한 법률,소계,대전광역시,,,,,,,,,,,52,56,17,,,,
특별법범,청소년성보호에 관한 법률,소계,울산광역시,,,,,,,,,,,57,38,31,,,,
특별법범,청소년성보호에 관한 법률,소계,부천시,,,,,,,,,,,57,52,58,,,,
특별법범,청소년성보호에 관한 법률,소계,수원시,,,,,,,,,,,73,28,33,,,,
특별법범,청소년성보호에 관한 법률,소계,성남시,,,,,,,,,,,55,59,64,,,,
특별법범,청소년성보호에 관한 법률,소계,전주시,,,,,,,,,,,37,33,12,,,,
특별법범,청소년성보호에 관한 법률,소계,안양시,,,,,,,,,,,42,20,17,,,,
특별법범,청소년성보호에 관한 법률,소계,청주시,,,,,,,,,,,62,26,18,,,,
특별법범,청소년성보호에 관한 법률,소계,마산시,,,,,,,,,,,30,12,18,,,,
특별법범,청소년성보호에 관한 법률,소계,창원시,,,,,,,,,,,16,21,13,,,,
특별법범,청소년성보호에 관한 법률,소계,광명시,,,,,,,,,,,18,13,10,,,,
특별법범,청소년성보호에 관한 법률,소계,포항시,,,,,,,,,,,10,19,13,,,,
특별법범,청소년성보호에 관한 법률,소계,안산시,,,,,,,,,,,53,42,38,,,,
특별법범,청소년성보호에 관한 법률,소계,진주시,,,,,,,,,,,12,17,4,,,,
특별법범,청소년성보호에 관한 법률,소계,고양시,,,,,,,,,,,33,21,21,,,,
특별법범,청소년성보호에 관한 법률,소계,제주시,,,,,,,,,,,40,20,38,,,,
특별법범,청소년성보호에 관한 법률,소계,목포시,,,,,,,,,,,13,8,24,,,,
특별법범,청소년성보호에 관한 법률,소계,의정부시,,,,,,,,,,,32,28,26,,,,
특별법범,청소년성보호에 관한 법률,소계,익산시,,,,,,,,,,,18,5,6,,,,
특별법범,청소년성보호에 관한 법률,소계,군산시,,,,,,,,,,,45,20,8,,,,
특별법범,청소년성보호에 관한 법률,소계,구미시,,,,,,,,,,,24,15,16,,,,
특별법범,청소년성보호에 관한 법률,소계,천안시,,,,,,,,,,,17,10,21,,,,
특별법범,청소년성보호에 관한 법률,소계,여수시,,,,,,,,,,,16,8,25,,,,
특별법범,청소년성보호에 관한 법률,소계,춘천시,,,,,,,,,,,25,21,5,,,,
특별법범,청소년성보호에 관한 법률,소계,원주시,,,,,,,,,,,5,7,7,,,,
