죄종별,죄종별2,죄종별3,범죄발생지별,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년
총범죄,강력범죄,살인미수등,청주시,14,12,10,12,15,6,9,13,10,3,2,8
총범죄,강력범죄,살인미수등,충주시,6,6,3,2,1,6,3,1,4,2,0,2
총범죄,강력범죄,살인미수등,계룡시,0,0,0,0,0,0,0,0,0,0,1,1
총범죄,강력범죄,살인미수등,공주시,0,0,0,0,2,1,0,0,0,1,0,0
총범죄,강력범죄,살인미수등,논산시,2,4,7,4,3,0,3,4,4,3,0,1
총범죄,강력범죄,살인미수등,당진시,0,0,0,0,1,1,1,0,3,3,2,4
총범죄,강력범죄,살인미수등,보령시,0,0,0,0,5,2,1,1,1,2,0,0
총범죄,강력범죄,살인미수등,서산시,6,5,4,5,1,3,1,0,1,2,1,2
총범죄,강력범죄,살인미수등,아산시,5,2,2,4,4,5,4,7,5,5,5,7
총범죄,강력범죄,살인미수등,천안시,7,10,12,11,8,11,9,5,10,6,9,13
총범죄,강력범죄,살인미수등,군산시,2,2,2,3,6,2,2,1,2,1,1,5
총범죄,강력범죄,살인미수등,김제시,0,0,0,0,0,1,2,0,1,3,1,3
총범죄,강력범죄,살인미수등,남원시,0,0,0,0,0,0,1,3,1,2,1,1
총범죄,강력범죄,살인미수등,익산시,4,3,1,1,5,5,5,4,3,2,2,3
총범죄,강력범죄,살인미수등,전주시,6,5,12,3,7,7,4,9,8,4,4,3
총범죄,강력범죄,살인미수등,정읍시,1,1,2,1,1,3,0,2,0,2,0,1
총범죄,강력범죄,살인미수등,광양시,0,0,0,0,3,2,0,1,1,0,0,1
총범죄,강력범죄,살인미수등,나주시,0,0,0,0,1,0,2,2,2,0,2,0
총범죄,강력범죄,살인미수등,목포시,6,4,2,3,0,4,6,2,3,0,2,2
총범죄,강력범죄,살인미수등,순천시,2,2,2,0,1,2,4,4,3,2,2,2
총범죄,강력범죄,살인미수등,여수시,2,4,4,1,2,0,3,5,0,4,3,2
총범죄,강력범죄,살인미수등,경산시,1,1,2,4,2,1,0,3,1,0,3,1
총범죄,강력범죄,살인미수등,경주시,2,5,2,5,4,3,2,4,1,1,2,1
총범죄,강력범죄,살인미수등,구미시,4,5,4,0,2,4,3,3,2,4,4,3
총범죄,강력범죄,살인미수등,김천시,2,4,1,1,1,0,2,1,2,1,1,1
총범죄,강력범죄,살인미수등,문경시,0,0,0,0,0,0,1,1,0,0,0,1
총범죄,강력범죄,살인미수등,상주시,0,0,0,0,0,1,1,1,2,0,0,1
총범죄,강력범죄,살인미수등,안동시,3,1,3,0,0,1,1,0,1,2,1,0
총범죄,강력범죄,살인미수등,영주시,0,0,0,0,0,1,0,1,2,0,0,0
총범죄,강력범죄,살인미수등,영천시,0,0,0,0,2,1,1,0,0,2,0,1
총범죄,강력범죄,살인미수등,포항시,9,1,6,5,7,6,0,8,2,4,2,4
총범죄,강력범죄,살인미수등,거제시,8,4,2,4,1,0,4,3,2,7,5,1
총범죄,강력범죄,살인미수등,김해시,13,7,7,5,7,4,5,3,0,6,2,8
총범죄,강력범죄,살인미수등,마산시,9,3,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,살인미수등,밀양시,0,0,0,0,5,0,0,4,2,0,0,2
총범죄,강력범죄,살인미수등,사천시,0,0,0,0,5,3,2,1,3,6,1,0
총범죄,강력범죄,살인미수등,양산시,2,3,2,4,6,1,3,3,3,2,2,3
총범죄,강력범죄,살인미수등,진주시,10,1,5,5,0,3,8,2,2,1,3,1
총범죄,강력범죄,살인미수등,창원시,9,12,11,14,13,15,6,18,10,13,8,11
총범죄,강력범죄,살인미수등,통영시,0,0,0,0,2,3,2,3,3,0,0,1
총범죄,강력범죄,살인미수등,서귀포시,0,0,0,0,1,1,2,2,3,2,1,4
총범죄,강력범죄,살인미수등,제주시,10,7,20,13,16,11,12,6,9,4,11,4
총범죄,강력범죄,살인미수등,기타도시,53,57,52,51,4,2,0,2,2,1,1,1
총범죄,강력범죄,살인미수등,도시이외,79,48,71,52,44,49,50,36,42,44,30,43
총범죄,강력범죄,강도,서울,950,569,421,341,274,260,167,139,133,141,122,118
총범죄,강력범죄,강도,부산,441,295,224,131,161,137,102,86,81,38,51,43
총범죄,강력범죄,강도,대구,192,102,110,63,60,51,37,44,31,33,23,31
총범죄,강력범죄,강도,인천,250,135,117,111,103,88,73,37,60,45,34,30
총범죄,강력범죄,강도,광주,149,102,86,53,44,47,33,27,27,24,13,10
총범죄,강력범죄,강도,대전,174,100,69,82,64,35,41,51,25,14,9,17
총범죄,강력범죄,강도,울산,105,37,45,32,29,33,25,26,27,14,10,10
총범죄,강력범죄,강도,세종,0,0,0,0,0,3,3,5,0,2,1,2
총범죄,강력범죄,강도,고양시,38,34,23,17,14,11,14,7,8,10,2,4
총범죄,강력범죄,강도,과천시,0,0,0,0,0,1,1,0,0,0,0,0
총범죄,강력범죄,강도,광명시,13,9,5,12,4,4,1,7,5,4,0,4
총범죄,강력범죄,강도,광주시,0,0,0,0,4,4,4,3,5,0,0,1
총범죄,강력범죄,강도,구리시,15,13,5,7,6,1,4,5,3,2,1,1
총범죄,강력범죄,강도,군포시,12,10,8,5,5,3,4,0,2,3,0,0
총범죄,강력범죄,강도,김포시,0,0,0,0,7,6,3,4,1,7,7,2
총범죄,강력범죄,강도,남양주시,23,16,10,15,12,9,7,3,7,8,5,6
총범죄,강력범죄,강도,동두천시,0,0,0,0,0,0,4,2,1,5,1,0
총범죄,강력범죄,강도,부천시,61,49,36,24,25,17,13,20,12,16,6,11
총범죄,강력범죄,강도,성남시,79,28,33,28,30,17,14,16,13,15,11,13
총범죄,강력범죄,강도,수원시,89,74,40,31,38,26,25,20,19,9,7,8
총범죄,강력범죄,강도,시흥시,38,34,26,12,14,9,8,10,15,6,2,8
총범죄,강력범죄,강도,안산시,100,41,35,19,42,19,17,10,13,16,6,9
총범죄,강력범죄,강도,안성시,0,0,0,0,2,3,3,3,5,4,2,6
총범죄,강력범죄,강도,안양시,36,30,9,12,7,7,13,3,7,5,4,3
총범죄,강력범죄,강도,양주시,0,0,0,0,5,2,3,0,1,4,2,4
총범죄,강력범죄,강도,여주시,0,0,0,0,5,0,0,0,13,2,0,1
총범죄,강력범죄,강도,오산시,0,0,0,0,4,1,5,9,7,1,0,1
총범죄,강력범죄,강도,용인시,25,21,18,17,11,5,12,1,7,6,7,1
총범죄,강력범죄,강도,의왕시,0,0,0,0,1,1,3,2,0,0,0,2
총범죄,강력범죄,강도,의정부시,29,25,11,13,15,17,15,10,4,7,6,4
총범죄,강력범죄,강도,이천시,16,8,3,13,8,2,2,0,1,1,0,0
총범죄,강력범죄,강도,파주시,14,11,13,10,5,4,6,5,4,4,2,3
총범죄,강력범죄,강도,평택시,45,27,16,19,20,9,9,14,12,12,6,6
총범죄,강력범죄,강도,포천시,0,0,0,0,3,3,5,6,4,1,1,0
총범죄,강력범죄,강도,하남시,0,0,0,0,1,1,1,0,1,2,0,5
총범죄,강력범죄,강도,화성시,0,0,0,0,12,3,6,5,7,4,9,4
총범죄,강력범죄,강도,강릉시,10,2,7,11,8,5,6,3,4,8,6,2
총범죄,강력범죄,강도,동해시,0,0,0,0,0,2,3,0,2,0,0,4
총범죄,강력범죄,강도,삼척시,0,0,0,0,0,0,0,2,0,1,1,2
총범죄,강력범죄,강도,속초시,0,0,0,0,0,5,1,1,2,2,1,1
총범죄,강력범죄,강도,원주시,23,15,11,12,9,2,7,2,8,7,0,1
총범죄,강력범죄,강도,춘천시,14,13,7,13,9,5,5,3,3,1,2,4
총범죄,강력범죄,강도,태백시,0,0,0,0,0,3,0,0,4,0,0,0
총범죄,강력범죄,강도,제천시,16,8,3,6,2,2,4,4,4,3,2,2
총범죄,강력범죄,강도,청주시,60,48,34,32,30,17,11,15,22,9,6,19
총범죄,강력범죄,강도,충주시,13,11,7,4,6,0,5,2,2,3,2,0
총범죄,강력범죄,강도,계룡시,0,0,0,0,0,0,0,0,0,1,0,0
총범죄,강력범죄,강도,공주시,0,0,0,0,0,6,1,1,3,0,2,0
총범죄,강력범죄,강도,논산시,5,9,3,5,4,1,3,1,0,0,1,0
총범죄,강력범죄,강도,당진시,0,0,0,0,3,3,2,6,1,3,1,1
총범죄,강력범죄,강도,보령시,0,0,0,0,3,7,1,1,0,2,1,1
총범죄,강력범죄,강도,서산시,10,9,2,4,6,5,0,0,1,1,1,5
총범죄,강력범죄,강도,아산시,12,15,18,8,2,9,8,7,12,15,2,3
총범죄,강력범죄,강도,천안시,57,31,39,33,22,8,15,19,13,14,10,12
총범죄,강력범죄,강도,군산시,15,18,11,8,7,8,5,3,7,2,3,2
총범죄,강력범죄,강도,김제시,0,0,0,0,1,0,1,1,0,0,1,2
총범죄,강력범죄,강도,남원시,0,0,0,0,2,2,0,3,2,4,0,0
총범죄,강력범죄,강도,익산시,23,13,17,13,14,15,7,6,2,0,2,3
총범죄,강력범죄,강도,전주시,42,24,13,30,21,12,11,11,10,9,8,3
총범죄,강력범죄,강도,정읍시,2,12,3,4,0,1,0,0,1,1,1,0
총범죄,강력범죄,강도,광양시,0,0,0,0,1,5,2,3,0,1,0,1
총범죄,강력범죄,강도,나주시,0,0,0,0,0,0,1,1,4,2,0,0
총범죄,강력범죄,강도,목포시,14,16,19,12,9,5,5,10,8,5,2,2
총범죄,강력범죄,강도,순천시,27,13,15,5,9,4,4,2,1,0,1,7
총범죄,강력범죄,강도,여수시,15,13,6,8,6,6,5,3,3,4,1,0
총범죄,강력범죄,강도,경산시,27,8,7,4,14,6,4,4,3,0,1,2
총범죄,강력범죄,강도,경주시,13,12,11,5,9,6,11,7,5,1,2,1
총범죄,강력범죄,강도,구미시,39,28,18,20,13,15,8,7,4,5,3,3
총범죄,강력범죄,강도,김천시,4,5,4,3,3,1,3,4,2,0,4,0
총범죄,강력범죄,강도,문경시,0,0,0,0,1,0,0,0,0,0,0,0
총범죄,강력범죄,강도,상주시,0,0,0,0,1,2,1,0,0,1,0,0
총범죄,강력범죄,강도,안동시,6,5,8,0,0,1,1,1,1,1,1,0
총범죄,강력범죄,강도,영주시,0,0,0,0,9,1,1,2,2,1,1,1
총범죄,강력범죄,강도,영천시,0,0,0,0,5,1,1,2,3,0,1,1
총범죄,강력범죄,강도,포항시,30,31,9,5,10,7,17,6,4,6,4,3
총범죄,강력범죄,강도,거제시,12,5,4,5,4,5,4,3,2,0,1,3
총범죄,강력범죄,강도,김해시,32,28,15,7,17,10,8,10,9,4,8,4
총범죄,강력범죄,강도,마산시,37,5,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강도,밀양시,0,0,0,0,1,4,2,2,0,0,0,1
총범죄,강력범죄,강도,사천시,0,0,0,0,4,1,1,3,0,0,0,1
총범죄,강력범죄,강도,양산시,8,13,5,9,2,7,7,4,6,7,4,0
총범죄,강력범죄,강도,진주시,33,18,12,7,13,6,4,5,3,8,11,0
총범죄,강력범죄,강도,창원시,63,52,49,37,26,26,21,19,10,16,5,12
총범죄,강력범죄,강도,통영시,0,0,0,0,3,1,4,3,4,2,0,5
총범죄,강력범죄,강도,서귀포시,0,0,0,0,4,1,2,1,7,3,4,1
총범죄,강력범죄,강도,제주시,38,35,38,25,29,24,33,9,14,11,8,4
총범죄,강력범죄,강도,기타도시,249,181,127,103,4,1,3,4,5,1,1,1
총범죄,강력범죄,강도,도시이외,151,121,95,81,65,46,35,35,34,33,29,28
총범죄,강력범죄,강간·강제추행,서울,5242,4916,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,부산,1443,1332,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,대구,793,974,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,인천,1251,1227,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,광주,725,861,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,대전,535,523,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,울산,382,373,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,고양시,339,323,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,광명시,81,109,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,구리시,89,78,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,군포시,94,118,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,남양주시,129,135,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,부천시,470,413,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,성남시,372,377,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,수원시,547,548,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,시흥시,192,204,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,안산시,358,356,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,안양시,223,221,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,용인시,196,201,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,의정부시,176,222,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,이천시,66,82,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,파주시,98,129,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,평택시,176,152,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,강릉시,93,88,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,원주시,125,151,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,춘천시,71,88,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,제천시,43,43,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,청주시,273,271,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,충주시,61,64,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,논산시,55,39,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,서산시,45,58,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,아산시,77,87,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,천안시,259,290,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,군산시,91,88,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,익산시,115,143,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,전주시,211,265,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,정읍시,26,33,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,목포시,126,104,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,순천시,115,100,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,여수시,56,116,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,경산시,81,94,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,경주시,86,96,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,구미시,161,131,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,김천시,30,34,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,안동시,53,64,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,포항시,158,128,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,거제시,67,83,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,김해시,129,141,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,마산시,119,9,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,양산시,59,84,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,진주시,98,85,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,창원시,189,333,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,제주시,244,264,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,기타도시,1165,1220,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간·강제추행,도시이외,1040,1002,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간,서울,0,0,1190,1045,969,1129,1155,1159,1254,1279,1134,1200
총범죄,강력범죄,강간,부산,0,0,470,399,383,314,334,323,297,306,321,347
총범죄,강력범죄,강간,대구,0,0,256,219,216,197,201,246,215,213,220,215
총범죄,강력범죄,강간,인천,0,0,308,308,304,347,352,362,327,338,345,340
총범죄,강력범죄,강간,광주,0,0,246,220,216,170,203,197,185,158,148,152
총범죄,강력범죄,강간,대전,0,0,198,168,181,171,176,175,173,180,164,200
총범죄,강력범죄,강간,울산,0,0,114,126,132,112,97,108,106,103,120,112
총범죄,강력범죄,강간,세종,0,0,0,0,3,10,17,25,12,27,22,26
총범죄,강력범죄,강간,고양시,0,0,83,43,73,83,77,77,75,81,67,63
총범죄,강력범죄,강간,과천시,0,0,0,0,0,0,4,1,0,4,4,2
총범죄,강력범죄,강간,광명시,0,0,21,35,12,32,22,20,24,21,27,17
총범죄,강력범죄,강간,광주시,0,0,0,0,25,16,19,19,18,23,34,18
총범죄,강력범죄,강간,구리시,0,0,27,22,22,30,24,18,19,17,16,15
총범죄,강력범죄,강간,군포시,0,0,19,24,26,18,27,18,20,23,21,23
총범죄,강력범죄,강간,김포시,0,0,0,0,33,20,18,25,28,33,34,34
총범죄,강력범죄,강간,남양주시,0,0,35,37,50,60,36,37,37,40,37,40
총범죄,강력범죄,강간,동두천시,0,0,0,0,6,6,8,12,13,16,14,12
총범죄,강력범죄,강간,부천시,0,0,99,78,105,108,87,83,92,81,75,93
총범죄,강력범죄,강간,성남시,0,0,76,102,83,114,93,99,92,79,93,69
총범죄,강력범죄,강간,수원시,0,0,144,131,157,124,128,136,140,144,151,144
총범죄,강력범죄,강간,시흥시,0,0,52,41,36,57,55,48,69,63,62,51
총범죄,강력범죄,강간,안산시,0,0,83,74,86,98,108,85,90,87,113,80
총범죄,강력범죄,강간,안성시,0,0,0,0,23,15,29,22,15,18,17,24
총범죄,강력범죄,강간,안양시,0,0,64,77,52,45,61,77,39,54,52,35
총범죄,강력범죄,강간,양주시,0,0,0,0,19,27,11,17,13,23,18,20
총범죄,강력범죄,강간,여주시,0,0,0,0,13,14,8,11,11,14,30,10
총범죄,강력범죄,강간,오산시,0,0,0,0,23,20,21,21,22,30,28,35
총범죄,강력범죄,강간,용인시,0,0,58,58,53,38,32,52,55,46,48,64
총범죄,강력범죄,강간,의왕시,0,0,0,0,8,6,5,13,3,8,7,7
총범죄,강력범죄,강간,의정부시,0,0,51,46,67,45,50,41,57,55,51,73
총범죄,강력범죄,강간,이천시,0,0,23,15,23,26,18,23,20,24,20,16
총범죄,강력범죄,강간,파주시,0,0,27,36,29,38,36,31,39,27,30,46
총범죄,강력범죄,강간,평택시,0,0,60,39,50,48,56,54,37,64,66,67
총범죄,강력범죄,강간,포천시,0,0,0,0,17,30,23,22,16,19,18,15
총범죄,강력범죄,강간,하남시,0,0,0,0,11,2,5,8,12,9,15,22
총범죄,강력범죄,강간,화성시,0,0,0,0,32,24,39,27,47,56,54,53
총범죄,강력범죄,강간,강릉시,0,0,44,28,28,30,26,27,23,28,19,30
총범죄,강력범죄,강간,동해시,0,0,0,0,5,12,9,11,10,11,13,3
총범죄,강력범죄,강간,삼척시,0,0,0,0,10,7,6,5,9,4,9,8
총범죄,강력범죄,강간,속초시,0,0,0,0,6,12,14,14,12,8,9,15
총범죄,강력범죄,강간,원주시,0,0,31,51,48,54,34,38,51,34,27,35
총범죄,강력범죄,강간,춘천시,0,0,27,31,10,33,25,16,17,16,29,35
총범죄,강력범죄,강간,태백시,0,0,0,0,1,2,10,5,9,9,2,5
총범죄,강력범죄,강간,제천시,0,0,14,8,15,14,14,14,8,13,12,18
총범죄,강력범죄,강간,청주시,0,0,80,79,79,85,110,90,83,98,96,103
총범죄,강력범죄,강간,충주시,0,0,26,15,15,29,27,18,17,24,27,28
총범죄,강력범죄,강간,계룡시,0,0,0,0,1,2,0,2,4,1,4,5
총범죄,강력범죄,강간,공주시,0,0,0,0,14,14,10,15,7,21,13,7
총범죄,강력범죄,강간,논산시,0,0,15,13,13,13,9,19,15,10,9,13
총범죄,강력범죄,강간,당진시,0,0,0,0,11,13,13,6,21,18,14,19
총범죄,강력범죄,강간,보령시,0,0,0,0,10,12,18,14,23,14,19,25
총범죄,강력범죄,강간,서산시,0,0,21,16,11,10,20,14,18,15,23,12
총범죄,강력범죄,강간,아산시,0,0,28,23,27,33,25,36,21,20,35,38
총범죄,강력범죄,강간,천안시,0,0,101,75,82,76,78,91,83,86,74,95
총범죄,강력범죄,강간,군산시,0,0,25,23,21,19,17,24,25,21,21,26
총범죄,강력범죄,강간,김제시,0,0,0,0,13,6,6,11,5,8,5,3
총범죄,강력범죄,강간,남원시,0,0,0,0,11,6,12,5,6,9,6,5
총범죄,강력범죄,강간,익산시,0,0,51,51,34,25,28,21,25,24,24,24
총범죄,강력범죄,강간,전주시,0,0,74,57,68,62,70,79,84,58,60,81
총범죄,강력범죄,강간,정읍시,0,0,17,12,16,11,14,12,10,12,9,12
총범죄,강력범죄,강간,광양시,0,0,0,0,14,21,21,22,14,11,14,14
총범죄,강력범죄,강간,나주시,0,0,0,0,4,4,6,12,17,8,17,15
총범죄,강력범죄,강간,목포시,0,0,50,30,42,33,32,44,45,38,41,36
총범죄,강력범죄,강간,순천시,0,0,35,23,34,30,37,33,31,25,46,31
총범죄,강력범죄,강간,여수시,0,0,40,24,43,20,33,25,20,30,35,21
총범죄,강력범죄,강간,경산시,0,0,26,21,23,36,19,32,36,32,31,33
총범죄,강력범죄,강간,경주시,0,0,37,35,30,21,16,21,27,20,30,21
총범죄,강력범죄,강간,구미시,0,0,53,44,50,35,53,40,51,34,49,42
총범죄,강력범죄,강간,김천시,0,0,12,4,14,15,12,17,17,19,13,11
총범죄,강력범죄,강간,문경시,0,0,0,0,5,9,5,2,9,9,7,2
총범죄,강력범죄,강간,상주시,0,0,0,0,9,6,9,6,10,13,10,6
총범죄,강력범죄,강간,안동시,0,0,21,19,25,13,20,14,12,12,20,13
총범죄,강력범죄,강간,영주시,0,0,0,0,9,3,5,8,11,11,7,14
총범죄,강력범죄,강간,영천시,0,0,0,0,9,9,7,10,10,7,11,6
총범죄,강력범죄,강간,포항시,0,0,42,40,48,57,54,48,51,52,62,65
총범죄,강력범죄,강간,거제시,0,0,18,26,23,18,27,30,22,21,20,29
총범죄,강력범죄,강간,김해시,0,0,48,44,42,31,38,31,36,40,40,44
총범죄,강력범죄,강간,마산시,0,0,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,강간,밀양시,0,0,0,0,10,8,6,12,12,11,7,6
총범죄,강력범죄,강간,사천시,0,0,0,0,12,5,10,7,9,9,11,12
총범죄,강력범죄,강간,양산시,0,0,23,25,35,31,29,29,25,29,17,36
총범죄,강력범죄,강간,진주시,0,0,36,31,63,32,28,31,28,37,23,41
총범죄,강력범죄,강간,창원시,0,0,120,99,85,68,84,66,92,93,87,77
총범죄,강력범죄,강간,통영시,0,0,0,0,11,15,7,8,8,13,7,19
총범죄,강력범죄,강간,서귀포시,0,0,0,0,14,16,17,25,16,18,23,17
총범죄,강력범죄,강간,제주시,0,0,97,73,64,68,79,78,83,77,89,78
총범죄,강력범죄,강간,기타도시,0,0,445,392,18,11,6,10,15,21,13,18
총범죄,강력범죄,강간,도시이외,0,0,392,323,328,366,333,353,345,298,298,375
