죄종별(1),죄종별(2),죄종별(3),시간별,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년
형법범,지능범,유실물 표류물 점유이탈물 매장물횡령,밤(20:00~24:00),240,,,,,,,,,,,,,,,,
형법범,지능범,유실물 표류물 점유이탈물 매장물횡령,새벽(04:00~07:00),68,,,,,,,,,,,,,,,,
형법범,지능범,유실물 표류물 점유이탈물 매장물횡령,심야(00:00~04:00),140,,,,,,,,,,,,,,,,
형법범,지능범,유실물 표류물 점유이탈물 매장물횡령,오전(07:00~12:00),211,,,,,,,,,,,,,,,,
형법범,지능범,유실물 표류물 점유이탈물 매장물횡령,오후(12:00~18:00),423,,,,,,,,,,,,,,,,
형법범,지능범,유실물 표류물 점유이탈물 매장물횡령,초저녁(18:00~20:00),152,,,,,,,,,,,,,,,,
형법범,지능범,준사기,미상,3,,,,,,,,,,,,,,,,
형법범,지능범,준사기,오전(07:00~12:00),2,,,,,,,,,,,,,,,,
형법범,지능범,준사기,오후(12:00~18:00),4,,,,,,,,,,,,,,,,
형법범,지능범,"직권남용(권리행사방해체포,감금)",미상,11,,,,,,,,,,,,,,,,
형법범,지능범,"직권남용(권리행사방해체포,감금)",오전(07:00~12:00),8,,,,,,,,,,,,,,,,
형법범,지능범,"직권남용(권리행사방해체포,감금)",오후(12:00~18:00),5,,,,,,,,,,,,,,,,
형법범,지능범,"직권남용(권리행사방해체포,감금)",초저녁(18:00~20:00),2,,,,,,,,,,,,,,,,
형법범,지능범,"직무유기, 수행거부",미상,169,,,,,,,,,,,,,,,,
형법범,지능범,"직무유기, 수행거부",밤(20:00~24:00),5,,,,,,,,,,,,,,,,
형법범,지능범,"직무유기, 수행거부",새벽(04:00~07:00),4,,,,,,,,,,,,,,,,
형법범,지능범,"직무유기, 수행거부",심야(00:00~04:00),24,,,,,,,,,,,,,,,,
형법범,지능범,"직무유기, 수행거부",오전(07:00~12:00),31,,,,,,,,,,,,,,,,
형법범,지능범,"직무유기, 수행거부",오후(12:00~18:00),33,,,,,,,,,,,,,,,,
형법범,지능범,"직무유기, 수행거부",초저녁(18:00~20:00),5,,,,,,,,,,,,,,,,
형법범,지능범,통화위(변)조,오전(07:00~12:00),6,,,,,,,,,,,,,,,,
형법범,지능범,통화위(변)조,오후(12:00~18:00),3,,,,,,,,,,,,,,,,
형법범,지능범,통화위(변)조,초저녁(18:00~20:00),1,,,,,,,,,,,,,,,,
형법범,지능범,특가법(뇌물),미상,2,,,,,,,,,,,,,,,,
형법범,지능범,특가법(뇌물),오전(07:00~12:00),1,,,,,,,,,,,,,,,,
형법범,지능범,특가법(뇌물),오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,지능범,특가법(독직가혹행위),오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,지능범,특가법(독직폭행),미상,1,,,,,,,,,,,,,,,,
형법범,지능범,특가법(독직폭행),밤(20:00~24:00),1,,,,,,,,,,,,,,,,
형법범,지능범,특가법(독직폭행),오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,지능범,특가법(알선수재),미상,1,,,,,,,,,,,,,,,,
형법범,지능범,특가법(알선수재),오전(07:00~12:00),1,,,,,,,,,,,,,,,,
형법범,지능범,특가법(통화),초저녁(18:00~20:00),1,,,,,,,,,,,,,,,,
형법범,지능범,특가법(통화위조),초저녁(18:00~20:00),1,,,,,,,,,,,,,,,,
형법범,지능범,특경법(배임),미상,15,,,,,,,,,,,,,,,,
형법범,지능범,특경법(배임),오전(07:00~12:00),3,,,,,,,,,,,,,,,,
형법범,지능범,특경법(배임),오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,지능범,특경법(사기),미상,87,,,,,,,,,,,,,,,,
형법범,지능범,특경법(사기),밤(20:00~24:00),1,,,,,,,,,,,,,,,,
형법범,지능범,특경법(사기),새벽(04:00~07:00),1,,,,,,,,,,,,,,,,
형법범,지능범,특경법(사기),심야(00:00~04:00),2,,,,,,,,,,,,,,,,
형법범,지능범,특경법(사기),오전(07:00~12:00),24,,,,,,,,,,,,,,,,
형법범,지능범,특경법(사기),오후(12:00~18:00),21,,,,,,,,,,,,,,,,
형법범,지능범,특경법(사기),초저녁(18:00~20:00),1,,,,,,,,,,,,,,,,
형법범,지능범,특경법(알선수재),오후(12:00~18:00),3,,,,,,,,,,,,,,,,
형법범,지능범,특경법(알선수재),초저녁(18:00~20:00),1,,,,,,,,,,,,,,,,
형법범,지능범,특경법(증재등),미상,1,,,,,,,,,,,,,,,,
형법범,지능범,특경법(횡령),미상,16,,,,,,,,,,,,,,,,
형법범,지능범,특경법(횡령),심야(00:00~04:00),5,,,,,,,,,,,,,,,,
형법범,지능범,특경법(횡령),오전(07:00~12:00),4,,,,,,,,,,,,,,,,
형법범,지능범,특경법(횡령),오후(12:00~18:00),2,,,,,,,,,,,,,,,,
형법범,지능범,횡령,미상,8602,,,,,,,,,,,,,,,,
형법범,지능범,횡령,밤(20:00~24:00),168,,,,,,,,,,,,,,,,
형법범,지능범,횡령,새벽(04:00~07:00),27,,,,,,,,,,,,,,,,
형법범,지능범,횡령,심야(00:00~04:00),208,,,,,,,,,,,,,,,,
형법범,지능범,횡령,오전(07:00~12:00),1476,,,,,,,,,,,,,,,,
형법범,지능범,횡령,오후(12:00~18:00),2024,,,,,,,,,,,,,,,,
형법범,지능범,횡령,초저녁(18:00~20:00),317,,,,,,,,,,,,,,,,
형법범,폭력범,결혼약취유인,미상,2,,,,,,,,,,,,,,,,
형법범,폭력범,결혼약취유인,오전(07:00~12:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,결혼약취유인,오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,공갈,미상,306,,,,,,,,,,,,,,,,
형법범,폭력범,공갈,밤(20:00~24:00),30,,,,,,,,,,,,,,,,
형법범,폭력범,공갈,새벽(04:00~07:00),26,,,,,,,,,,,,,,,,
형법범,폭력범,공갈,심야(00:00~04:00),26,,,,,,,,,,,,,,,,
형법범,폭력범,공갈,오전(07:00~12:00),174,,,,,,,,,,,,,,,,
형법범,폭력범,공갈,오후(12:00~18:00),365,,,,,,,,,,,,,,,,
형법범,폭력범,공갈,초저녁(18:00~20:00),44,,,,,,,,,,,,,,,,
형법범,폭력범,공갈(상습),심야(00:00~04:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,공갈(상습),오후(12:00~18:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,국외이송약취유인,미상,1,,,,,,,,,,,,,,,,
형법범,폭력범,국외이송약취유인,오전(07:00~12:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,미성년자약취유인,미상,13,,,,,,,,,,,,,,,,
형법범,폭력범,미성년자약취유인,밤(20:00~24:00),11,,,,,,,,,,,,,,,,
형법범,폭력범,미성년자약취유인,새벽(04:00~07:00),3,,,,,,,,,,,,,,,,
형법범,폭력범,미성년자약취유인,심야(00:00~04:00),6,,,,,,,,,,,,,,,,
형법범,폭력범,미성년자약취유인,오전(07:00~12:00),15,,,,,,,,,,,,,,,,
형법범,폭력범,미성년자약취유인,오후(12:00~18:00),20,,,,,,,,,,,,,,,,
형법범,폭력범,미성년자약취유인,초저녁(18:00~20:00),8,,,,,,,,,,,,,,,,
형법범,폭력범,부녀매매,미상,12,,,,,,,,,,,,,,,,
형법범,폭력범,부녀매매,밤(20:00~24:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,부녀매매,심야(00:00~04:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,부녀매매,오전(07:00~12:00),4,,,,,,,,,,,,,,,,
형법범,폭력범,부녀매매,오후(12:00~18:00),9,,,,,,,,,,,,,,,,
형법범,폭력범,부녀매매,초저녁(18:00~20:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,부녀매매(상습),초저녁(18:00~20:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,상습폭행,오전(07:00~12:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,상해,미상,2812,,,,,,,,,,,,,,,,
형법범,폭력범,상해,밤(20:00~24:00),241,,,,,,,,,,,,,,,,
형법범,폭력범,상해,새벽(04:00~07:00),1052,,,,,,,,,,,,,,,,
형법범,폭력범,상해,심야(00:00~04:00),162,,,,,,,,,,,,,,,,
형법범,폭력범,상해,오전(07:00~12:00),6955,,,,,,,,,,,,,,,,
형법범,폭력범,상해,오후(12:00~18:00),10958,,,,,,,,,,,,,,,,
형법범,폭력범,상해,초저녁(18:00~20:00),901,,,,,,,,,,,,,,,,
형법범,폭력범,상해(상습),오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,상해(중),미상,5,,,,,,,,,,,,,,,,
형법범,폭력범,상해(중),밤(20:00~24:00),4,,,,,,,,,,,,,,,,
형법범,폭력범,상해(중),새벽(04:00~07:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,상해(중),심야(00:00~04:00),4,,,,,,,,,,,,,,,,
형법범,폭력범,상해(중),오전(07:00~12:00),7,,,,,,,,,,,,,,,,
형법범,폭력범,상해(중),오후(12:00~18:00),9,,,,,,,,,,,,,,,,
형법범,폭력범,상해(중),초저녁(18:00~20:00),3,,,,,,,,,,,,,,,,
형법범,폭력범,상해치사,미상,37,,,,,,,,,,,,,,,,
형법범,폭력범,상해치사,밤(20:00~24:00),48,,,,,,,,,,,,,,,,
형법범,폭력범,상해치사,새벽(04:00~07:00),8,,,,,,,,,,,,,,,,
형법범,폭력범,상해치사,심야(00:00~04:00),39,,,,,,,,,,,,,,,,
형법범,폭력범,상해치사,오전(07:00~12:00),14,,,,,,,,,,,,,,,,
형법범,폭력범,상해치사,오후(12:00~18:00),31,,,,,,,,,,,,,,,,
형법범,폭력범,상해치사,초저녁(18:00~20:00),18,,,,,,,,,,,,,,,,
형법범,폭력범,소계,미상,38976,31228,40795,47457,48585,57613,66140,75964,68590,71386,,,,,,,
형법범,폭력범,소계,밤(20:00~24:00),53936,51681,49344,47259,53291,64363,74086,71551,58398,61384,82922,83842,81372,83111,85373,87744,81229
형법범,폭력범,소계,새벽(04:00~07:00),5216,6011,6378,6863,8242,11681,15268,15878,13384,13436,22776,22844,22135,23752,23865,24189,22302
형법범,폭력범,소계,심야(00:00~04:00),32671,35044,36612,39370,46645,65317,79889,77682,62578,63220,99625,93135,88625,96623,99865,103716,95553
형법범,폭력범,소계,오전(07:00~12:00),15895,16445,16888,16447,20031,24448,29285,31485,27000,28589,23869,25111,26960,27456,29089,30251,27703
형법범,폭력범,소계,오후(12:00~18:00),28047,28534,28163,27101,30606,35941,42182,39779,33084,35389,37629,39583,41264,42543,44788,46566,42713
형법범,폭력범,소계,초저녁(18:00~20:00),18306,17547,16711,16178,19009,22911,26780,25706,20896,21489,19643,20848,21613,21671,22528,23281,22847
형법범,폭력범,손괴의죄,미상,1175,,,,,,,,,,,,,,,,
형법범,폭력범,손괴의죄,밤(20:00~24:00),197,,,,,,,,,,,,,,,,
형법범,폭력범,손괴의죄,새벽(04:00~07:00),192,,,,,,,,,,,,,,,,
형법범,폭력범,손괴의죄,심야(00:00~04:00),156,,,,,,,,,,,,,,,,
형법범,폭력범,손괴의죄,오전(07:00~12:00),939,,,,,,,,,,,,,,,,
형법범,폭력범,손괴의죄,오후(12:00~18:00),1450,,,,,,,,,,,,,,,,
형법범,폭력범,손괴의죄,초저녁(18:00~20:00),182,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해,미상,116,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해,밤(20:00~24:00),121,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해,새벽(04:00~07:00),30,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해,심야(00:00~04:00),45,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해,오전(07:00~12:00),99,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해,오후(12:00~18:00),114,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해,초저녁(18:00~20:00),60,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해(상습),미상,1,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해(상습),밤(20:00~24:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해(상습),오전(07:00~12:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해(상습),오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해(상습),초저녁(18:00~20:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해치사,밤(20:00~24:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해치사,새벽(04:00~07:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해치사,심야(00:00~04:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해치사,오전(07:00~12:00),3,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해치사,오후(12:00~18:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,존속상해치사,초저녁(18:00~20:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,존속체포감금,미상,1,,,,,,,,,,,,,,,,
형법범,폭력범,존속체포감금,밤(20:00~24:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,존속체포감금,오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,존속체포감금(중),밤(20:00~24:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행,미상,81,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행,밤(20:00~24:00),67,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행,새벽(04:00~07:00),9,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행,심야(00:00~04:00),35,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행,오전(07:00~12:00),50,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행,오후(12:00~18:00),66,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행,초저녁(18:00~20:00),34,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행(상습),미상,7,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행(상습),밤(20:00~24:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행(상습),심야(00:00~04:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행(상습),오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행(상습),초저녁(18:00~20:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행치사,미상,2,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행치사,밤(20:00~24:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행치사,오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행치사,초저녁(18:00~20:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행치상,미상,1,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행치상,밤(20:00~24:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,존속폭행치상,초저녁(18:00~20:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,존속협박,미상,7,,,,,,,,,,,,,,,,
형법범,폭력범,존속협박,밤(20:00~24:00),8,,,,,,,,,,,,,,,,
형법범,폭력범,존속협박,심야(00:00~04:00),5,,,,,,,,,,,,,,,,
형법범,폭력범,존속협박,오전(07:00~12:00),5,,,,,,,,,,,,,,,,
형법범,폭력범,존속협박,오후(12:00~18:00),6,,,,,,,,,,,,,,,,
형법범,폭력범,존속협박,초저녁(18:00~20:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,존속협박(특수),오전(07:00~12:00),3,,,,,,,,,,,,,,,,
형법범,폭력범,"체포,감금치사,상(중,특수,상습)",미상,5,,,,,,,,,,,,,,,,
형법범,폭력범,"체포,감금치사,상(중,특수,상습)",밤(20:00~24:00),11,,,,,,,,,,,,,,,,
형법범,폭력범,"체포,감금치사,상(중,특수,상습)",새벽(04:00~07:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,"체포,감금치사,상(중,특수,상습)",심야(00:00~04:00),5,,,,,,,,,,,,,,,,
형법범,폭력범,"체포,감금치사,상(중,특수,상습)",오전(07:00~12:00),6,,,,,,,,,,,,,,,,
형법범,폭력범,"체포,감금치사,상(중,특수,상습)",오후(12:00~18:00),4,,,,,,,,,,,,,,,,
형법범,폭력범,"체포,감금치사,상(중,특수,상습)",초저녁(18:00~20:00),3,,,,,,,,,,,,,,,,
형법범,폭력범,체포감금,미상,37,,,,,,,,,,,,,,,,
형법범,폭력범,체포감금,밤(20:00~24:00),17,,,,,,,,,,,,,,,,
형법범,폭력범,체포감금,새벽(04:00~07:00),5,,,,,,,,,,,,,,,,
형법범,폭력범,체포감금,심야(00:00~04:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,체포감금,오전(07:00~12:00),26,,,,,,,,,,,,,,,,
형법범,폭력범,체포감금,오후(12:00~18:00),27,,,,,,,,,,,,,,,,
형법범,폭력범,체포감금,초저녁(18:00~20:00),6,,,,,,,,,,,,,,,,
형법범,폭력범,체포감금(중),밤(20:00~24:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,체포감금(중),오전(07:00~12:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,체포감금(중),오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,체포감금(특수),미상,1,,,,,,,,,,,,,,,,
형법범,폭력범,체포감금(특수),오전(07:00~12:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,체포감금(특수),오후(12:00~18:00),4,,,,,,,,,,,,,,,,
형법범,폭력범,"추행,간음,영리,약취유인",미상,12,,,,,,,,,,,,,,,,
형법범,폭력범,"추행,간음,영리,약취유인",밤(20:00~24:00),8,,,,,,,,,,,,,,,,
형법범,폭력범,"추행,간음,영리,약취유인",새벽(04:00~07:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,"추행,간음,영리,약취유인",심야(00:00~04:00),4,,,,,,,,,,,,,,,,
형법범,폭력범,"추행,간음,영리,약취유인",오전(07:00~12:00),7,,,,,,,,,,,,,,,,
형법범,폭력범,"추행,간음,영리,약취유인",오후(12:00~18:00),16,,,,,,,,,,,,,,,,
형법범,폭력범,"추행,간음,영리,약취유인",초저녁(18:00~20:00),4,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(간음약취),미상,3,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(간음약취),밤(20:00~24:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(간음약취),오전(07:00~12:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(간음약취),오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(간음유인),밤(20:00~24:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(간음유인),심야(00:00~04:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(감금),오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(국외이송유인),오전(07:00~12:00),22,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(국외이송유인),오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(국외이송유인),초저녁(18:00~20:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(미성년자약취),미상,4,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(미성년자약취),오후(12:00~18:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(미성년자약취유인),미상,2,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(미성년자약취유인),밤(20:00~24:00),5,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(미성년자약취유인),새벽(04:00~07:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(미성년자약취유인),심야(00:00~04:00),3,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(미성년자약취유인),오전(07:00~12:00),18,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(미성년자약취유인),오후(12:00~18:00),3,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(미성년자약취유인),초저녁(18:00~20:00),5,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(미성년자유인),미상,1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(미성년자유인),밤(20:00~24:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(미성년자유인),심야(00:00~04:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(미성년자유인),오전(07:00~12:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(미성년자유인),오후(12:00~18:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,"특가법(영리약취,유인)",미상,8,,,,,,,,,,,,,,,,
형법범,폭력범,"특가법(영리약취,유인)",밤(20:00~24:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,"특가법(영리약취,유인)",오전(07:00~12:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,"특가법(영리약취,유인)",오후(12:00~18:00),4,,,,,,,,,,,,,,,,
형법범,폭력범,"특가법(영리약취,유인)",초저녁(18:00~20:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(영리약취),미상,5,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(영리약취),밤(20:00~24:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(영리약취),심야(00:00~04:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(영리약취),오후(12:00~18:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(영리약취),초저녁(18:00~20:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(영리유인),미상,6,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(영리유인),밤(20:00~24:00),6,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(영리유인),심야(00:00~04:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(영리유인),오전(07:00~12:00),3,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(영리유인),오후(12:00~18:00),8,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(영리유인),초저녁(18:00~20:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(추행약취),오전(07:00~12:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(추행유인),미상,1,,,,,,,,,,,,,,,,
형법범,폭력범,특가법(추행유인),오전(07:00~12:00),1,,,,,,,,,,,,,,,,
형법범,폭력범,특경법(공갈),미상,1,,,,,,,,,,,,,,,,
형법범,폭력범,특수폭행,미상,1,,,,,,,,,,,,,,,,
형법범,폭력범,특수폭행,오전(07:00~12:00),2,,,,,,,,,,,,,,,,
형법범,폭력범,특수폭행,오후(12:00~18:00),3,,,,,,,,,,,,,,,,
형법범,폭력범,폭력행위등처벌에 관한 법률 위반,미상,33356,,,,,,,,,,,,,,,,
형법범,폭력범,폭력행위등처벌에 관한 법률 위반,밤(20:00~24:00),52948,,,,,,,,,,,,,,,,
형법범,폭력범,폭력행위등처벌에 관한 법률 위반,새벽(04:00~07:00),3621,,,,,,,,,,,,,,,,
형법범,폭력범,폭력행위등처벌에 관한 법률 위반,심야(00:00~04:00),32029,,,,,,,,,,,,,,,,
형법범,폭력범,폭력행위등처벌에 관한 법률 위반,오전(07:00~12:00),6033,,,,,,,,,,,,,,,,
형법범,폭력범,폭력행위등처벌에 관한 법률 위반,오후(12:00~18:00),12472,,,,,,,,,,,,,,,,
형법범,폭력범,폭력행위등처벌에 관한 법률 위반,초저녁(18:00~20:00),16728,,,,,,,,,,,,,,,,
형법범,폭력범,폭행,미상,570,,,,,,,,,,,,,,,,
형법범,폭력범,폭행,밤(20:00~24:00),124,,,,,,,,,,,,,,,,
형법범,폭력범,폭행,새벽(04:00~07:00),226,,,,,,,,,,,,,,,,
형법범,폭력범,폭행,심야(00:00~04:00),95,,,,,,,,,,,,,,,,
