죄종별(1),죄종별(2),죄종별(3),시간별,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년
특별법범,농지의 보전 및 이용에 관한 법률,소계,새벽(04:00~07:00),1,,,,1,,,,,,,,,,,,
특별법범,농지의 보전 및 이용에 관한 법률,소계,심야(00:00~04:00),,,,8,,,,,,,,,,,,,
특별법범,농지의 보전 및 이용에 관한 법률,소계,오전(07:00~12:00),79,130,29,13,3,1,2,,,,,,,,,,
특별법범,농지의 보전 및 이용에 관한 법률,소계,오후(12:00~18:00),62,54,24,7,,,2,,,,,,,,,,
특별법범,농지의 보전 및 이용에 관한 법률,소계,초저녁(18:00~20:00),3,2,,,,,,,,1,,,,,,,
특별법범,담배사업법,소계,밤(20:00~24:00),,,,,,,,,,,27,25,22,21,18,19,13
특별법범,담배사업법,소계,새벽(04:00~07:00),,,,,,,,,,,3,3,3,4,2,1,-
특별법범,담배사업법,소계,심야(00:00~04:00),,,,,,,,,,,215,252,463,353,204,192,111
특별법범,담배사업법,소계,오전(07:00~12:00),,,,,,,,,,,65,54,199,113,38,113,31
특별법범,담배사업법,소계,오후(12:00~18:00),,,,,,,,,,,91,104,259,168,106,102,58
특별법범,담배사업법,소계,초저녁(18:00~20:00),,,,,,,,,,,11,13,35,24,16,14,6
특별법범,대기환경보전법,소계,미상,906,796,689,560,531,621,1929,1764,1949,1589,,,,,,,
특별법범,대기환경보전법,소계,밤(20:00~24:00),12,12,8,12,19,34,69,93,91,48,28,165,16,6,3,5,3
특별법범,대기환경보전법,소계,새벽(04:00~07:00),17,5,9,5,8,8,21,18,9,3,3,5,95,2,-,1,-
특별법범,대기환경보전법,소계,심야(00:00~04:00),15,14,13,22,33,62,89,42,22,28,1189,743,645,554,542,766,328
특별법범,대기환경보전법,소계,오전(07:00~12:00),192,208,256,259,481,226,648,1100,370,298,479,1055,316,208,432,457,74
특별법범,대기환경보전법,소계,오후(12:00~18:00),209,180,176,169,419,216,921,455,394,252,724,443,233,242,871,161,82
특별법범,대기환경보전법,소계,초저녁(18:00~20:00),40,37,14,27,13,19,87,88,66,51,23,17,13,5,668,12,2
특별법범,대마관리법,소계,미상,129,117,82,119,195,292,305,274,294,250,,,,,,,
특별법범,대마관리법,소계,밤(20:00~24:00),96,124,79,83,205,245,226,154,201,197,,,,,,,
특별법범,대마관리법,소계,새벽(04:00~07:00),16,12,14,13,6,21,17,8,21,11,,,,,,,
특별법범,대마관리법,소계,심야(00:00~04:00),71,63,41,36,70,85,100,55,84,62,,,,,,,
특별법범,대마관리법,소계,오전(07:00~12:00),57,60,54,48,77,133,159,115,125,105,,,,,,,
특별법범,대마관리법,소계,오후(12:00~18:00),155,122,100,109,235,273,244,196,244,229,,,,,,,
특별법범,대마관리법,소계,초저녁(18:00~20:00),71,74,45,46,126,168,126,114,109,121,,,,,,,
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,밤(20:00~24:00),,,,,,,,,,,10,6,7,39,28,33,10
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,새벽(04:00~07:00),,,,,,,,,,,3,1,1,3,4,8,2
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,심야(00:00~04:00),,,,,,,,,,,504,346,393,2019,4259,13328,2179
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,오전(07:00~12:00),,,,,,,,,,,129,83,64,450,264,973,157
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,오후(12:00~18:00),,,,,,,,,,,162,81,68,514,287,708,182
특별법범,대부업의 등록 및 금융이용자보호에 관한 법률,소계,초저녁(18:00~20:00),,,,,,,,,,,9,7,5,40,30,76,10
특별법범,대통령 선거법,소계,오전(07:00~12:00),1,,,,,,,,,,,,,,,,
특별법범,대통령 선거법,소계,오후(12:00~18:00),,1,,,,,,,,,,,,,,,
특별법범,도로교통법(공동위험행위),소계,밤(20:00~24:00),,,,,,,,,,,,,,,10,7,10
특별법범,도로교통법(공동위험행위),소계,새벽(04:00~07:00),,,,,,,,,,,,,,,14,15,9
특별법범,도로교통법(공동위험행위),소계,심야(00:00~04:00),,,,,,,,,,,,,,,67,128,110
특별법범,도로교통법(공동위험행위),소계,오전(07:00~12:00),,,,,,,,,,,,,,,1,2,7
특별법범,도로교통법(공동위험행위),소계,오후(12:00~18:00),,,,,,,,,,,,,,,4,5,4
특별법범,도로교통법(공동위험행위),소계,초저녁(18:00~20:00),,,,,,,,,,,,,,,1,-,-
특별법범,도로교통법(교통사고),소계,미상,40073,35123,50288,77938,82077,64588,68476,87763,92619,75317,,,,,,,
특별법범,도로교통법(교통사고),소계,밤(20:00~24:00),77099,100591,107920,172316,169818,117177,116277,120648,118608,109433,18328,22277,17353,16862,13872,6107,4624
특별법범,도로교통법(교통사고),소계,새벽(04:00~07:00),7523,8486,9965,10476,10421,10204,9804,10255,9056,8613,5843,5661,5525,5511,4431,1950,1440
특별법범,도로교통법(교통사고),소계,심야(00:00~04:00),25706,30363,36924,43241,56717,52287,52551,60003,59786,49579,14613,17642,14328,14305,11380,4731,3379
특별법범,도로교통법(교통사고),소계,오전(07:00~12:00),21946,22864,26387,29545,35876,35678,30749,35568,29150,22208,8099,8324,6758,6600,6698,3999,3999
특별법범,도로교통법(교통사고),소계,오후(12:00~18:00),39579,41516,49376,57489,70596,72021,56560,56569,50274,38521,12233,12704,9709,9808,9492,5449,6453
특별법범,도로교통법(교통사고),소계,초저녁(18:00~20:00),19799,23464,26591,36335,48281,36277,27515,24446,22493,19769,6662,6514,6008,5804,5179,2640,2111
특별법범,도로교통법(무면허운전),소계,밤(20:00~24:00),,,,,,,,,,,20167,14351,11500,18175,31324,19666,10814
특별법범,도로교통법(무면허운전),소계,새벽(04:00~07:00),,,,,,,,,,,2145,1655,1141,1644,4575,2858,1368
특별법범,도로교통법(무면허운전),소계,심야(00:00~04:00),,,,,,,,,,,11445,7140,4863,7608,16116,8574,4250
특별법범,도로교통법(무면허운전),소계,오전(07:00~12:00),,,,,,,,,,,19520,14588,11527,17956,33281,21685,13234
특별법범,도로교통법(무면허운전),소계,오후(12:00~18:00),,,,,,,,,,,44921,33549,25449,39724,62359,39695,25272
특별법범,도로교통법(무면허운전),소계,초저녁(18:00~20:00),,,,,,,,,,,5239,3745,3029,4708,8727,5653,3762
특별법범,도로교통법(사고후미조치),소계,밤(20:00~24:00),,,,,,,,,,,,,,,76,4276,5914
특별법범,도로교통법(사고후미조치),소계,새벽(04:00~07:00),,,,,,,,,,,,,,,23,1311,1744
특별법범,도로교통법(사고후미조치),소계,심야(00:00~04:00),,,,,,,,,,,,,,,81,3111,4361
특별법범,도로교통법(사고후미조치),소계,오전(07:00~12:00),,,,,,,,,,,,,,,31,2231,3290
특별법범,도로교통법(사고후미조치),소계,오후(12:00~18:00),,,,,,,,,,,,,,,47,2809,4160
특별법범,도로교통법(사고후미조치),소계,초저녁(18:00~20:00),,,,,,,,,,,,,,,28,1544,2328
특별법범,도로교통법(음주운전),소계,밤(20:00~24:00),,,,,,,,,,,217942,164382,155754,179649,175565,142378,138370
특별법범,도로교통법(음주운전),소계,새벽(04:00~07:00),,,,,,,,,,,21525,13176,9615,14997,19499,15934,13887
특별법범,도로교통법(음주운전),소계,심야(00:00~04:00),,,,,,,,,,,164280,111047,92960,117569,160945,99499,83512
특별법범,도로교통법(음주운전),소계,오전(07:00~12:00),,,,,,,,,,,17944,15549,12003,20337,14529,13296,11768
특별법범,도로교통법(음주운전),소계,오후(12:00~18:00),,,,,,,,,,,18827,13399,10838,12798,11087,12506,12733
특별법범,도로교통법(음주운전),소계,초저녁(18:00~20:00),,,,,,,,,,,8539,6060,4947,5935,5664,6511,6972
특별법범,도로교통법(음주측정거부),소계,밤(20:00~24:00),,,,,,,,,,,2308,1647,1396,1484,1326,1134,1129
특별법범,도로교통법(음주측정거부),소계,새벽(04:00~07:00),,,,,,,,,,,331,270,267,262,293,221,244
특별법범,도로교통법(음주측정거부),소계,심야(00:00~04:00),,,,,,,,,,,2220,1593,1339,1547,1744,1228,1060
특별법범,도로교통법(음주측정거부),소계,오전(07:00~12:00),,,,,,,,,,,182,148,133,172,151,160,134
특별법범,도로교통법(음주측정거부),소계,오후(12:00~18:00),,,,,,,,,,,282,236,211,225,243,204,233
특별법범,도로교통법(음주측정거부),소계,초저녁(18:00~20:00),,,,,,,,,,,183,156,140,130,119,103,136
특별법범,도로법,소계,미상,9438,4793,5631,6645,5124,5420,5865,7796,12308,13743,,,,,,,
특별법범,도로법,소계,밤(20:00~24:00),4350,1937,1514,1564,841,1200,1420,1557,2109,2324,3128,2742,3077,3401,3600,3255,2795
특별법범,도로법,소계,새벽(04:00~07:00),2793,1444,1364,1215,668,790,862,905,1491,1929,2405,2032,2394,2861,2795,2593,2402
특별법범,도로법,소계,심야(00:00~04:00),3533,1490,1355,1169,679,1263,1415,1289,1742,1856,13682,11889,12488,12034,11888,12045,7752
특별법범,도로법,소계,오전(07:00~12:00),8003,4363,4386,3978,3031,3057,3343,4091,6046,7639,6632,5296,5731,6818,6935,6316,5544
특별법범,도로법,소계,오후(12:00~18:00),9351,4930,4828,4609,3457,4196,4539,4519,6663,8004,9716,7803,8644,9713,9666,8647,7583
특별법범,도로법,소계,초저녁(18:00~20:00),2538,1292,1152,1020,606,978,1011,1073,1842,1896,2124,1903,2081,2492,2430,2198,1931
특별법범,도로운송차량법,소계,미상,55,,1,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,밤(20:00~24:00),19,1,1,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,새벽(04:00~07:00),6,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,심야(00:00~04:00),14,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,오전(07:00~12:00),35,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,오후(12:00~18:00),29,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,초저녁(18:00~20:00),19,,,,,,,,,,,,,,,,
특별법범,도시가스사업법,소계,미상,16,22,37,41,14,33,18,11,5,40,,,,,,,
특별법범,도시가스사업법,소계,밤(20:00~24:00),,1,,1,2,,,1,1,2,1,1,2,1,-,-,2
특별법범,도시가스사업법,소계,새벽(04:00~07:00),,,,,1,1,,,,,,,,,-,-,-
특별법범,도시가스사업법,소계,심야(00:00~04:00),,3,4,1,1,1,,,,2,42,26,16,13,13,13,11
특별법범,도시가스사업법,소계,오전(07:00~12:00),3,7,17,10,10,5,1,3,7,7,3,4,1,7,1,-,1
특별법범,도시가스사업법,소계,오후(12:00~18:00),4,13,15,8,5,4,4,3,4,1,2,3,1,,1,-,1
특별법범,도시가스사업법,소계,초저녁(18:00~20:00),4,4,4,1,1,2,1,,1,,,,,,2,-,-
특별법범,도시계획법,소계,미상,1226,1297,1493,1610,1341,1188,1430,772,760,345,,,,,,,
특별법범,도시계획법,소계,밤(20:00~24:00),10,11,7,17,7,20,17,11,24,11,,,,,,,
특별법범,도시계획법,소계,새벽(04:00~07:00),2,9,6,3,2,5,11,3,5,,,,,,,,
특별법범,도시계획법,소계,심야(00:00~04:00),21,40,49,27,43,92,76,6,6,4,3,,,,,,
특별법범,도시계획법,소계,오전(07:00~12:00),214,350,340,388,318,363,326,157,135,35,,,,,,,
특별법범,도시계획법,소계,오후(12:00~18:00),126,121,145,138,137,125,182,72,119,19,,,,,,,
특별법범,도시계획법,소계,초저녁(18:00~20:00),24,52,15,30,9,19,44,13,28,8,,,,,,,
특별법범,도시공원및녹지등에관한법률,소계,밤(20:00~24:00),,,,,,,,,,,,,,1,2,-,-
특별법범,도시공원및녹지등에관한법률,소계,새벽(04:00~07:00),,,,,,,,,,,,,,,-,-,1
특별법범,도시공원및녹지등에관한법률,소계,심야(00:00~04:00),,,,,,,,,,,,,,109,89,114,74
특별법범,도시공원및녹지등에관한법률,소계,오전(07:00~12:00),,,,,,,,,,,,,,26,12,17,13
특별법범,도시공원및녹지등에관한법률,소계,오후(12:00~18:00),,,,,,,,,,,,,,3,2,5,1
특별법범,도시공원및녹지등에관한법률,소계,초저녁(18:00~20:00),,,,,,,,,,,,,,1,1,-,-
특별법범,도시공원법,소계,밤(20:00~24:00),,,,,,,,,,,1,1,,,,,
특별법범,도시공원법,소계,새벽(04:00~07:00),,,,,,,,,,,,2,,,,,
특별법범,도시공원법,소계,심야(00:00~04:00),,,,,,,,,,,171,167,16,,,,
특별법범,도시공원법,소계,오전(07:00~12:00),,,,,,,,,,,24,39,3,,,,
특별법범,도시공원법,소계,오후(12:00~18:00),,,,,,,,,,,13,6,,,,,
특별법범,독물 및 극물에 관한 법률,소계,오후(12:00~18:00),1,,,,,,,,,,,,,,,,
특별법범,독물 및 극물에 관한 법률,소계,초저녁(18:00~20:00),,1,,,,,,,,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,미상,4,1,2,1,4,,2,2,4,1,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,심야(00:00~04:00),,,,,,1,1,1,,,2,5,5,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,오전(07:00~12:00),,,1,1,1,3,2,1,,,1,1,1,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,오후(12:00~18:00),2,,3,,2,,,,1,,,,1,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,초저녁(18:00~20:00),,,,,,,,,,1,,1,,,,,
특별법범,디자인보호법,소계,밤(20:00~24:00),,,,,,,,,,,,,,,,,-
특별법범,디자인보호법,소계,새벽(04:00~07:00),,,,,,,,,,,,,,,,,-
특별법범,디자인보호법,소계,심야(00:00~04:00),,,,,,,,,,,,,,,,,157
특별법범,디자인보호법,소계,오전(07:00~12:00),,,,,,,,,,,,,,,,,23
특별법범,디자인보호법,소계,오후(12:00~18:00),,,,,,,,,,,,,,,,,10
특별법범,디자인보호법,소계,초저녁(18:00~20:00),,,,,,,,,,,,,,,,,-
특별법범,마약류 관리에 관한 법률(마약),소계,밤(20:00~24:00),,,,,,,,,,,48,18,9,18,18,31,4
특별법범,마약류 관리에 관한 법률(마약),소계,새벽(04:00~07:00),,,,,,,,,,,3,3,1,2,9,6,1
특별법범,마약류 관리에 관한 법률(마약),소계,심야(00:00~04:00),,,,,,,,,,,340,177,205,256,488,892,326
특별법범,마약류 관리에 관한 법률(마약),소계,오전(07:00~12:00),,,,,,,,,,,141,62,156,141,222,286,116
특별법범,마약류 관리에 관한 법률(마약),소계,오후(12:00~18:00),,,,,,,,,,,184,169,245,293,404,626,218
특별법범,마약류 관리에 관한 법률(마약),소계,초저녁(18:00~20:00),,,,,,,,,,,33,22,22,21,33,67,9
특별법범,마약류관리에 관한법률(대마),소계,밤(20:00~24:00),,,,,,,,,,,204,148,128,149,98,179,154
특별법범,마약류관리에 관한법률(대마),소계,새벽(04:00~07:00),,,,,,,,,,,12,8,15,17,9,13,11
특별법범,마약류관리에 관한법률(대마),소계,심야(00:00~04:00),,,,,,,,,,,262,123,141,202,260,526,522
특별법범,마약류관리에 관한법률(대마),소계,오전(07:00~12:00),,,,,,,,,,,73,51,65,64,44,71,72
특별법범,마약류관리에 관한법률(대마),소계,오후(12:00~18:00),,,,,,,,,,,195,196,152,146,80,148,82
특별법범,마약류관리에 관한법률(대마),소계,초저녁(18:00~20:00),,,,,,,,,,,87,65,47,77,61,51,40
특별법범,마약류관리에 관한법률(향정),소계,밤(20:00~24:00),,,,,,,,,,,638,627,859,1262,756,533,524
특별법범,마약류관리에 관한법률(향정),소계,새벽(04:00~07:00),,,,,,,,,,,64,64,90,143,56,60,40
특별법범,마약류관리에 관한법률(향정),소계,심야(00:00~04:00),,,,,,,,,,,590,549,730,1371,1651,1677,1510
특별법범,마약류관리에 관한법률(향정),소계,오전(07:00~12:00),,,,,,,,,,,180,158,256,443,189,261,146
특별법범,마약류관리에 관한법률(향정),소계,오후(12:00~18:00),,,,,,,,,,,429,416,562,930,471,450,273
특별법범,마약류관리에 관한법률(향정),소계,초저녁(18:00~20:00),,,,,,,,,,,221,217,302,509,255,202,184
특별법범,마약법,소계,미상,258,191,172,213,184,208,412,222,299,397,,,,,,,
특별법범,마약법,소계,밤(20:00~24:00),4,3,6,4,9,18,80,49,55,66,,,,,,,
특별법범,마약법,소계,새벽(04:00~07:00),,3,1,1,4,2,10,13,6,11,,,,,,,
특별법범,마약법,소계,심야(00:00~04:00),2,1,8,2,6,10,40,35,18,31,,,,,,,
특별법범,마약법,소계,오전(07:00~12:00),166,169,133,85,136,109,140,96,200,184,,,,,,,
특별법범,마약법,소계,오후(12:00~18:00),218,177,124,100,118,116,178,120,155,139,,,,,,,
특별법범,마약법,소계,초저녁(18:00~20:00),23,8,5,5,15,23,65,36,45,35,,,,,,,
특별법범,매장 및 묘지등에 관한 법률,소계,미상,101,78,83,100,118,167,118,55,80,17,,,,,,,
특별법범,매장 및 묘지등에 관한 법률,소계,밤(20:00~24:00),,1,1,3,,3,1,,1,,,,,,,,
특별법범,매장 및 묘지등에 관한 법률,소계,새벽(04:00~07:00),2,,1,,1,1,1,,,,,,,,,,
특별법범,매장 및 묘지등에 관한 법률,소계,심야(00:00~04:00),3,,1,,6,9,5,,,3,,,,,,,
특별법범,매장 및 묘지등에 관한 법률,소계,오전(07:00~12:00),36,41,33,54,42,65,46,26,9,6,,,,,,,
특별법범,매장 및 묘지등에 관한 법률,소계,오후(12:00~18:00),20,25,22,21,11,26,16,7,5,2,,,,,,,
특별법범,매장 및 묘지등에 관한 법률,소계,초저녁(18:00~20:00),1,1,,2,,4,3,,3,1,,,,,,,
특별법범,문화재보호법,소계,미상,23,15,9,13,27,94,46,21,28,35,,,,,,,
특별법범,문화재보호법,소계,밤(20:00~24:00),,,,1,1,,4,2,3,13,12,34,16,5,8,2,4
특별법범,문화재보호법,소계,새벽(04:00~07:00),1,,,2,,6,1,2,3,19,20,4,4,5,2,3,2
특별법범,문화재보호법,소계,심야(00:00~04:00),,3,,1,1,2,,1,7,46,42,48,37,54,31,46,56
특별법범,문화재보호법,소계,오전(07:00~12:00),7,9,5,8,6,11,8,14,19,16,55,28,19,14,5,18,19
특별법범,문화재보호법,소계,오후(12:00~18:00),4,5,5,7,5,14,8,12,14,19,43,19,2,8,7,31,11
특별법범,문화재보호법,소계,초저녁(18:00~20:00),,,,,,2,1,4,1,13,9,6,29,5,4,13,3
특별법범,물가안정에 관한 법률,소계,미상,24,1,,,9,,,,,,,,,,,,
특별법범,물가안정에 관한 법률,소계,오전(07:00~12:00),10,1,,,3,,,,,,,,,,,,
특별법범,물가안정에 관한 법률,소계,오후(12:00~18:00),,,,,2,,,,,1,,,,,,,
특별법범,물가안정에 관한 법률,소계,초저녁(18:00~20:00),1,,,,1,,,,,,,,,,,,
특별법범,미성년자보호법,소계,미상,97,86,178,175,183,113,2,1,,,,,,,,,
특별법범,미성년자보호법,소계,밤(20:00~24:00),159,180,203,258,396,191,1,1,,,,,,,,,
특별법범,미성년자보호법,소계,새벽(04:00~07:00),4,8,9,9,5,5,,,,,,,,,,,
특별법범,미성년자보호법,소계,심야(00:00~04:00),32,43,77,85,110,64,,,,,,,,,,,
특별법범,미성년자보호법,소계,오전(07:00~12:00),13,28,39,50,31,26,,,1,,,,,,,,
특별법범,미성년자보호법,소계,오후(12:00~18:00),82,145,124,188,107,67,3,,,,,,,,,,
특별법범,미성년자보호법,소계,초저녁(18:00~20:00),70,94,87,82,119,86,1,,,,,,,,,,
특별법범,민방위기본법,소계,미상,945,5,2,,,,,,1,,,,,,,,
특별법범,민방위기본법,소계,밤(20:00~24:00),6,,,,,,,,,,,,,,,,
특별법범,민방위기본법,소계,새벽(04:00~07:00),1,,,,,,,,,,,,,,,,
특별법범,민방위기본법,소계,심야(00:00~04:00),9,,,,,,,,,,,,,,,,
특별법범,민방위기본법,소계,오전(07:00~12:00),100,2,,,,,,,,,,,,,,,
특별법범,민방위기본법,소계,오후(12:00~18:00),87,1,,,,,,,,,,,,,,,
특별법범,민법,소계,미상,1,,,,,,,,,,,,,,,,
특별법범,민사소송법,소계,밤(20:00~24:00),,,,,,,,,,,,,,,-,-,-
특별법범,민사소송법,소계,새벽(04:00~07:00),,,,,,,,,,,,,,,-,-,-
특별법범,민사소송법,소계,심야(00:00~04:00),,,,,,,,,,,30,22,20,7,9,9,5
특별법범,민사소송법,소계,오전(07:00~12:00),,,,,,,,,,,6,6,6,1,1,1,2
특별법범,민사소송법,소계,오후(12:00~18:00),,,,,,,,,,,15,7,3,1,3,4,1
특별법범,민사소송법,소계,초저녁(18:00~20:00),,,,,,,,,,,,,,,-,-,-
특별법범,밀항단속법,소계,미상,17,16,9,15,6,12,13,33,39,27,,,,,,,
특별법범,밀항단속법,소계,밤(20:00~24:00),24,25,19,5,10,9,14,13,11,8,52,51,93,64,78,57,14
특별법범,밀항단속법,소계,새벽(04:00~07:00),1,1,5,3,1,2,1,2,2,3,8,2,3,8,13,8,1
특별법범,밀항단속법,소계,심야(00:00~04:00),3,7,2,5,4,4,2,4,6,3,21,59,92,103,59,50,24
특별법범,밀항단속법,소계,오전(07:00~12:00),11,7,5,10,3,3,7,8,7,13,9,9,10,26,10,7,9
특별법범,밀항단속법,소계,오후(12:00~18:00),12,13,10,12,12,9,8,6,29,20,19,23,22,36,25,20,29
특별법범,밀항단속법,소계,초저녁(18:00~20:00),6,10,18,14,5,3,9,7,8,9,16,11,25,29,20,27,6
특별법범,방문판매등에 관한 법률,소계,미상,52,31,405,260,311,141,151,359,455,197,,,,,,,
특별법범,방문판매등에 관한 법률,소계,밤(20:00~24:00),,,2,3,2,4,2,5,12,3,3,2,1,2,3,1,3
