대분류,중분류,소분류,범행동기별,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
특별법범,신용조사업법,소계,이욕,2,14,,3,,3,,,,,,,,,,,
특별법범,신용조사업법,소계,사행심,2,,,,,,,,,,,,,,,,
특별법범,신용조사업법,소계,기타,6,6,1,1,4,1,,,,,,,,,,,
특별법범,신용카드업법,소계,이욕,634,800,973,902,,,,,,,,,,,,,
특별법범,신용카드업법,소계,사행심,25,26,26,44,,,,,,,,,,,,,
특별법범,신용카드업법,소계,보복,3,,,,,,,,,,,,,,,,
특별법범,신용카드업법,소계,가정불화,,,1,1,,,,,,,,,,,,,
특별법범,신용카드업법,소계,호기심,25,23,22,38,,,,,,,,,,,,,
특별법범,신용카드업법,소계,유혹,25,15,25,33,,,,,,,,,,,,,
특별법범,신용카드업법,소계,우발적,63,108,85,123,,,,,,,,,,,,,
특별법범,신용카드업법,소계,현실불만,2,2,,2,,,,,,,,,,,,,
특별법범,신용카드업법,소계,부주의,33,61,69,95,,,,,,,,,,,,,
특별법범,신용카드업법,소계,기타,436,647,980,1006,,,,,,,,,,,,,
특별법범,실용신안법,소계,이욕,34,39,36,71,47,87,65,134,80,62,7,14,19,5,15,5,11
특별법범,실용신안법,소계,사행심,,,,,2,,,1,,1,1,,,,2,,
특별법범,실용신안법,소계,호기심,,,,3,1,1,,2,1,1,,,,,,,
특별법범,실용신안법,소계,유혹,,,,,,,,,1,,,1,,,1,1,
특별법범,실용신안법,소계,우발적,1,,1,3,,4,2,3,2,,2,3,,2,1,,3
특별법범,실용신안법,소계,현실불만,,,,1,,,,,,,,,1,,,,
특별법범,실용신안법,소계,부주의,4,11,15,28,30,12,33,27,12,10,14,19,8,6,6,11,21
특별법범,실용신안법,소계,기타,93,88,92,148,214,290,565,354,321,268,334,517,327,273,298,304,350
특별법범,아동복지법,소계,이욕,15,36,52,64,57,49,12,13,7,7,5,3,1,1,4,4,11
특별법범,아동복지법,소계,사행심,,2,1,4,1,1,,,,,1,,,,,,
특별법범,아동복지법,소계,보복,,,,,,,,,4,,2,,,,,,
특별법범,아동복지법,소계,가정불화,,,,,2,6,10,15,17,10,15,10,18,15,12,5,5
특별법범,아동복지법,소계,호기심,,,2,,1,,,,,,,4,,1,,2,1
특별법범,아동복지법,소계,유혹,,,1,,,1,,,1,,,,,,3,,
특별법범,아동복지법,소계,우발적,2,5,6,2,1,3,9,13,12,17,17,28,20,22,36,36,19
특별법범,아동복지법,소계,현실불만,2,1,,1,,1,1,3,,8,2,4,5,2,8,9,4
특별법범,아동복지법,소계,부주의,2,1,7,9,7,12,3,4,3,1,4,6,,3,6,2,2
특별법범,아동복지법,소계,기타,25,32,42,35,72,49,33,42,62,79,92,86,90,87,72,62,52
특별법범,액화석유가스의 안전 및 사업관리법,소계,이욕,38,35,36,13,20,78,32,97,18,20,14,6,6,6,6,5,33
특별법범,액화석유가스의 안전 및 사업관리법,소계,사행심,1,,,,,,,,,,,,,,,,
특별법범,액화석유가스의 안전 및 사업관리법,소계,보복,,,,,,,,,,,,,,,,,2
특별법범,액화석유가스의 안전 및 사업관리법,소계,가정불화,,,,,,,,,,,1,,,,1,,
특별법범,액화석유가스의 안전 및 사업관리법,소계,호기심,,,,2,2,1,,2,,1,,,,,,,
특별법범,액화석유가스의 안전 및 사업관리법,소계,유혹,,,,,,,,,,,,,,,1,,1
특별법범,액화석유가스의 안전 및 사업관리법,소계,우발적,1,,3,2,1,2,1,5,1,,3,2,1,1,1,3,
특별법범,액화석유가스의 안전 및 사업관리법,소계,부주의,31,42,49,31,61,85,58,40,33,61,74,44,47,22,29,27,30
특별법범,액화석유가스의 안전 및 사업관리법,소계,기타,120,94,1058,137,98,182,136,278,108,106,147,167,115,121,60,73,69
특별법범,야생동식물보호법,소계,이욕,,,,,,,,,,,,1,9,11,6,10,66
특별법범,야생동식물보호법,소계,사행심,,,,,,,,,,,,6,11,5,3,14,
특별법범,야생동식물보호법,소계,보복,,,,,,,,,,,,,,,,,4
특별법범,야생동식물보호법,소계,가정불화,,,,,,,,,,,,1,,1,,,
특별법범,야생동식물보호법,소계,호기심,,,,,,,,,,,,17,44,77,55,59,66
특별법범,야생동식물보호법,소계,유혹,,,,,,,,,,,,3,15,20,22,26,28
특별법범,야생동식물보호법,소계,우발적,,,,,,,,,,,,13,33,58,62,72,85
특별법범,야생동식물보호법,소계,현실불만,,,,,,,,,,,,,,,1,2,
특별법범,야생동식물보호법,소계,부주의,,,,,,,,,,,,13,47,62,72,133,133
특별법범,야생동식물보호법,소계,기타,,,,,,,,,,,,122,570,873,549,522,535
특별법범,약사법,소계,이욕,334,225,279,368,249,1149,673,776,622,540,490,490,203,343,730,691,472
특별법범,약사법,소계,사행심,,1,9,6,2,8,6,4,3,2,10,23,,8,19,13,
특별법범,약사법,소계,보복,,,,,,,,,,,3,2,1,1,,,14
특별법범,약사법,소계,가정불화,,,,,1,,,,,,3,,,1,,,
특별법범,약사법,소계,호기심,4,2,3,14,9,5,11,14,3,2,5,1,,,1,4,3
특별법범,약사법,소계,유혹,,3,1,2,4,11,6,13,6,3,22,4,8,4,7,6,5
특별법범,약사법,소계,우발적,4,4,3,5,16,17,15,24,14,14,33,16,15,17,25,63,28
특별법범,약사법,소계,현실불만,1,1,,,,2,,3,,1,1,,,,1,1,1
특별법범,약사법,소계,부주의,53,62,79,119,80,231,262,306,229,282,332,204,174,204,271,398,221
특별법범,약사법,소계,기타,375,310,328,503,424,960,868,1291,918,1038,1868,1561,846,923,1374,1794,765
특별법범,양곡관리법,소계,이욕,18,,4,16,7,9,4,,4,4,10,7,,1,2,1,
특별법범,양곡관리법,소계,사행심,,,,,,1,,,,,,,,,,,
특별법범,양곡관리법,소계,호기심,,,,1,,,,,,,,,,,,,
특별법범,양곡관리법,소계,유혹,,,,,,,,,,,,,,,1,,
특별법범,양곡관리법,소계,우발적,,,,,,1,,,,,,,1,1,,,
특별법범,양곡관리법,소계,부주의,,,1,,,,,,,1,1,1,3,9,19,3,2
특별법범,양곡관리법,소계,기타,5,,6,9,2,11,8,5,4,3,14,11,24,27,30,2,2
특별법범,어업자원보호,소계,이욕,2,,,,,,,,,,,,,,,,
특별법범,어업자원보호,소계,기타,,1,,,,,1,,,,,,,,,,
특별법범,어업자원보호법,소계,기타,,,,,,,,,,,,,1,,,,
특별법범,여객자동차운수사업법,소계,이욕,,,,,,,,,,,295,250,132,167,227,480,847
특별법범,여객자동차운수사업법,소계,사행심,,,,,,,,,,,3,3,4,4,4,13,
특별법범,여객자동차운수사업법,소계,보복,,,,,,,,,,,,1,1,,,,5
특별법범,여객자동차운수사업법,소계,가정불화,,,,,,,,,,,2,1,,1,,,
특별법범,여객자동차운수사업법,소계,호기심,,,,,,,,,,,,1,,1,,,1
특별법범,여객자동차운수사업법,소계,유혹,,,,,,,,,,,,1,,3,3,12,11
특별법범,여객자동차운수사업법,소계,우발적,,,,,,,,,,,21,12,26,16,17,32,19
특별법범,여객자동차운수사업법,소계,현실불만,,,,,,,,,,,,1,,1,,,
특별법범,여객자동차운수사업법,소계,부주의,,,,,,,,,,,79,72,45,58,58,161,129
특별법범,여객자동차운수사업법,소계,기타,,,,,,,,,,,1195,613,579,683,633,1285,1050
특별법범,여권법,소계,이욕,12,20,20,44,48,36,53,158,228,210,118,64,20,37,20,31,27
특별법범,여권법,소계,사행심,,,,4,,,,1,,1,1,3,3,1,2,1,
특별법범,여권법,소계,보복,,,,,,,,,,,,,,,,,4
특별법범,여권법,소계,가정불화,,,,,,,,,,,,1,,,1,,
특별법범,여권법,소계,호기심,1,,,1,1,,1,1,7,1,1,,,,,,
특별법범,여권법,소계,유혹,1,,1,1,7,,11,5,2,24,31,2,,3,1,4,
특별법범,여권법,소계,우발적,1,,,,3,2,2,1,,,4,3,7,8,3,1,1
특별법범,여권법,소계,현실불만,,,,1,,,,,,,,,,,,,
특별법범,여권법,소계,부주의,1,1,2,1,,2,2,3,1,1,1,1,1,3,1,2,9
특별법범,여권법,소계,기타,13,13,16,23,26,54,30,97,112,106,279,228,102,161,72,66,49
특별법범,여신전문금융업법위반,소계,이욕,,,,,1362,629,1001,1714,2769,2617,868,516,335,433,325,381,765
특별법범,여신전문금융업법위반,소계,사행심,,,,,30,11,18,36,29,41,55,75,35,25,33,26,
특별법범,여신전문금융업법위반,소계,보복,,,,,,1,2,,3,,3,4,,,,,43
특별법범,여신전문금융업법위반,소계,가정불화,,,,,,,1,,2,1,3,1,1,,1,1,1
특별법범,여신전문금융업법위반,소계,호기심,,,,,28,6,10,37,44,18,28,8,17,14,23,30,19
특별법범,여신전문금융업법위반,소계,유혹,,,,,20,19,39,37,44,21,48,45,22,35,26,42,29
특별법범,여신전문금융업법위반,소계,우발적,,,,,84,63,95,231,183,150,138,132,91,128,215,151,164
특별법범,여신전문금융업법위반,소계,현실불만,,,,,2,,,3,2,3,2,4,1,2,4,2,1
특별법범,여신전문금융업법위반,소계,부주의,,,,,98,58,69,135,215,137,79,126,74,76,69,109,91
특별법범,여신전문금융업법위반,소계,기타,,,,,1413,729,872,1552,2746,2866,4517,2984,2917,2372,2061,2403,2089
특별법범,영해 및 접속수역법,소계,이욕,,,,,,,,,,,,6,,,8,22,62
특별법범,영해 및 접속수역법,소계,부주의,,,,,,,,,,,,,,,1,,1
특별법범,영해 및 접속수역법,소계,기타,,,,,,,,,,,121,96,43,50,20,17,31
특별법범,영화 및 비디오물의 진흥에 관한 법률,소계,이욕,,,,,,,,,,,,,5,116,90,149,80
특별법범,영화 및 비디오물의 진흥에 관한 법률,소계,사행심,,,,,,,,,,,,,,4,2,3,
특별법범,영화 및 비디오물의 진흥에 관한 법률,소계,보복,,,,,,,,,,,,,,,,,3
특별법범,영화 및 비디오물의 진흥에 관한 법률,소계,호기심,,,,,,,,,,,,,,2,,,
특별법범,영화 및 비디오물의 진흥에 관한 법률,소계,유혹,,,,,,,,,,,,,,2,1,2,
특별법범,영화 및 비디오물의 진흥에 관한 법률,소계,우발적,,,,,,,,,,,,,,1,5,19,2
특별법범,영화 및 비디오물의 진흥에 관한 법률,소계,현실불만,,,,,,,,,,,,,,,,2,
특별법범,영화 및 비디오물의 진흥에 관한 법률,소계,부주의,,,,,,,,,,,,,2,27,16,13,5
특별법범,영화 및 비디오물의 진흥에 관한 법률,소계,기타,,,,,,,,,,,,,3,204,152,137,63
특별법범,오물청소법,소계,이욕,,,,1,,,,,,,,,,,,,
특별법범,오물청소법,소계,부주의,,2,,1,,,,1,,,,,,,,,
특별법범,오물청소법,소계,기타,,,,,,,,6,,,,,,,,,
특별법범,오수·분뇨 및 축산폐수의 처리에 관한 법률,소계,이욕,52,101,156,74,52,59,156,115,126,153,23,18,16,14,,,114
특별법범,오수·분뇨 및 축산폐수의 처리에 관한 법률,소계,사행심,,2,,3,2,,2,,,1,1,,,1,,,
특별법범,오수·분뇨 및 축산폐수의 처리에 관한 법률,소계,보복,,,,,,,,,,,1,2,,,,,5
특별법범,오수·분뇨 및 축산폐수의 처리에 관한 법률,소계,가정불화,,,,,,,,,,,1,,,,,,7
특별법범,오수·분뇨 및 축산폐수의 처리에 관한 법률,소계,호기심,,,4,22,3,,,,,1,1,,,,,,458
특별법범,오수·분뇨 및 축산폐수의 처리에 관한 법률,소계,유혹,,,,,2,1,,3,2,,1,,,,,,147
특별법범,오수·분뇨 및 축산폐수의 처리에 관한 법률,소계,우발적,1,4,5,2,3,2,4,19,14,5,9,6,10,6,,,167
특별법범,오수·분뇨 및 축산폐수의 처리에 관한 법률,소계,현실불만,,,,,,,1,1,,2,,,,,,,72
특별법범,오수·분뇨 및 축산폐수의 처리에 관한 법률,소계,부주의,56,135,123,164,125,110,281,192,254,231,199,95,127,82,3,,32
특별법범,오수·분뇨 및 축산폐수의 처리에 관한 법률,소계,기타,173,282,342,305,259,299,621,489,549,546,531,367,332,284,7,2,205
특별법범,옥외광고물등관리법,소계,이욕,,,,,,,,,,,63,38,79,132,160,116,188
특별법범,옥외광고물등관리법,소계,사행심,,,,,,,,,,,7,2,5,5,5,12,
특별법범,옥외광고물등관리법,소계,보복,,,,,,,,,,,,1,2,,,,2
특별법범,옥외광고물등관리법,소계,호기심,,,,,,,,,,,1,,1,,1,,
특별법범,옥외광고물등관리법,소계,유혹,,,,,,,,,,,,1,1,3,2,4,
특별법범,옥외광고물등관리법,소계,우발적,,,,,,,,,,,10,5,12,23,13,21,8
특별법범,옥외광고물등관리법,소계,부주의,,,,,,,,,,,98,50,85,123,224,160,86
특별법범,옥외광고물등관리법,소계,기타,,,,,,,,,,,790,447,711,981,1144,794,502
특별법범,외국환거래법,소계,이욕,,,,,,,,,,,182,96,150,208,393,614,195
특별법범,외국환거래법,소계,사행심,,,,,,,,,,,1,1,,1,3,8,
특별법범,외국환거래법,소계,보복,,,,,,,,,,,,,,,1,,3
특별법범,외국환거래법,소계,가정불화,,,,,,,,,,,1,,1,,1,22,
특별법범,외국환거래법,소계,호기심,,,,,,,,,,,,1,,,3,2,
특별법범,외국환거래법,소계,유혹,,,,,,,,,,,,9,,6,5,4,4
특별법범,외국환거래법,소계,우발적,,,,,,,,,,,11,39,10,8,21,39,6
특별법범,외국환거래법,소계,현실불만,,,,,,,,,,,,2,1,1,,3,
특별법범,외국환거래법,소계,부주의,,,,,,,,,,,19,158,39,29,181,499,141
특별법범,외국환거래법,소계,기타,,,,,,,,,,,917,1673,579,772,2210,4807,520
특별법범,외환관리법,소계,이욕,,157,80,116,149,37,8,2,1,8,,,,,,,
특별법범,외환관리법,소계,사행심,,2,1,6,3,1,,,,,,,,,,,
특별법범,외환관리법,소계,보복,,,1,,,,,,,,,,,,,,
특별법범,외환관리법,소계,호기심,,,,,1,,,,,,,,,,,,
특별법범,외환관리법,소계,유혹,,3,,,,,,,,,,,,,,,
특별법범,외환관리법,소계,우발적,,3,,,2,,,,,,,,,,,,
특별법범,외환관리법,소계,부주의,,79,36,39,44,23,,1,3,,,,,,,,
특별법범,외환관리법,소계,기타,,471,352,302,235,127,8,2,3,3,,,,,,,
특별법범,용역경비업법,소계,이욕,3,1,3,6,2,3,,,,,,,,,,,
특별법범,용역경비업법,소계,우발적,,,,,1,1,,,,,,,,,,,
특별법범,용역경비업법,소계,부주의,,2,2,,1,3,,,,,,,,,,,
특별법범,용역경비업법,소계,기타,3,3,5,5,8,12,,,,,24,,,,,,
특별법범,유기장업법,소계,이욕,,,,,1,,,,,,,,,,,,
특별법범,유기장업법,소계,현실불만,1,,,,,,,,,,,,,,,,
특별법범,유기장업법,소계,기타,1,,,,,,,,,,,,,,,,
특별법범,유사수신행위의 규제에 관한 법률,소계,이욕,,,,,,,,,,,104,42,191,104,271,887,371
특별법범,유사수신행위의 규제에 관한 법률,소계,사행심,,,,,,,,,,,15,24,8,200,74,219,3
특별법범,유사수신행위의 규제에 관한 법률,소계,보복,,,,,,,,,,,,,1,2,,,22
특별법범,유사수신행위의 규제에 관한 법률,소계,호기심,,,,,,,,,,,,,,,2,16,
특별법범,유사수신행위의 규제에 관한 법률,소계,유혹,,,,,,,,,,,8,6,7,3,6,27,15
특별법범,유사수신행위의 규제에 관한 법률,소계,우발적,,,,,,,,,,,,4,10,7,17,90,8
특별법범,유사수신행위의 규제에 관한 법률,소계,부주의,,,,,,,,,,,5,4,32,37,65,166,16
특별법범,유사수신행위의 규제에 관한 법률,소계,기타,,,,,,,,,,,902,948,1445,1789,2303,3940,929
특별법범,유선 및 도선사업법,소계,이욕,,,,,,,,,,,33,30,29,25,15,19,41
특별법범,유선 및 도선사업법,소계,사행심,,,,,,,,,,,7,,1,,1,,
특별법범,유선 및 도선사업법,소계,호기심,,,,,,,,,,,,,,,,,1
특별법범,유선 및 도선사업법,소계,유혹,,,,,,,,,,,,,3,2,,,2
특별법범,유선 및 도선사업법,소계,우발적,,,,,,,,,,,1,1,2,,,1,2
특별법범,유선 및 도선사업법,소계,현실불만,,,,,,,,,,,,,1,,,,
특별법범,유선 및 도선사업법,소계,부주의,,,,,,,,,,,2,3,16,7,13,9,12
특별법범,유선 및 도선사업법,소계,기타,,,,,,,,,,,36,53,36,39,33,55,51
특별법범,유선 및 도선업법,소계,이욕,273,185,199,103,53,43,38,38,37,28,,,,,,,
특별법범,유선 및 도선업법,소계,사행심,1,53,74,42,24,13,16,24,25,16,,,,,,,
특별법범,유선 및 도선업법,소계,보복,,1,,,,,,,,,,,,,,,
특별법범,유선 및 도선업법,소계,가정불화,,,,,,,1,,,,,,,,,,
특별법범,유선 및 도선업법,소계,호기심,1,,,,,,,,,,,,,,,,
특별법범,유선 및 도선업법,소계,유혹,,,,,,,,1,,1,,,,,,,
특별법범,유선 및 도선업법,소계,우발적,,1,1,1,2,,,,,,,,,,,,
특별법범,유선 및 도선업법,소계,현실불만,,,1,1,,,,,,,,,,,,,
특별법범,유선 및 도선업법,소계,부주의,17,22,9,5,11,9,4,8,5,2,,,,,,,
특별법범,유선 및 도선업법,소계,기타,55,64,48,46,25,51,39,27,17,21,,,,,,,
특별법범,유해화학물질관리법,소계,이욕,173,169,266,212,159,142,112,70,102,40,20,3,3,3,11,10,20
특별법범,유해화학물질관리법,소계,사행심,9,34,28,22,6,8,3,,1,2,,1,,,,2,
특별법범,유해화학물질관리법,소계,보복,1,2,9,1,2,1,,,,,1,,,,,,
특별법범,유해화학물질관리법,소계,가정불화,16,22,18,17,13,19,14,6,8,3,1,,1,,3,2,1
특별법범,유해화학물질관리법,소계,호기심,1787,2573,3127,2601,1440,786,562,303,185,99,25,32,12,11,40,60,58
특별법범,유해화학물질관리법,소계,유혹,184,315,418,450,361,327,202,165,121,91,24,16,5,9,29,35,17
특별법범,유해화학물질관리법,소계,우발적,154,312,333,300,217,146,105,105,74,55,26,23,9,8,50,37,14
특별법범,유해화학물질관리법,소계,현실불만,91,116,173,129,102,122,121,81,71,45,9,9,11,8,12,16,8
특별법범,유해화학물질관리법,소계,부주의,36,43,82,91,104,71,46,27,45,17,11,6,10,9,15,19,11
특별법범,유해화학물질관리법,소계,기타,1039,1363,1439,1448,1099,914,780,611,452,326,84,90,57,80,62,66,74
특별법범,유해화학물질관리법(본드등),소계,이욕,11,11,12,7,1,1,1,,2,1,,,,,,,
특별법범,유해화학물질관리법(본드등),소계,사행심,,2,,,,,,,,,,,,,,,
특별법범,유해화학물질관리법(본드등),소계,보복,,1,,,,,,,,,,,,,,,
특별법범,유해화학물질관리법(본드등),소계,가정불화,,,2,,,,,,1,1,,,,,,,
특별법범,유해화학물질관리법(본드등),소계,호기심,149,349,368,82,24,14,9,9,9,4,,,,,,,
특별법범,유해화학물질관리법(본드등),소계,유혹,13,27,52,21,8,,1,4,1,3,,,,,,,
특별법범,유해화학물질관리법(본드등),소계,우발적,2,34,62,7,,,6,1,3,1,,,,,,,
특별법범,유해화학물질관리법(본드등),소계,현실불만,12,12,15,1,,5,,2,2,3,,,,,,,
특별법범,유해화학물질관리법(본드등),소계,부주의,1,,3,,,,,,1,,,,,,,,
특별법범,유해화학물질관리법(본드등),소계,기타,66,193,89,37,26,20,8,21,11,9,,,,,,,
특별법범,유해화학물질관리법(환각물질흡입등),소계,이욕,,,,,,,,,,,3,3,3,1,3,1,
특별법범,유해화학물질관리법(환각물질흡입등),소계,사행심,,,,,,,,,,,,2,1,4,3,27,
특별법범,유해화학물질관리법(환각물질흡입등),소계,보복,,,,,,,,,,,1,,,,,,
특별법범,유해화학물질관리법(환각물질흡입등),소계,가정불화,,,,,,,,,,,6,5,10,11,4,3,
특별법범,유해화학물질관리법(환각물질흡입등),소계,호기심,,,,,,,,,,,75,86,139,119,272,251,
특별법범,유해화학물질관리법(환각물질흡입등),소계,유혹,,,,,,,,,,,82,95,92,101,102,114,
특별법범,유해화학물질관리법(환각물질흡입등),소계,우발적,,,,,,,,,,,52,67,96,146,121,150,
특별법범,유해화학물질관리법(환각물질흡입등),소계,현실불만,,,,,,,,,,,76,62,56,60,88,88,
특별법범,유해화학물질관리법(환각물질흡입등),소계,부주의,,,,,,,,,,,7,7,9,5,14,26,1
특별법범,유해화학물질관리법(환각물질흡입등),소계,기타,,,,,,,,,,,221,209,215,251,172,183,1
특별법범,윤락행위등방지법,소계,이욕,347,292,829,1259,1458,2542,3183,5447,4919,4410,2411,164,24,5,1,,
특별법범,윤락행위등방지법,소계,사행심,14,9,18,12,12,30,45,107,26,51,73,18,1,,,,
특별법범,윤락행위등방지법,소계,보복,1,,,2,1,,3,1,3,1,4,,,,,,
특별법범,윤락행위등방지법,소계,가정불화,,4,2,1,,3,8,5,8,2,7,,1,,,,
특별법범,윤락행위등방지법,소계,호기심,12,22,52,54,86,216,303,235,434,331,1006,154,2,1,,,
특별법범,윤락행위등방지법,소계,유혹,31,22,43,56,133,197,179,347,307,431,691,53,8,,,,
