대분류,중분류,소분류,범행동기별,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
특별법범,의장법,소계,부주의,12,17,18,11,15,29,21,23,29,10,19,21,4,,,,
특별법범,의장법,소계,기타,157,144,130,210,219,287,258,254,249,210,340,244,45,13,2,1,
특별법범,인장업법,소계,이욕,24,12,9,8,15,4,,,,,,,,,,,
특별법범,인장업법,소계,사행심,,,1,,,,,,,,,,,,,,
특별법범,인장업법,소계,우발적,,,,1,1,,,,,,,,,,,,
특별법범,인장업법,소계,현실불만,,,,,,1,,,,,,,,,,,
특별법범,인장업법,소계,부주의,5,12,6,12,2,3,,,,,,,,,,,
특별법범,인장업법,소계,기타,40,45,26,15,20,5,2,1,,1,,,,,,,
특별법범,자동차관리법,소계,이욕,3806,2843,2360,1736,2222,3765,3643,5029,3073,1488,285,429,271,524,652,899,3857
특별법범,자동차관리법,소계,사행심,40,41,55,16,23,36,41,78,16,11,28,22,13,15,39,121,2
특별법범,자동차관리법,소계,보복,1,1,1,2,4,3,6,2,2,,19,16,10,16,3,,27
특별법범,자동차관리법,소계,가정불화,5,,,4,4,10,5,10,2,2,7,10,8,10,10,12,5
특별법범,자동차관리법,소계,호기심,163,155,376,317,245,266,257,449,500,155,197,108,112,166,456,962,329
특별법범,자동차관리법,소계,유혹,27,12,31,16,54,60,32,336,211,34,35,17,24,38,192,187,69
특별법범,자동차관리법,소계,우발적,400,230,311,234,312,409,417,878,576,258,363,315,260,246,921,984,353
특별법범,자동차관리법,소계,현실불만,21,22,16,20,21,39,25,66,20,225,15,6,9,10,12,20,20
특별법범,자동차관리법,소계,부주의,7283,7668,6649,3982,5936,8775,6398,7871,5334,3017,2776,2400,1857,2081,4446,6301,3226
특별법범,자동차관리법,소계,기타,21195,18102,17739,14782,21468,31470,28593,36477,23669,10596,13940,13977,13003,13343,17768,22292,11318
특별법범,자동차손해배상보장법,소계,이욕,,,,,,,,,,,2,4,3,5,7,14,191
특별법범,자동차손해배상보장법,소계,사행심,,,,,,,,,,,1,,,,,2,
특별법범,자동차손해배상보장법,소계,보복,,,,,,,,,,,,1,,,,,2
특별법범,자동차손해배상보장법,소계,가정불화,,,,,,,,,,,1,,,,,,
특별법범,자동차손해배상보장법,소계,호기심,,,,,,,,,,,1,,1,4,3,,4
특별법범,자동차손해배상보장법,소계,유혹,,,,,,,,,,,,,,1,,1,
특별법범,자동차손해배상보장법,소계,우발적,,,,,,,,,,,2,3,3,5,7,14,54
특별법범,자동차손해배상보장법,소계,현실불만,,,,,,,,,,,,1,,,,1,
특별법범,자동차손해배상보장법,소계,부주의,,,,,,,,,,,92,65,32,27,59,132,477
특별법범,자동차손해배상보장법,소계,기타,,,,,,,,,,,369,261,212,246,447,591,673
특별법범,자동차운수사업법,소계,이욕,491,343,484,439,233,105,5,2,1,5,,,,,,,
특별법범,자동차운수사업법,소계,사행심,1,17,5,7,5,,,,,1,,,,,,,
특별법범,자동차운수사업법,소계,보복,,1,1,,,,,,,,,,,,,,
특별법범,자동차운수사업법,소계,가정불화,2,,6,,,,,,,,,,,,,,
특별법범,자동차운수사업법,소계,호기심,,2,6,27,1,,,,,,,,,,,,
특별법범,자동차운수사업법,소계,유혹,3,1,,3,1,1,,,,,,,,,,,
특별법범,자동차운수사업법,소계,우발적,13,7,14,9,14,2,,2,1,,,,,,,,
특별법범,자동차운수사업법,소계,현실불만,1,,4,1,,,,,,,,,,,,,
특별법범,자동차운수사업법,소계,부주의,142,153,131,104,68,20,3,1,,2,1,,,,,,
특별법범,자동차운수사업법,소계,기타,874,781,916,1275,656,110,24,13,1,9,4,,,,,,
특별법범,자연공원법,소계,이욕,,,,,,,,,,,9,11,6,21,15,16,48
특별법범,자연공원법,소계,사행심,,,,,,,,,,,2,4,,2,6,1,
특별법범,자연공원법,소계,보복,,,,,,,,,,,,1,,1,,,1
특별법범,자연공원법,소계,가정불화,,,,,,,,,,,,,1,,,,
특별법범,자연공원법,소계,호기심,,,,,,,,,,,5,1,3,2,6,4,
특별법범,자연공원법,소계,유혹,,,,,,,,,,,1,1,,,1,1,
특별법범,자연공원법,소계,우발적,,,,,,,,,,,10,17,9,18,11,5,1
특별법범,자연공원법,소계,현실불만,,,,,,,,,,,,,,1,1,1,
특별법범,자연공원법,소계,부주의,,,,,,,,,,,48,29,34,51,54,46,27
특별법범,자연공원법,소계,기타,,,,,,,,,,,182,199,244,281,193,118,79
특별법범,자연환경보전법,소계,이욕,4,3,9,1,,3,22,22,7,12,,2,,,,,
특별법범,자연환경보전법,소계,호기심,,,,,,12,2,,,,,,,,,,
특별법범,자연환경보전법,소계,부주의,,1,,,,1,3,3,1,1,2,,,2,,,
특별법범,자연환경보전법,소계,기타,4,,8,4,5,11,20,18,5,17,21,2,1,3,,2,1
특별법범,장사등에 관한 법률,소계,이욕,,,,,,,,,,,2,2,2,9,4,2,32
특별법범,장사등에 관한 법률,소계,보복,,,,,,,,,,,,1,,,,,
특별법범,장사등에 관한 법률,소계,우발적,,,,,,,,,,,,1,3,3,,4,2
특별법범,장사등에 관한 법률,소계,현실불만,,,,,,,,,,,,,,,1,,
특별법범,장사등에 관한 법률,소계,부주의,,,,,,,,,,,22,25,17,21,22,28,31
특별법범,장사등에 관한 법률,소계,기타,,,,,,,,,,,171,176,170,194,106,200,87
특별법범,저작권법,소계,이욕,1018,1116,947,879,837,1422,1249,858,847,828,271,337,241,220,346,337,1946
특별법범,저작권법,소계,사행심,7,9,7,42,32,3,4,3,3,8,9,10,13,15,39,83,1
특별법범,저작권법,소계,보복,,,1,,1,,,,,1,3,5,1,7,5,3,54
특별법범,저작권법,소계,가정불화,,,,,,,,,,,3,8,1,5,4,8,1
특별법범,저작권법,소계,호기심,6,3,40,42,28,9,8,24,32,24,13,91,131,255,2724,3845,790
특별법범,저작권법,소계,유혹,4,3,2,3,8,2,2,22,8,3,2,8,5,15,132,147,18
특별법범,저작권법,소계,우발적,36,20,21,28,56,24,24,36,30,27,44,96,135,158,1273,1550,344
특별법범,저작권법,소계,현실불만,7,4,9,5,6,6,14,2,4,11,3,3,1,4,20,16,12
특별법범,저작권법,소계,부주의,376,444,360,433,396,614,469,438,491,447,421,367,484,653,5719,8273,2028
특별법범,저작권법,소계,기타,2097,2790,3200,3215,3373,4407,3893,3847,4780,5118,10484,12036,17436,20322,70107,47070,15499
특별법범,전기통신기본법,소계,이욕,,,,,,,,,,,4,2,2,2,1,,10
특별법범,전기통신기본법,소계,사행심,,,,,,,,,,,,,,,,1,
특별법범,전기통신기본법,소계,보복,,,,,,,,,,,3,,,,,,
특별법범,전기통신기본법,소계,호기심,,,,,,,,,,,1,,,,,1,19
특별법범,전기통신기본법,소계,유혹,,,,,,,,,,,,,1,,,,
특별법범,전기통신기본법,소계,우발적,,,,,,,,,,,,,,,2,1,5
특별법범,전기통신기본법,소계,현실불만,,,,,,,,,,,,,,,1,1,13
특별법범,전기통신기본법,소계,부주의,,,,,,,,,,,1,,1,,,,9
특별법범,전기통신기본법,소계,기타,,,,,,,,,,,14,13,6,2,16,13,49
특별법범,전기통신사업법,소계,이욕,,,,,,,,,,,41,32,16,105,7,10,20
특별법범,전기통신사업법,소계,사행심,,,,,,,,,,,2,,,2,1,1,
특별법범,전기통신사업법,소계,보복,,,,,,,,,,,,,,,,,3
특별법범,전기통신사업법,소계,가정불화,,,,,,,,,,,,,,,,,1
특별법범,전기통신사업법,소계,호기심,,,,,,,,,,,,,,1,,,
특별법범,전기통신사업법,소계,유혹,,,,,,,,,,,2,1,,,,,3
특별법범,전기통신사업법,소계,우발적,,,,,,,,,,,6,4,1,1,4,3,4
특별법범,전기통신사업법,소계,현실불만,,,,,,,,,,,1,1,,,,2,
특별법범,전기통신사업법,소계,부주의,,,,,,,,,,,9,3,8,1,,8,4
특별법범,전기통신사업법,소계,기타,,,,,,,,,,,118,152,44,147,39,34,41
특별법범,전당포영업법,소계,이욕,,2,1,4,2,1,,,,,,,,,,,
특별법범,전당포영업법,소계,호기심,,,1,,,,,,,,,,,,,,
특별법범,전당포영업법,소계,우발적,,,,4,,,,,,,,,,,,,
특별법범,전당포영업법,소계,부주의,,,,1,,,,,,,,,,,,,
특별법범,전당포영업법,소계,기타,3,6,2,2,6,1,,,,,,,,,,,
특별법범,전염병예방법,소계,이욕,,,,,,,,,,,37,22,8,4,5,6,39
특별법범,전염병예방법,소계,사행심,,,,,,,,,,,3,,,,,1,
특별법범,전염병예방법,소계,보복,,,,,,,,,,,,,,,,,1
특별법범,전염병예방법,소계,호기심,,,,,,,,,,,,,,,,,1
특별법범,전염병예방법,소계,유혹,,,,,,,,,,,,,2,,,,
특별법범,전염병예방법,소계,우발적,,,,,,,,,,,7,,,,1,,
특별법범,전염병예방법,소계,부주의,,,,,,,,,,,111,28,17,8,15,17,36
특별법범,전염병예방법,소계,기타,,,,,,,,,,,217,71,33,46,50,41,55
특별법범,전투경찰대설치법,소계,이욕,3,6,2,3,5,5,10,12,13,8,,,1,,,,2
특별법범,전투경찰대설치법,소계,사행심,,,,1,,,,,,,,,,,1,,
특별법범,전투경찰대설치법,소계,가정불화,1,2,2,2,1,2,2,1,,,1,1,,2,,,
특별법범,전투경찰대설치법,소계,호기심,,,2,,,,,1,,,,,,,1,,
특별법범,전투경찰대설치법,소계,유혹,1,1,,,1,,,1,,1,1,,,,1,1,
특별법범,전투경찰대설치법,소계,우발적,12,12,18,5,19,11,15,12,9,6,19,18,13,9,9,5,1
특별법범,전투경찰대설치법,소계,현실불만,8,11,15,17,19,9,13,12,6,8,21,8,5,6,12,5,
특별법범,전투경찰대설치법,소계,부주의,1,4,3,2,3,3,2,3,2,1,2,1,,,1,,
특별법범,전투경찰대설치법,소계,기타,45,52,87,72,103,84,62,78,80,68,109,70,58,62,42,25,24
특별법범,전파관리법,소계,이욕,1,,,,,,1,,,,,,,,,,
특별법범,전파관리법,소계,호기심,,,1,,,,,,,,,,,,,,
특별법범,전파관리법,소계,우발적,1,,,,,,,,1,,,,,,,,
특별법범,전파관리법,소계,부주의,1,1,,,,,,,,,,,,,,,
특별법범,전파관리법,소계,기타,6,3,,,2,,,,,,,,,,,,
특별법범,전파법,소계,이욕,,,,,,,,,,,26,31,19,2,,,24
특별법범,전파법,소계,사행심,,,,,,,,,,,2,3,,2,,1,
특별법범,전파법,소계,가정불화,,,,,,,,,,,,1,,,,,
특별법범,전파법,소계,호기심,,,,,,,,,,,,2,2,,,3,
특별법범,전파법,소계,유혹,,,,,,,,,,,5,,3,,,,
특별법범,전파법,소계,우발적,,,,,,,,,,,12,1,4,3,,,2
특별법범,전파법,소계,부주의,,,,,,,,,,,27,1,1,1,,,11
특별법범,전파법,소계,기타,,,,,,,,,,,112,159,46,45,11,62,28
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,이욕,,,,,,,,,,,354,353,446,434,566,489,2865
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,사행심,,,,,,,,,,,64,67,44,60,47,70,6
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,보복,,,,,,,,,,,151,195,257,261,6,1,302
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,가정불화,,,,,,,,,,,23,48,73,72,71,73,112
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,호기심,,,,,,,,,,,511,458,807,1675,2047,1797,2641
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,유혹,,,,,,,,,,,44,33,64,129,207,235,276
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,우발적,,,,,,,,,,,404,577,798,949,1484,1528,1408
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,현실불만,,,,,,,,,,,94,107,140,144,354,423,343
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,부주의,,,,,,,,,,,57,92,207,294,768,671,1237
특별법범,정보통신망 이용촉진 및 정보보호등에 관한 법률,소계,기타,,,,,,,,,,,3802,4516,6640,9378,8871,9614,10790
특별법범,조세범처벌법,소계,이욕,31,19,38,160,151,449,231,327,416,693,340,369,440,329,267,268,967
특별법범,조세범처벌법,소계,사행심,1,,1,1,1,1,5,,2,2,18,38,52,30,25,43,1
특별법범,조세범처벌법,소계,보복,,,,,,,,,,,3,6,5,2,1,,29
특별법범,조세범처벌법,소계,가정불화,1,,,,1,,,1,,,2,4,2,4,1,4,1
특별법범,조세범처벌법,소계,호기심,,,,3,1,3,2,16,12,2,2,3,2,3,1,1,2
특별법범,조세범처벌법,소계,유혹,,,3,,,3,,3,10,8,24,10,16,14,37,22,28
특별법범,조세범처벌법,소계,우발적,4,5,,,6,13,4,14,22,18,38,49,104,60,66,81,55
특별법범,조세범처벌법,소계,현실불만,,,,,,1,,2,3,4,3,,4,,1,3,2
특별법범,조세범처벌법,소계,부주의,28,6,13,53,53,98,59,79,82,133,190,188,257,171,202,222,202
특별법범,조세범처벌법,소계,기타,131,90,162,629,837,1454,915,1154,1720,2301,7853,10209,11747,7700,5879,5566,5355
특별법범,조수보호 및 수렵에 관한 법률,소계,이욕,51,32,67,60,25,47,118,134,87,92,6,4,,,,,
특별법범,조수보호 및 수렵에 관한 법률,소계,사행심,2,,4,4,4,4,3,4,7,,10,4,,,,,
특별법범,조수보호 및 수렵에 관한 법률,소계,보복,,,,,,,,,,,1,,,,,,
특별법범,조수보호 및 수렵에 관한 법률,소계,가정불화,,,,,,,,,,,2,,,,,,
특별법범,조수보호 및 수렵에 관한 법률,소계,호기심,41,24,22,37,15,26,28,24,19,21,80,53,3,3,,,
특별법범,조수보호 및 수렵에 관한 법률,소계,유혹,4,1,10,7,5,5,3,7,9,10,16,10,,,,,
특별법범,조수보호 및 수렵에 관한 법률,소계,우발적,11,21,20,14,26,15,42,46,39,21,54,43,,1,,,
특별법범,조수보호 및 수렵에 관한 법률,소계,현실불만,,1,,,,,,1,,1,,,,,,,
특별법범,조수보호 및 수렵에 관한 법률,소계,부주의,14,41,39,9,24,49,57,75,54,50,63,38,,,,,
특별법범,조수보호 및 수렵에 관한 법률,소계,기타,240,219,317,219,175,260,399,475,488,542,551,354,6,10,1,,
특별법범,주민등록법,소계,이욕,14,3,6,68,37,22,13,39,59,135,46,190,62,52,48,86,353
특별법범,주민등록법,소계,사행심,,1,,1,,1,,,2,1,2,5,10,10,20,42,
특별법범,주민등록법,소계,보복,,,,,,,,,1,,,1,2,1,,,50
특별법범,주민등록법,소계,가정불화,,1,,,1,,,,,1,2,4,2,1,3,1,2
특별법범,주민등록법,소계,호기심,,,1,1,,,,13,14,5,14,7,17,43,160,119,130
특별법범,주민등록법,소계,유혹,1,,1,,,,,,5,2,2,3,8,9,11,34,31
특별법범,주민등록법,소계,우발적,4,7,5,10,8,3,3,3,13,4,9,10,15,50,95,145,161
특별법범,주민등록법,소계,현실불만,,2,1,,,,,,1,,,1,,5,6,7,1
특별법범,주민등록법,소계,부주의,50,83,57,111,64,29,16,11,39,33,12,22,49,54,166,167,165
특별법범,주민등록법,소계,기타,102,153,129,351,315,153,97,121,297,176,454,1380,1075,1389,1318,1588,1342
특별법범,주차장법,소계,이욕,217,211,108,120,198,135,141,167,117,200,42,19,44,14,28,13,60
특별법범,주차장법,소계,사행심,,,,2,,,1,1,,,1,,4,1,3,1,
특별법범,주차장법,소계,보복,,,,,,,,,,,2,2,1,,,,1
특별법범,주차장법,소계,가정불화,,,1,,,,,,,,1,1,,,,,
특별법범,주차장법,소계,호기심,,,2,1,3,,1,,1,,1,1,1,,,,
특별법범,주차장법,소계,유혹,,,,1,7,3,3,,1,1,5,1,,2,1,,1
특별법범,주차장법,소계,우발적,17,6,2,1,3,11,5,8,6,5,9,4,3,15,9,3,4
특별법범,주차장법,소계,현실불만,1,,,1,2,2,,,2,1,,,,2,,1,
특별법범,주차장법,소계,부주의,100,136,94,112,195,164,195,193,156,213,182,113,134,109,119,77,48
특별법범,주차장법,소계,기타,742,722,421,632,870,1002,786,992,793,1130,1195,842,849,600,490,247,305
특별법범,주택건설촉진법,소계,이욕,,,,,,,,,,,9,3,5,,,,
특별법범,주택건설촉진법,소계,보복,,,,,,,,,,,,1,,,,,
특별법범,주택건설촉진법,소계,가정불화,,,,,,,,,,,1,,,,,,
특별법범,주택건설촉진법,소계,호기심,,,,,,,,,,,2,,,,,,
특별법범,주택건설촉진법,소계,우발적,,,,,,,,,,,3,,,,,,
특별법범,주택건설촉진법,소계,부주의,,,,,,,,,,,46,13,1,,,,
특별법범,주택건설촉진법,소계,기타,,,,,,,,,,,343,28,19,14,1,,
특별법범,중기관리법,소계,부주의,,,,1,,,,,,,,,,,,,
특별법범,중기관리법,소계,기타,,,,3,2,5,1,,,,,,,,,,
특별법범,증권거래법,소계,이욕,,,,,,,,,,,1,23,,2,6,3,3
특별법범,증권거래법,소계,사행심,,,,,,,,,,,1,3,,,,,
특별법범,증권거래법,소계,우발적,,,,,,,,,,,2,1,,,2,2,
특별법범,증권거래법,소계,부주의,,,,,,,,,,,3,,1,1,9,3,
특별법범,증권거래법,소계,기타,,,,,,,,,,,47,64,65,69,93,79,25
특별법범,지방세법,소계,이욕,,,,,,,,,,,8,8,4,5,7,,
특별법범,지방세법,소계,보복,,,,,,,,,,,1,1,,,,,
특별법범,지방세법,소계,가정불화,,,,,,,,,,,,1,,,,,
특별법범,지방세법,소계,우발적,,,,,,,,,,,1,8,1,,2,2,
특별법범,지방세법,소계,부주의,,,,,,,,,,,17,14,13,3,15,1,
특별법범,지방세법,소계,기타,,,,,,,,,,,939,669,530,433,139,29,12
특별법범,지방의회의원선거법,소계,이욕,1,,,,,,,,,,,,,,,,
특별법범,지방의회의원선거법,소계,기타,3,4,,,,,,,,,,,,,,,
특별법범,지방자치단체의장선거법,소계,기타,1,1,,,,,,,,,,,,,,,
특별법범,지하수법,소계,이욕,,,,,,,,,,,1,1,,2,,,3
특별법범,지하수법,소계,가정불화,,,,,,,,,,,,1,,,,,
특별법범,지하수법,소계,부주의,,,,,,,,,,,5,6,5,2,1,5,9
특별법범,지하수법,소계,기타,,,,,,,,,,,42,36,13,12,11,20,5
특별법범,직업안정 및 고용촉진에 관한 법률,소계,이욕,146,9,3,4,1,,1,5,1,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,사행심,3,,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,호기심,1,,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,유혹,1,,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,우발적,2,,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,부주의,8,2,,,,,,,,,,,,,,,
특별법범,직업안정 및 고용촉진에 관한 법률,소계,기타,131,15,6,5,3,3,2,,,,,,,,,,
특별법범,직업안정법,소계,이욕,172,291,568,514,434,602,560,616,507,509,648,456,390,255,400,758,718
특별법범,직업안정법,소계,사행심,1,7,6,10,14,19,5,8,5,1,33,22,8,21,9,34,
특별법범,직업안정법,소계,보복,,,,1,,1,,1,1,,3,1,,,,5,35
특별법범,직업안정법,소계,가정불화,,,,,,1,,,,,1,,,,,1,1
특별법범,직업안정법,소계,호기심,,1,6,6,16,7,1,14,7,1,4,2,1,3,,6,1
특별법범,직업안정법,소계,유혹,2,4,2,5,8,10,4,6,4,2,25,5,6,8,5,11,12
특별법범,직업안정법,소계,우발적,2,4,12,17,16,22,13,20,23,10,36,38,29,9,24,53,26
특별법범,직업안정법,소계,현실불만,,,,2,,1,,1,,,,,,1,,3,1
특별법범,직업안정법,소계,부주의,5,26,46,37,58,70,67,61,47,53,55,47,48,30,39,85,65
특별법범,직업안정법,소계,기타,114,305,692,536,657,602,597,674,644,584,1252,978,737,746,686,1139,557
특별법범,집회 및 시위에 관한 법률,소계,이욕,18,20,207,120,107,90,74,137,120,176,4,8,2,58,4,5,148
특별법범,집회 및 시위에 관한 법률,소계,사행심,,,,,1,,,,1,,,,,1,1,,
특별법범,집회 및 시위에 관한 법률,소계,보복,,19,1,,,,2,,1,,1,10,,1,,,
특별법범,집회 및 시위에 관한 법률,소계,가정불화,,,,,,,,,,,2,1,1,4,,2,
특별법범,집회 및 시위에 관한 법률,소계,호기심,2,2,61,26,9,10,3,16,3,,4,,,1,13,,
특별법범,집회 및 시위에 관한 법률,소계,유혹,1,,27,1,4,1,,1,1,,2,2,1,,3,,1
특별법범,집회 및 시위에 관한 법률,소계,우발적,33,9,79,64,30,39,14,23,21,33,45,86,132,56,93,67,55
특별법범,집회 및 시위에 관한 법률,소계,현실불만,177,108,1001,482,353,516,344,350,338,376,372,510,444,406,814,546,197
특별법범,집회 및 시위에 관한 법률,소계,부주의,,,23,8,18,56,88,21,31,9,6,11,35,19,21,22,8
특별법범,집회 및 시위에 관한 법률,소계,기타,262,223,2513,791,729,860,690,644,663,562,766,1057,1374,1418,1432,1160,603
특별법범,철도법,소계,이욕,1,1,,9,1,3,9,32,123,370,670,229,3,,1,,
특별법범,철도법,소계,사행심,,,,,,,,,1,,1,2,,,,,
특별법범,철도법,소계,가정불화,,,,,,,,1,,,1,,,,,,
특별법범,철도법,소계,호기심,1,,,3,1,1,,2,4,2,,,,,,,
특별법범,철도법,소계,우발적,1,3,1,1,1,5,7,11,9,20,49,10,,1,,,
특별법범,철도법,소계,현실불만,1,1,,3,1,2,18,9,3,6,13,2,,,,,
특별법범,철도법,소계,부주의,14,20,1,5,4,4,6,10,16,22,8,2,,,,,
특별법범,철도법,소계,기타,12,10,12,22,17,9,31,38,100,178,362,209,16,2,6,,
특별법범,청소년보호법,소계,이욕,,,,,6133,8544,8144,7408,5761,4174,1896,1197,1128,1216,1085,1214,2658
특별법범,청소년보호법,소계,사행심,,,,,49,87,108,67,40,49,82,54,70,43,39,57,5
특별법범,청소년보호법,소계,보복,,,,,1,2,,,4,1,18,7,8,5,5,17,79
특별법범,청소년보호법,소계,가정불화,,,,,3,1,7,5,1,1,4,2,3,2,2,2,
특별법범,청소년보호법,소계,호기심,,,,,73,61,149,87,86,14,16,15,22,52,31,89,117
특별법범,청소년보호법,소계,유혹,,,,,75,84,145,60,49,26,50,18,17,25,43,39,47
특별법범,청소년보호법,소계,우발적,,,,,371,454,586,643,405,298,428,171,152,182,319,332,295
특별법범,청소년보호법,소계,현실불만,,,,,4,10,10,16,3,9,3,3,2,5,7,5,1
특별법범,청소년보호법,소계,부주의,,,,,3404,4687,5309,5103,5067,3857,3335,2017,1695,2815,3426,3326,2985
특별법범,청소년보호법,소계,기타,,,,,6477,8468,9015,7484,6827,5262,6301,4734,4533,6194,5559,5385,4249
특별법범,청소년성보호에 관한 법률,소계,이욕,,,,,,,,,,,139,85,77,206,281,297,411
특별법범,청소년성보호에 관한 법률,소계,사행심,,,,,,,,,,,27,16,2,9,32,54,2
특별법범,청소년성보호에 관한 법률,소계,보복,,,,,,,,,,,8,3,1,6,1,1,7
특별법범,청소년성보호에 관한 법률,소계,가정불화,,,,,,,,,,,2,4,3,2,,,1
특별법범,청소년성보호에 관한 법률,소계,호기심,,,,,,,,,,,662,512,438,557,523,486,379
특별법범,청소년성보호에 관한 법률,소계,유혹,,,,,,,,,,,372,185,287,305,300,398,224
특별법범,청소년성보호에 관한 법률,소계,우발적,,,,,,,,,,,604,419,442,520,628,801,391
특별법범,청소년성보호에 관한 법률,소계,현실불만,,,,,,,,,,,5,4,5,9,10,7,6
특별법범,청소년성보호에 관한 법률,소계,부주의,,,,,,,,,,,88,75,96,97,92,151,123
특별법범,청소년성보호에 관한 법률,소계,기타,,,,,,,,,,,2037,1448,1334,1454,1753,1498,964
특별법범,철도안전법,소계,이욕,,,,,,,,,,,,,,,,,1
특별법범,철도안전법,소계,우발적,,,,,,,,,,,,,,,,,2
특별법범,철도안전법,소계,기타,,,,,,,,,,,,,,,,,13
특별법범,총포·도검·화약류단속법,소계,이욕,82,53,68,104,60,77,141,143,114,278,27,22,9,39,26,145,157
특별법범,총포·도검·화약류단속법,소계,사행심,9,3,8,3,3,1,6,2,3,1,4,1,3,2,1,11,
특별법범,총포·도검·화약류단속법,소계,보복,1,,,1,3,2,,1,1,,4,,1,,,,2
특별법범,총포·도검·화약류단속법,소계,가정불화,2,1,2,1,4,1,3,1,,,,3,2,1,2,,1
특별법범,총포·도검·화약류단속법,소계,호기심,57,32,33,19,29,39,25,33,40,30,89,42,29,153,66,122,169
특별법범,총포·도검·화약류단속법,소계,유혹,7,2,2,4,4,7,1,10,6,5,40,5,6,9,7,15,28
특별법범,총포·도검·화약류단속법,소계,우발적,42,39,39,34,29,39,44,60,49,53,90,63,43,62,31,91,76
특별법범,총포·도검·화약류단속법,소계,현실불만,4,2,2,2,1,4,3,2,4,2,5,1,2,1,1,1,
특별법범,총포·도검·화약류단속법,소계,부주의,121,200,166,112,91,114,104,149,113,185,140,92,60,99,139,233,119
특별법범,총포·도검·화약류단속법,소계,기타,694,364,455,447,401,406,527,600,532,782,564,459,419,628,504,666,470
특별법범,축산물가공처리법,소계,이욕,,,,,,,,,,,198,286,211,91,181,101,143
특별법범,축산물가공처리법,소계,사행심,,,,,,,,,,,2,9,6,2,2,1,
특별법범,축산물가공처리법,소계,보복,,,,,,,,,,,1,,,1,,,1
특별법범,축산물가공처리법,소계,가정불화,,,,,,,,,,,1,1,,,,,
특별법범,축산물가공처리법,소계,호기심,,,,,,,,,,,,4,,2,1,1,1
특별법범,축산물가공처리법,소계,유혹,,,,,,,,,,,,,,4,3,,3
특별법범,축산물가공처리법,소계,우발적,,,,,,,,,,,9,26,11,6,13,12,9
특별법범,축산물가공처리법,소계,현실불만,,,,,,,,,,,,1,,,,,
특별법범,축산물가공처리법,소계,부주의,,,,,,,,,,,114,231,106,63,98,95,75
특별법범,축산물가공처리법,소계,기타,,,,,,,,,,,740,1065,579,395,412,323,202
특별법범,축산물위생처리법,소계,이욕,126,60,85,96,26,41,,1,1,,,,,,,,
특별법범,축산물위생처리법,소계,사행심,1,,4,,1,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,호기심,3,,5,2,3,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,유혹,2,,1,,,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,우발적,3,2,9,11,7,,,,,1,,,,,,,
특별법범,축산물위생처리법,소계,현실불만,,,1,,5,,,,,,,,,,,,
특별법범,축산물위생처리법,소계,부주의,32,11,23,41,24,1,1,,,,,,,,,,
특별법범,축산물위생처리법,소계,기타,139,126,168,262,131,14,7,,2,1,,,,,,,
특별법범,출입국관리법,소계,이욕,72,15,41,106,186,156,274,239,180,206,213,203,175,340,526,556,928
특별법범,출입국관리법,소계,사행심,,,2,26,11,9,15,13,6,12,1,8,1,33,14,9,1
특별법범,출입국관리법,소계,보복,,,,,,,,,,,,,2,,,,7
특별법범,출입국관리법,소계,가정불화,,,,,,,1,,,,1,1,,4,2,2,
특별법범,출입국관리법,소계,호기심,,,,,2,,,3,,,1,,1,,,1,6
특별법범,출입국관리법,소계,유혹,1,1,1,2,3,6,5,5,3,1,1,2,16,20,36,50,8
특별법범,출입국관리법,소계,우발적,2,1,2,,,4,1,7,3,1,8,10,19,30,28,49,15
특별법범,출입국관리법,소계,현실불만,,,1,,,,,1,,,,1,9,11,7,3,1
특별법범,출입국관리법,소계,부주의,,,,8,12,11,13,27,21,31,28,86,117,120,366,421,382
특별법범,출입국관리법,소계,기타,6,11,19,59,153,136,175,231,187,199,560,1233,1766,1808,2662,2773,1535
특별법범,컴퓨터프로그램보호법,소계,이욕,4,2,9,188,47,507,271,477,296,149,60,27,17,45,63,25,5
특별법범,컴퓨터프로그램보호법,소계,사행심,,,,,,1,,,,,3,,,1,,5,
